language,construct_id,construct,required,implementation_class,implementation_role_vector,uast_structures,uasf_seed,semantic_axes,uast_relations,uast_fields,uast_layers,true_parser_kernel_class,parse_state_count,lex_state_count,external_lex_state_count,parser_kernel_resolved,CURRENT_FRONTEND_CAPABILITY,MISSING
java,C050,TypeAssertTest,1,IMPL_4efc4b747e5c,00000000000000000000010010000100,TypeAssertExpr;TypeSwitchStmt,UASF_0064;UASF_0177,binding.graph;control.flow;effect.graph;types.structure,binding.declares;binding.refers;binding.shadows;control.false;control.loop_back;control.next;control.true;effect.has;name.resolves;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;effects;extensions;id;kind;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;control.flow;effect;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
kotlin,C050,TypeAssertTest,1,IMPL_4efc4b747e5c,00000000000000000000010010000100,TypeAssertExpr;TypeSwitchStmt,UASF_0064;UASF_0177,binding.graph;control.flow;effect.graph;types.structure,binding.declares;binding.refers;binding.shadows;control.false;control.loop_back;control.next;control.true;effect.has;name.resolves;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;effects;extensions;id;kind;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;control.flow;effect;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
swift,C050,TypeAssertTest,?,IMPL_4efc4b747e5c,00000000000000000000010010000100,TypeAssertExpr;TypeSwitchStmt,UASF_0064;UASF_0177,binding.graph;control.flow;effect.graph;types.structure,binding.declares;binding.refers;binding.shadows;control.false;control.loop_back;control.next;control.true;effect.has;name.resolves;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;effects;extensions;id;kind;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;control.flow;effect;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
r,C051,AnnotationAttribute,1,IMPL_dc28d4a4f7da,00100000000000000000000001000000,Annotation,UASF_0301,nodes.declaration;scope.binding;types.structure,annotation.applies,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
go,C051,AnnotationAttribute,1,IMPL_dc28d4a4f7da,00100000000000000000000001000000,Annotation,UASF_0301,nodes.declaration;scope.binding;types.structure,annotation.applies,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
rust,C051,AnnotationAttribute,1,IMPL_dc28d4a4f7da,00100000000000000000000001000000,Annotation,UASF_0301,nodes.declaration;scope.binding;types.structure,annotation.applies,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_22d524574bb18ad3,164,8,1,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
cpp,C051,AnnotationAttribute,1,IMPL_dc28d4a4f7da,00100000000000000000000001000000,Annotation,UASF_0301,nodes.declaration;scope.binding;types.structure,annotation.applies,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_b30c96b4e9b6e1ec,1891,39,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
c,C051,AnnotationAttribute,1,IMPL_dc28d4a4f7da,00100000000000000000000001000000,Annotation,UASF_0301,nodes.declaration;scope.binding;types.structure,annotation.applies,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_08940e3d7cf49d32,401,6,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
python,C051,AnnotationAttribute,1,IMPL_dc28d4a4f7da,00100000000000000000000001000000,Annotation,UASF_0301,nodes.declaration;scope.binding;types.structure,annotation.applies,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_53e196ad1bbacb44,724,7,8,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
zig,C051,AnnotationAttribute,?,IMPL_dc28d4a4f7da,00100000000000000000000001000000,Annotation,UASF_0301,nodes.declaration;scope.binding;types.structure,annotation.applies,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
julia,C051,AnnotationAttribute,?,IMPL_dc28d4a4f7da,00100000000000000000000001000000,Annotation,UASF_0301,nodes.declaration;scope.binding;types.structure,annotation.applies,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
nim,C051,AnnotationAttribute,?,IMPL_dc28d4a4f7da,00100000000000000000000001000000,Annotation,UASF_0301,nodes.declaration;scope.binding;types.structure,annotation.applies,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
csharp,C051,AnnotationAttribute,1,IMPL_dc28d4a4f7da,00100000000000000000000001000000,Annotation,UASF_0301,nodes.declaration;scope.binding;types.structure,annotation.applies,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_6b55139c2e855e63,2124,4,3,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
java,C051,AnnotationAttribute,1,IMPL_dc28d4a4f7da,00100000000000000000000001000000,Annotation,UASF_0301,nodes.declaration;scope.binding;types.structure,annotation.applies,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_39f350ff223cedcc,157,0,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
kotlin,C051,AnnotationAttribute,1,IMPL_dc28d4a4f7da,00100000000000000000000001000000,Annotation,UASF_0301,nodes.declaration;scope.binding;types.structure,annotation.applies,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_a5753683ecdbca2f,555,0,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
swift,C051,AnnotationAttribute,1,IMPL_dc28d4a4f7da,00100000000000000000000001000000,Annotation,UASF_0301,nodes.declaration;scope.binding;types.structure,annotation.applies,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
r,C052,VisibilityModifier,1,IMPL_9a9e3f3a9ae7,00100000000000000000000001000000,Visibility,UASF_0310,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;name.resolves;scope.parent,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
go,C052,VisibilityModifier,1,IMPL_9a9e3f3a9ae7,00100000000000000000000001000000,Visibility,UASF_0310,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;name.resolves;scope.parent,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
rust,C052,VisibilityModifier,1,IMPL_9a9e3f3a9ae7,00100000000000000000000001000000,Visibility,UASF_0310,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;name.resolves;scope.parent,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_e6ade91a723102a0,73,4,1,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
cpp,C052,VisibilityModifier,1,IMPL_9a9e3f3a9ae7,00100000000000000000000001000000,Visibility,UASF_0310,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;name.resolves;scope.parent,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_92c0f548ddef4e40,23,3,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
c,C052,VisibilityModifier,?,IMPL_9a9e3f3a9ae7,00100000000000000000000001000000,Visibility,UASF_0310,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;name.resolves;scope.parent,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
python,C052,VisibilityModifier,1,IMPL_9a9e3f3a9ae7,00100000000000000000000001000000,Visibility,UASF_0310,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;name.resolves;scope.parent,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
zig,C052,VisibilityModifier,?,IMPL_9a9e3f3a9ae7,00100000000000000000000001000000,Visibility,UASF_0310,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;name.resolves;scope.parent,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
julia,C052,VisibilityModifier,1,IMPL_9a9e3f3a9ae7,00100000000000000000000001000000,Visibility,UASF_0310,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;name.resolves;scope.parent,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_de69c18d083d4acc,2068,6,3,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
nim,C052,VisibilityModifier,?,IMPL_9a9e3f3a9ae7,00100000000000000000000001000000,Visibility,UASF_0310,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;name.resolves;scope.parent,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
csharp,C052,VisibilityModifier,1,IMPL_9a9e3f3a9ae7,00100000000000000000000001000000,Visibility,UASF_0310,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;name.resolves;scope.parent,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
java,C052,VisibilityModifier,1,IMPL_9a9e3f3a9ae7,00100000000000000000000001000000,Visibility,UASF_0310,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;name.resolves;scope.parent,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
kotlin,C052,VisibilityModifier,1,IMPL_9a9e3f3a9ae7,00100000000000000000000001000000,Visibility,UASF_0310,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;name.resolves;scope.parent,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_0b7cd556e2d24a35,232,0,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
swift,C052,VisibilityModifier,1,IMPL_9a9e3f3a9ae7,00100000000000000000000001000000,Visibility,UASF_0310,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;name.resolves;scope.parent,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
r,C053,MacroPreprocessor,1,IMPL_fbf83b6e52a3,00000000000000000000000000100000,MacroCompileTime;CompileTimeEval,UASF_0118;UASF_0119,compiletime.semantics;dialect.extension;lowering.pipeline,compiletime.depends;data.def_use;data.operand;data.result;dialect.requires,attributes;compiletime_contract;dialect;extensions;id;kind;lowering;operands;results;semantic_facets;source_span,compiletime.meta;dialect.extension;lowering.runtime.validation,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
go,C053,MacroPreprocessor,1,IMPL_fbf83b6e52a3,00000000000000000000000000100000,MacroCompileTime;CompileTimeEval,UASF_0118;UASF_0119,compiletime.semantics;dialect.extension;lowering.pipeline,compiletime.depends;data.def_use;data.operand;data.result;dialect.requires,attributes;compiletime_contract;dialect;extensions;id;kind;lowering;operands;results;semantic_facets;source_span,compiletime.meta;dialect.extension;lowering.runtime.validation,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
rust,C053,MacroPreprocessor,1,IMPL_fbf83b6e52a3,00000000000000000000000000100000,MacroCompileTime;CompileTimeEval,UASF_0118;UASF_0119,compiletime.semantics;dialect.extension;lowering.pipeline,compiletime.depends;data.def_use;data.operand;data.result;dialect.requires,attributes;compiletime_contract;dialect;extensions;id;kind;lowering;operands;results;semantic_facets;source_span,compiletime.meta;dialect.extension;lowering.runtime.validation,TPK_771f849202536aba,639,11,1,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
cpp,C053,MacroPreprocessor,1,IMPL_fbf83b6e52a3,00000000000000000000000000100000,MacroCompileTime;CompileTimeEval,UASF_0118;UASF_0119,compiletime.semantics;dialect.extension;lowering.pipeline,compiletime.depends;data.def_use;data.operand;data.result;dialect.requires,attributes;compiletime_contract;dialect;extensions;id;kind;lowering;operands;results;semantic_facets;source_span,compiletime.meta;dialect.extension;lowering.runtime.validation,TPK_053d771dd899887f,1242,15,1,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
c,C053,MacroPreprocessor,1,IMPL_fbf83b6e52a3,00000000000000000000000000100000,MacroCompileTime;CompileTimeEval,UASF_0118;UASF_0119,compiletime.semantics;dialect.extension;lowering.pipeline,compiletime.depends;data.def_use;data.operand;data.result;dialect.requires,attributes;compiletime_contract;dialect;extensions;id;kind;lowering;operands;results;semantic_facets;source_span,compiletime.meta;dialect.extension;lowering.runtime.validation,TPK_90692bfa2da9da3a,601,15,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
python,C053,MacroPreprocessor,1,IMPL_fbf83b6e52a3,00000000000000000000000000100000,MacroCompileTime;CompileTimeEval,UASF_0118;UASF_0119,compiletime.semantics;dialect.extension;lowering.pipeline,compiletime.depends;data.def_use;data.operand;data.result;dialect.requires,attributes;compiletime_contract;dialect;extensions;id;kind;lowering;operands;results;semantic_facets;source_span,compiletime.meta;dialect.extension;lowering.runtime.validation,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
zig,C053,MacroPreprocessor,?,IMPL_fbf83b6e52a3,00000000000000000000000000100000,MacroCompileTime;CompileTimeEval,UASF_0118;UASF_0119,compiletime.semantics;dialect.extension;lowering.pipeline,compiletime.depends;data.def_use;data.operand;data.result;dialect.requires,attributes;compiletime_contract;dialect;extensions;id;kind;lowering;operands;results;semantic_facets;source_span,compiletime.meta;dialect.extension;lowering.runtime.validation,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
julia,C053,MacroPreprocessor,1,IMPL_fbf83b6e52a3,00000000000000000000000000100000,MacroCompileTime;CompileTimeEval,UASF_0118;UASF_0119,compiletime.semantics;dialect.extension;lowering.pipeline,compiletime.depends;data.def_use;data.operand;data.result;dialect.requires,attributes;compiletime_contract;dialect;extensions;id;kind;lowering;operands;results;semantic_facets;source_span,compiletime.meta;dialect.extension;lowering.runtime.validation,TPK_293cca2a1e86da57,2197,12,3,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
nim,C053,MacroPreprocessor,1,IMPL_fbf83b6e52a3,00000000000000000000000000100000,MacroCompileTime;CompileTimeEval,UASF_0118;UASF_0119,compiletime.semantics;dialect.extension;lowering.pipeline,compiletime.depends;data.def_use;data.operand;data.result;dialect.requires,attributes;compiletime_contract;dialect;extensions;id;kind;lowering;operands;results;semantic_facets;source_span,compiletime.meta;dialect.extension;lowering.runtime.validation,TPK_1d65538d8335372a,134,0,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
csharp,C053,MacroPreprocessor,1,IMPL_fbf83b6e52a3,00000000000000000000000000100000,MacroCompileTime;CompileTimeEval,UASF_0118;UASF_0119,compiletime.semantics;dialect.extension;lowering.pipeline,compiletime.depends;data.def_use;data.operand;data.result;dialect.requires,attributes;compiletime_contract;dialect;extensions;id;kind;lowering;operands;results;semantic_facets;source_span,compiletime.meta;dialect.extension;lowering.runtime.validation,TPK_3e6801bd2487e97e,8478,17,11,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
java,C053,MacroPreprocessor,1,IMPL_fbf83b6e52a3,00000000000000000000000000100000,MacroCompileTime;CompileTimeEval,UASF_0118;UASF_0119,compiletime.semantics;dialect.extension;lowering.pipeline,compiletime.depends;data.def_use;data.operand;data.result;dialect.requires,attributes;compiletime_contract;dialect;extensions;id;kind;lowering;operands;results;semantic_facets;source_span,compiletime.meta;dialect.extension;lowering.runtime.validation,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
kotlin,C053,MacroPreprocessor,1,IMPL_fbf83b6e52a3,00000000000000000000000000100000,MacroCompileTime;CompileTimeEval,UASF_0118;UASF_0119,compiletime.semantics;dialect.extension;lowering.pipeline,compiletime.depends;data.def_use;data.operand;data.result;dialect.requires,attributes;compiletime_contract;dialect;extensions;id;kind;lowering;operands;results;semantic_facets;source_span,compiletime.meta;dialect.extension;lowering.runtime.validation,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
swift,C053,MacroPreprocessor,1,IMPL_fbf83b6e52a3,00000000000000000000000000100000,MacroCompileTime;CompileTimeEval,UASF_0118;UASF_0119,compiletime.semantics;dialect.extension;lowering.pipeline,compiletime.depends;data.def_use;data.operand;data.result;dialect.requires,attributes;compiletime_contract;dialect;extensions;id;kind;lowering;operands;results;semantic_facets;source_span,compiletime.meta;dialect.extension;lowering.runtime.validation,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
r,C054,Unsafe,1,IMPL_c6971bcd2e31,00000000000000000000000101000000,UnsafeIntrinsic;SafetyRegion,UASF_0024;UASF_0033,abi.ffi;abi.layout;dialect.extension;memory.model;ownership.lifetime,dialect.requires;effect.has;layout.field;memory.aliases;memory.borrows;memory.owns;storage.resides_in,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;layout;lifetime;members;memory_model;ownership;provenance;semantic_facets;source_span;storage,abi.layout;dialect.extension;memory.lifetime,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
go,C054,Unsafe,1,IMPL_c6971bcd2e31,00000000000000000000000101000000,UnsafeIntrinsic;SafetyRegion,UASF_0024;UASF_0033,abi.ffi;abi.layout;dialect.extension;memory.model;ownership.lifetime,dialect.requires;effect.has;layout.field;memory.aliases;memory.borrows;memory.owns;storage.resides_in,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;layout;lifetime;members;memory_model;ownership;provenance;semantic_facets;source_span;storage,abi.layout;dialect.extension;memory.lifetime,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
rust,C054,Unsafe,1,IMPL_c6971bcd2e31,00000000000000000000000101000000,UnsafeIntrinsic;SafetyRegion,UASF_0024;UASF_0033,abi.ffi;abi.layout;dialect.extension;memory.model;ownership.lifetime,dialect.requires;effect.has;layout.field;memory.aliases;memory.borrows;memory.owns;storage.resides_in,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;layout;lifetime;members;memory_model;ownership;provenance;semantic_facets;source_span;storage,abi.layout;dialect.extension;memory.lifetime,TPK_68d97e1cb17e333d,268,6,1,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
cpp,C054,Unsafe,1,IMPL_c6971bcd2e31,00000000000000000000000101000000,UnsafeIntrinsic;SafetyRegion,UASF_0024;UASF_0033,abi.ffi;abi.layout;dialect.extension;memory.model;ownership.lifetime,dialect.requires;effect.has;layout.field;memory.aliases;memory.borrows;memory.owns;storage.resides_in,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;layout;lifetime;members;memory_model;ownership;provenance;semantic_facets;source_span;storage,abi.layout;dialect.extension;memory.lifetime,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
c,C054,Unsafe,?,IMPL_c6971bcd2e31,00000000000000000000000101000000,UnsafeIntrinsic;SafetyRegion,UASF_0024;UASF_0033,abi.ffi;abi.layout;dialect.extension;memory.model;ownership.lifetime,dialect.requires;effect.has;layout.field;memory.aliases;memory.borrows;memory.owns;storage.resides_in,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;layout;lifetime;members;memory_model;ownership;provenance;semantic_facets;source_span;storage,abi.layout;dialect.extension;memory.lifetime,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
python,C054,Unsafe,1,IMPL_c6971bcd2e31,00000000000000000000000101000000,UnsafeIntrinsic;SafetyRegion,UASF_0024;UASF_0033,abi.ffi;abi.layout;dialect.extension;memory.model;ownership.lifetime,dialect.requires;effect.has;layout.field;memory.aliases;memory.borrows;memory.owns;storage.resides_in,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;layout;lifetime;members;memory_model;ownership;provenance;semantic_facets;source_span;storage,abi.layout;dialect.extension;memory.lifetime,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
zig,C054,Unsafe,?,IMPL_c6971bcd2e31,00000000000000000000000101000000,UnsafeIntrinsic;SafetyRegion,UASF_0024;UASF_0033,abi.ffi;abi.layout;dialect.extension;memory.model;ownership.lifetime,dialect.requires;effect.has;layout.field;memory.aliases;memory.borrows;memory.owns;storage.resides_in,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;layout;lifetime;members;memory_model;ownership;provenance;semantic_facets;source_span;storage,abi.layout;dialect.extension;memory.lifetime,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
julia,C054,Unsafe,?,IMPL_c6971bcd2e31,00000000000000000000000101000000,UnsafeIntrinsic;SafetyRegion,UASF_0024;UASF_0033,abi.ffi;abi.layout;dialect.extension;memory.model;ownership.lifetime,dialect.requires;effect.has;layout.field;memory.aliases;memory.borrows;memory.owns;storage.resides_in,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;layout;lifetime;members;memory_model;ownership;provenance;semantic_facets;source_span;storage,abi.layout;dialect.extension;memory.lifetime,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
nim,C054,Unsafe,?,IMPL_c6971bcd2e31,00000000000000000000000101000000,UnsafeIntrinsic;SafetyRegion,UASF_0024;UASF_0033,abi.ffi;abi.layout;dialect.extension;memory.model;ownership.lifetime,dialect.requires;effect.has;layout.field;memory.aliases;memory.borrows;memory.owns;storage.resides_in,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;layout;lifetime;members;memory_model;ownership;provenance;semantic_facets;source_span;storage,abi.layout;dialect.extension;memory.lifetime,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
csharp,C054,Unsafe,1,IMPL_c6971bcd2e31,00000000000000000000000101000000,UnsafeIntrinsic;SafetyRegion,UASF_0024;UASF_0033,abi.ffi;abi.layout;dialect.extension;memory.model;ownership.lifetime,dialect.requires;effect.has;layout.field;memory.aliases;memory.borrows;memory.owns;storage.resides_in,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;layout;lifetime;members;memory_model;ownership;provenance;semantic_facets;source_span;storage,abi.layout;dialect.extension;memory.lifetime,TPK_7844099e74601628,107,1,1,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
java,C054,Unsafe,1,IMPL_c6971bcd2e31,00000000000000000000000101000000,UnsafeIntrinsic;SafetyRegion,UASF_0024;UASF_0033,abi.ffi;abi.layout;dialect.extension;memory.model;ownership.lifetime,dialect.requires;effect.has;layout.field;memory.aliases;memory.borrows;memory.owns;storage.resides_in,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;layout;lifetime;members;memory_model;ownership;provenance;semantic_facets;source_span;storage,abi.layout;dialect.extension;memory.lifetime,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
kotlin,C054,Unsafe,1,IMPL_c6971bcd2e31,00000000000000000000000101000000,UnsafeIntrinsic;SafetyRegion,UASF_0024;UASF_0033,abi.ffi;abi.layout;dialect.extension;memory.model;ownership.lifetime,dialect.requires;effect.has;layout.field;memory.aliases;memory.borrows;memory.owns;storage.resides_in,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;layout;lifetime;members;memory_model;ownership;provenance;semantic_facets;source_span;storage,abi.layout;dialect.extension;memory.lifetime,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
swift,C054,Unsafe,1,IMPL_c6971bcd2e31,00000000000000000000000101000000,UnsafeIntrinsic;SafetyRegion,UASF_0024;UASF_0033,abi.ffi;abi.layout;dialect.extension;memory.model;ownership.lifetime,dialect.requires;effect.has;layout.field;memory.aliases;memory.borrows;memory.owns;storage.resides_in,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;layout;lifetime;members;memory_model;ownership;provenance;semantic_facets;source_span;storage,abi.layout;dialect.extension;memory.lifetime,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
