language,repository,category,path,value_kind,value_json
csharp,tree-sitter/tree-sitter-c-sharp,precedences,precedences[1][1].name,str,"""initializer_expression"""
csharp,tree-sitter/tree-sitter-c-sharp,reserved,reserved,object,{}
java,tree-sitter/tree-sitter-java,word,word,str,"""identifier"""
java,tree-sitter/tree-sitter-java,externals,externals,array,[]
java,tree-sitter/tree-sitter-java,extras,extras[0].type,str,"""SYMBOL"""
java,tree-sitter/tree-sitter-java,extras,extras[0].name,str,"""line_comment"""
java,tree-sitter/tree-sitter-java,extras,extras[1].type,str,"""SYMBOL"""
java,tree-sitter/tree-sitter-java,extras,extras[1].name,str,"""block_comment"""
java,tree-sitter/tree-sitter-java,extras,extras[2].type,str,"""PATTERN"""
java,tree-sitter/tree-sitter-java,extras,extras[2].value,str,"""\\s"""
java,tree-sitter/tree-sitter-java,inline,inline[0],str,"""_name"""
java,tree-sitter/tree-sitter-java,inline,inline[1],str,"""_simple_type"""
java,tree-sitter/tree-sitter-java,inline,inline[2],str,"""_class_body_declaration"""
java,tree-sitter/tree-sitter-java,inline,inline[3],str,"""_variable_initializer"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[0][0],str,"""modifiers"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[0][1],str,"""annotated_type"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[0][2],str,"""receiver_parameter"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[1][0],str,"""modifiers"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[1][1],str,"""annotated_type"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[1][2],str,"""module_declaration"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[1][3],str,"""package_declaration"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[2][0],str,"""_unannotated_type"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[2][1],str,"""primary_expression"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[2][2],str,"""inferred_parameters"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[3][0],str,"""_unannotated_type"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[3][1],str,"""primary_expression"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[4][0],str,"""_unannotated_type"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[4][1],str,"""primary_expression"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[4][2],str,"""scoped_type_identifier"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[5][0],str,"""_unannotated_type"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[5][1],str,"""scoped_type_identifier"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[6][0],str,"""_unannotated_type"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[6][1],str,"""generic_type"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[7][0],str,"""generic_type"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[7][1],str,"""primary_expression"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[8][0],str,"""expression"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[8][1],str,"""statement"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[9][0],str,"""lambda_expression"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[9][1],str,"""primary_expression"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[10][0],str,"""inferred_parameters"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[10][1],str,"""primary_expression"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[11][0],str,"""argument_list"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[11][1],str,"""record_pattern_body"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[12][0],str,"""yield_statement"""
java,tree-sitter/tree-sitter-java,conflicts,conflicts[12][1],str,"""_reserved_identifier"""
java,tree-sitter/tree-sitter-java,supertypes,supertypes[0],str,"""expression"""
java,tree-sitter/tree-sitter-java,supertypes,supertypes[1],str,"""declaration"""
java,tree-sitter/tree-sitter-java,supertypes,supertypes[2],str,"""statement"""
java,tree-sitter/tree-sitter-java,supertypes,supertypes[3],str,"""primary_expression"""
java,tree-sitter/tree-sitter-java,supertypes,supertypes[4],str,"""_literal"""
java,tree-sitter/tree-sitter-java,supertypes,supertypes[5],str,"""_type"""
java,tree-sitter/tree-sitter-java,supertypes,supertypes[6],str,"""_simple_type"""
java,tree-sitter/tree-sitter-java,supertypes,supertypes[7],str,"""_unannotated_type"""
java,tree-sitter/tree-sitter-java,supertypes,supertypes[8],str,"""module_directive"""
java,tree-sitter/tree-sitter-java,precedences,precedences,array,[]
kotlin,fwcd/tree-sitter-kotlin,word,word,str,"""_alpha_identifier"""
kotlin,fwcd/tree-sitter-kotlin,externals,externals[0].type,str,"""SYMBOL"""
kotlin,fwcd/tree-sitter-kotlin,externals,externals[0].name,str,"""_automatic_semicolon"""
kotlin,fwcd/tree-sitter-kotlin,externals,externals[1].type,str,"""SYMBOL"""
kotlin,fwcd/tree-sitter-kotlin,externals,externals[1].name,str,"""multiline_comment"""
kotlin,fwcd/tree-sitter-kotlin,externals,externals[2].type,str,"""SYMBOL"""
kotlin,fwcd/tree-sitter-kotlin,externals,externals[2].name,str,"""_string_start"""
kotlin,fwcd/tree-sitter-kotlin,externals,externals[3].type,str,"""SYMBOL"""
kotlin,fwcd/tree-sitter-kotlin,externals,externals[3].name,str,"""_string_end"""
kotlin,fwcd/tree-sitter-kotlin,externals,externals[4].type,str,"""SYMBOL"""
kotlin,fwcd/tree-sitter-kotlin,externals,externals[4].name,str,"""string_content"""
kotlin,fwcd/tree-sitter-kotlin,externals,externals[5].type,str,"""SYMBOL"""
kotlin,fwcd/tree-sitter-kotlin,externals,externals[5].name,str,"""_primary_constructor_keyword"""
kotlin,fwcd/tree-sitter-kotlin,externals,externals[6].type,str,"""SYMBOL"""
kotlin,fwcd/tree-sitter-kotlin,externals,externals[6].name,str,"""_import_dot"""
kotlin,fwcd/tree-sitter-kotlin,externals,externals[7].type,str,"""SYMBOL"""
kotlin,fwcd/tree-sitter-kotlin,externals,externals[7].name,str,"""_interpolation_expression_start"""
kotlin,fwcd/tree-sitter-kotlin,externals,externals[8].type,str,"""SYMBOL"""
kotlin,fwcd/tree-sitter-kotlin,externals,externals[8].name,str,"""_interpolation_identifier_start"""
kotlin,fwcd/tree-sitter-kotlin,externals,externals[9].type,str,"""SYMBOL"""
kotlin,fwcd/tree-sitter-kotlin,externals,externals[9].name,str,"""_by_delegation_hint"""
kotlin,fwcd/tree-sitter-kotlin,extras,extras[0].type,str,"""SYMBOL"""
kotlin,fwcd/tree-sitter-kotlin,extras,extras[0].name,str,"""line_comment"""
kotlin,fwcd/tree-sitter-kotlin,extras,extras[1].type,str,"""SYMBOL"""
kotlin,fwcd/tree-sitter-kotlin,extras,extras[1].name,str,"""multiline_comment"""
kotlin,fwcd/tree-sitter-kotlin,extras,extras[2].type,str,"""PATTERN"""
kotlin,fwcd/tree-sitter-kotlin,extras,extras[2].value,str,"""\\s+"""
kotlin,fwcd/tree-sitter-kotlin,inline,inline,array,[]
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[0][0],str,"""_primary_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[0][1],str,"""callable_reference"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[1][0],str,"""platform_modifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[1][1],str,"""simple_identifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[2][0],str,"""class_modifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[2][1],str,"""simple_identifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[3][0],str,"""member_modifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[3][1],str,"""simple_identifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[4][0],str,"""visibility_modifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[4][1],str,"""simple_identifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[5][0],str,"""inheritance_modifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[5][1],str,"""simple_identifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[6][0],str,"""property_modifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[6][1],str,"""simple_identifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[7][0],str,"""parameter_modifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[7][1],str,"""simple_identifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[8][0],str,"""parameter_modifiers"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[9][0],str,"""type_parameter_modifiers"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[10][0],str,"""_postfix_unary_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[10][1],str,"""_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[11][0],str,"""call_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[11][1],str,"""_generic_call_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[11][2],str,"""navigation_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[11][3],str,"""range_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[11][4],str,"""comparison_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[12][0],str,"""call_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[12][1],str,"""_generic_call_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[12][2],str,"""navigation_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[12][3],str,"""elvis_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[12][4],str,"""comparison_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[13][0],str,"""call_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[13][1],str,"""_generic_call_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[13][2],str,"""navigation_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[13][3],str,"""check_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[13][4],str,"""comparison_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[14][0],str,"""call_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[14][1],str,"""_generic_call_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[14][2],str,"""navigation_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[14][3],str,"""additive_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[14][4],str,"""comparison_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[15][0],str,"""call_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[15][1],str,"""_generic_call_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[15][2],str,"""navigation_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[15][3],str,"""infix_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[15][4],str,"""comparison_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[16][0],str,"""call_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[16][1],str,"""_generic_call_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[16][2],str,"""navigation_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[16][3],str,"""multiplicative_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[16][4],str,"""comparison_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[17][0],str,"""type_arguments"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[17][1],str,"""_comparison_operator"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[18][0],str,"""_statement"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[18][1],str,"""prefix_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[19][0],str,"""_statement_annotation"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[19][1],str,"""annotation"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[20][0],str,"""prefix_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[20][1],str,"""when_subject"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[21][0],str,"""prefix_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[21][1],str,"""value_argument"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[22][0],str,"""call_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[22][1],str,"""_generic_call_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[22][2],str,"""navigation_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[22][3],str,"""prefix_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[22][4],str,"""comparison_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[23][0],str,"""user_type"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[24][0],str,"""user_type"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[24][1],str,"""anonymous_function"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[25][0],str,"""function_modifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[25][1],str,"""simple_identifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[26][0],str,"""_type_modifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[26][1],str,"""simple_identifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[27][0],str,"""delegation_specifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[27][1],str,"""_type_modifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[27][2],str,"""simple_identifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[28][0],str,"""anonymous_function"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[28][1],str,"""function_modifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[29][0],str,"""anonymous_function"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[29][1],str,"""simple_identifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[30][0],str,"""anonymous_function"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[30][1],str,"""function_modifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[30][2],str,"""simple_identifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[31][0],str,"""setter"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[31][1],str,"""simple_identifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[32][0],str,"""getter"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[32][1],str,"""simple_identifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[33][0],str,"""parameter_modifiers"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[33][1],str,"""_type_modifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[34][0],str,"""object_literal"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[35][0],str,"""object_literal"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[35][1],str,"""class_modifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[36][0],str,"""object_literal"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[36][1],str,"""class_modifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[36][2],str,"""simple_identifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[37][0],str,"""object_literal"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[37][1],str,"""simple_identifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[38][0],str,"""object_literal"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[38][1],str,"""object_declaration"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[39][0],str,"""delegation_specifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[39][1],str,"""_type_modifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[40][0],str,"""type_modifiers"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[41][0],str,"""not_nullable_type"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[42][0],str,"""receiver_type"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[43][0],str,"""receiver_type"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[43][1],str,"""_type"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[44][0],str,"""delegation_specifier"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[44][1],str,"""_type"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[45][0],str,"""_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[45][1],str,"""_expression_no_trailing_lambda"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[46][0],str,"""_primary_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[46][1],str,"""_primary_expression_no_trailing_lambda"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[47][0],str,"""_primary_expression"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[47][1],str,"""_primary_expression_no_trailing_lambda"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[47][2],str,"""callable_reference"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[48][0],str,"""call_suffix"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[48][1],str,"""_generic_call_suffix"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[49][0],str,"""_call_suffix_no_trailing_lambda"""
kotlin,fwcd/tree-sitter-kotlin,conflicts,conflicts[49][1],str,"""_generic_call_suffix_no_trailing_lambda"""
kotlin,fwcd/tree-sitter-kotlin,supertypes,supertypes,array,[]
kotlin,fwcd/tree-sitter-kotlin,precedences,precedences,array,[]
swift,alex-pinkus/tree-sitter-swift,externals,externals[0].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[0].name,str,"""multiline_comment"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[1].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[1].name,str,"""raw_str_part"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[2].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[2].name,str,"""raw_str_continuing_indicator"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[3].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[3].name,str,"""raw_str_end_part"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[4].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[4].name,str,"""_implicit_semi"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[5].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[5].name,str,"""_explicit_semi"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[6].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[6].name,str,"""_arrow_operator_custom"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[7].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[7].name,str,"""_dot_custom"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[8].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[8].name,str,"""_conjunction_operator_custom"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[9].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[9].name,str,"""_disjunction_operator_custom"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[10].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[10].name,str,"""_nil_coalescing_operator_custom"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[11].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[11].name,str,"""_double_optional_custom"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[12].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[12].name,str,"""_eq_custom"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[13].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[13].name,str,"""_eq_eq_custom"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[14].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[14].name,str,"""_plus_then_ws"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[15].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[15].name,str,"""_minus_then_ws"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[16].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[16].name,str,"""_bang_custom"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[17].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[17].name,str,"""_throws_keyword"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[18].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[18].name,str,"""_rethrows_keyword"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[19].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[19].name,str,"""default_keyword"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[20].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[20].name,str,"""where_keyword"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[21].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[21].name,str,"""else"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[22].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[22].name,str,"""catch_keyword"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[23].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[23].name,str,"""_as_custom"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[24].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[24].name,str,"""_as_quest_custom"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[25].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[25].name,str,"""_as_bang_custom"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[26].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[26].name,str,"""_async_keyword_custom"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[27].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[27].name,str,"""_custom_operator"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[28].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[28].name,str,"""_hash_symbol_custom"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[29].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[29].name,str,"""_directive_if"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[30].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[30].name,str,"""_directive_elseif"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[31].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[31].name,str,"""_directive_else"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[32].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[32].name,str,"""_directive_endif"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[33].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,externals,externals[33].name,str,"""_fake_try_bang"""
swift,alex-pinkus/tree-sitter-swift,extras,extras[0].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,extras,extras[0].name,str,"""comment"""
swift,alex-pinkus/tree-sitter-swift,extras,extras[1].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,extras,extras[1].name,str,"""multiline_comment"""
swift,alex-pinkus/tree-sitter-swift,extras,extras[2].type,str,"""PATTERN"""
swift,alex-pinkus/tree-sitter-swift,extras,extras[2].value,str,"""\\s+"""
swift,alex-pinkus/tree-sitter-swift,inline,inline[0],str,"""_locally_permitted_modifiers"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[0][0],str,"""attribute"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[1][0],str,"""_attribute_argument"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[2][0],str,"""_simple_user_type"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[2][1],str,"""_expression"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[3][0],str,"""user_type"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[4][0],str,"""value_argument"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[5][0],str,"""_expression"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[5][1],str,"""lambda_parameter"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[6][0],str,"""_primary_expression"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[6][1],str,"""lambda_parameter"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[7][0],str,"""_tuple_type_item_identifier"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[7][1],str,"""tuple_expression"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[8][0],str,"""modifiers"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[9][0],str,"""_additive_operator"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[9][1],str,"""_prefix_unary_operator"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[10][0],str,"""_referenceable_operator"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[10][1],str,"""_prefix_unary_operator"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[11][0],str,"""capture_list_item"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[11][1],str,"""_expression"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[12][0],str,"""capture_list_item"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[12][1],str,"""_expression"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[12][2],str,"""_simple_user_type"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[13][0],str,"""_primary_expression"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[13][1],str,"""capture_list_item"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[14][0],str,"""call_suffix"""
