language,repository,rule,path,value_kind,value_json
swift,alex-pinkus/tree-sitter-swift,additive_expression,rules.additive_expression.content.members[0].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,additive_expression,rules.additive_expression.content.members[0].name,str,"""lhs"""
swift,alex-pinkus/tree-sitter-swift,additive_expression,rules.additive_expression.content.members[0].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,additive_expression,rules.additive_expression.content.members[0].content.name,str,"""_expression"""
swift,alex-pinkus/tree-sitter-swift,additive_expression,rules.additive_expression.content.members[1].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,additive_expression,rules.additive_expression.content.members[1].name,str,"""op"""
swift,alex-pinkus/tree-sitter-swift,additive_expression,rules.additive_expression.content.members[1].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,additive_expression,rules.additive_expression.content.members[1].content.name,str,"""_additive_operator"""
swift,alex-pinkus/tree-sitter-swift,additive_expression,rules.additive_expression.content.members[2].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,additive_expression,rules.additive_expression.content.members[2].name,str,"""rhs"""
swift,alex-pinkus/tree-sitter-swift,additive_expression,rules.additive_expression.content.members[2].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,additive_expression,rules.additive_expression.content.members[2].content.name,str,"""_expression"""
swift,alex-pinkus/tree-sitter-swift,range_expression,rules.range_expression.type,str,"""PREC_RIGHT"""
swift,alex-pinkus/tree-sitter-swift,range_expression,rules.range_expression.value,int,-1
swift,alex-pinkus/tree-sitter-swift,range_expression,rules.range_expression.content.type,str,"""SEQ"""
swift,alex-pinkus/tree-sitter-swift,range_expression,rules.range_expression.content.members[0].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,range_expression,rules.range_expression.content.members[0].name,str,"""start"""
swift,alex-pinkus/tree-sitter-swift,range_expression,rules.range_expression.content.members[0].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,range_expression,rules.range_expression.content.members[0].content.name,str,"""_expression"""
swift,alex-pinkus/tree-sitter-swift,range_expression,rules.range_expression.content.members[1].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,range_expression,rules.range_expression.content.members[1].name,str,"""op"""
swift,alex-pinkus/tree-sitter-swift,range_expression,rules.range_expression.content.members[1].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,range_expression,rules.range_expression.content.members[1].content.name,str,"""_range_operator"""
swift,alex-pinkus/tree-sitter-swift,range_expression,rules.range_expression.content.members[2].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,range_expression,rules.range_expression.content.members[2].name,str,"""end"""
swift,alex-pinkus/tree-sitter-swift,range_expression,rules.range_expression.content.members[2].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,range_expression,rules.range_expression.content.members[2].content.name,str,"""_expr_hack_at_ternary_binary_suffix"""
swift,alex-pinkus/tree-sitter-swift,infix_expression,rules.infix_expression.type,str,"""PREC_LEFT"""
swift,alex-pinkus/tree-sitter-swift,infix_expression,rules.infix_expression.value,int,9
swift,alex-pinkus/tree-sitter-swift,infix_expression,rules.infix_expression.content.type,str,"""SEQ"""
swift,alex-pinkus/tree-sitter-swift,infix_expression,rules.infix_expression.content.members[0].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,infix_expression,rules.infix_expression.content.members[0].name,str,"""lhs"""
swift,alex-pinkus/tree-sitter-swift,infix_expression,rules.infix_expression.content.members[0].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,infix_expression,rules.infix_expression.content.members[0].content.name,str,"""_expression"""
swift,alex-pinkus/tree-sitter-swift,infix_expression,rules.infix_expression.content.members[1].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,infix_expression,rules.infix_expression.content.members[1].name,str,"""op"""
swift,alex-pinkus/tree-sitter-swift,infix_expression,rules.infix_expression.content.members[1].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,infix_expression,rules.infix_expression.content.members[1].content.name,str,"""custom_operator"""
swift,alex-pinkus/tree-sitter-swift,infix_expression,rules.infix_expression.content.members[2].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,infix_expression,rules.infix_expression.content.members[2].name,str,"""rhs"""
swift,alex-pinkus/tree-sitter-swift,infix_expression,rules.infix_expression.content.members[2].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,infix_expression,rules.infix_expression.content.members[2].content.name,str,"""_expr_hack_at_ternary_binary_suffix"""
swift,alex-pinkus/tree-sitter-swift,nil_coalescing_expression,rules.nil_coalescing_expression.type,str,"""PREC_RIGHT"""
swift,alex-pinkus/tree-sitter-swift,nil_coalescing_expression,rules.nil_coalescing_expression.value,int,8
swift,alex-pinkus/tree-sitter-swift,nil_coalescing_expression,rules.nil_coalescing_expression.content.type,str,"""SEQ"""
swift,alex-pinkus/tree-sitter-swift,nil_coalescing_expression,rules.nil_coalescing_expression.content.members[0].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,nil_coalescing_expression,rules.nil_coalescing_expression.content.members[0].name,str,"""value"""
swift,alex-pinkus/tree-sitter-swift,nil_coalescing_expression,rules.nil_coalescing_expression.content.members[0].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,nil_coalescing_expression,rules.nil_coalescing_expression.content.members[0].content.name,str,"""_expression"""
swift,alex-pinkus/tree-sitter-swift,nil_coalescing_expression,rules.nil_coalescing_expression.content.members[1].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,nil_coalescing_expression,rules.nil_coalescing_expression.content.members[1].name,str,"""_nil_coalescing_operator"""
swift,alex-pinkus/tree-sitter-swift,nil_coalescing_expression,rules.nil_coalescing_expression.content.members[2].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,nil_coalescing_expression,rules.nil_coalescing_expression.content.members[2].name,str,"""if_nil"""
swift,alex-pinkus/tree-sitter-swift,nil_coalescing_expression,rules.nil_coalescing_expression.content.members[2].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,nil_coalescing_expression,rules.nil_coalescing_expression.content.members[2].content.name,str,"""_expr_hack_at_ternary_binary_suffix"""
swift,alex-pinkus/tree-sitter-swift,check_expression,rules.check_expression.type,str,"""PREC_LEFT"""
swift,alex-pinkus/tree-sitter-swift,check_expression,rules.check_expression.value,int,7
swift,alex-pinkus/tree-sitter-swift,check_expression,rules.check_expression.content.type,str,"""SEQ"""
swift,alex-pinkus/tree-sitter-swift,check_expression,rules.check_expression.content.members[0].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,check_expression,rules.check_expression.content.members[0].name,str,"""target"""
swift,alex-pinkus/tree-sitter-swift,check_expression,rules.check_expression.content.members[0].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,check_expression,rules.check_expression.content.members[0].content.name,str,"""_expression"""
swift,alex-pinkus/tree-sitter-swift,check_expression,rules.check_expression.content.members[1].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,check_expression,rules.check_expression.content.members[1].name,str,"""op"""
swift,alex-pinkus/tree-sitter-swift,check_expression,rules.check_expression.content.members[1].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,check_expression,rules.check_expression.content.members[1].content.name,str,"""_is_operator"""
swift,alex-pinkus/tree-sitter-swift,check_expression,rules.check_expression.content.members[2].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,check_expression,rules.check_expression.content.members[2].name,str,"""type"""
swift,alex-pinkus/tree-sitter-swift,check_expression,rules.check_expression.content.members[2].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,check_expression,rules.check_expression.content.members[2].content.name,str,"""_type"""
swift,alex-pinkus/tree-sitter-swift,comparison_expression,rules.comparison_expression.type,str,"""PREC_LEFT"""
swift,alex-pinkus/tree-sitter-swift,comparison_expression,rules.comparison_expression.value,int,0
swift,alex-pinkus/tree-sitter-swift,comparison_expression,rules.comparison_expression.content.type,str,"""SEQ"""
swift,alex-pinkus/tree-sitter-swift,comparison_expression,rules.comparison_expression.content.members[0].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,comparison_expression,rules.comparison_expression.content.members[0].name,str,"""lhs"""
swift,alex-pinkus/tree-sitter-swift,comparison_expression,rules.comparison_expression.content.members[0].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,comparison_expression,rules.comparison_expression.content.members[0].content.name,str,"""_expression"""
swift,alex-pinkus/tree-sitter-swift,comparison_expression,rules.comparison_expression.content.members[1].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,comparison_expression,rules.comparison_expression.content.members[1].name,str,"""op"""
swift,alex-pinkus/tree-sitter-swift,comparison_expression,rules.comparison_expression.content.members[1].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,comparison_expression,rules.comparison_expression.content.members[1].content.name,str,"""_comparison_operator"""
swift,alex-pinkus/tree-sitter-swift,comparison_expression,rules.comparison_expression.content.members[2].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,comparison_expression,rules.comparison_expression.content.members[2].name,str,"""rhs"""
swift,alex-pinkus/tree-sitter-swift,comparison_expression,rules.comparison_expression.content.members[2].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,comparison_expression,rules.comparison_expression.content.members[2].content.name,str,"""_expr_hack_at_ternary_binary_suffix"""
swift,alex-pinkus/tree-sitter-swift,equality_expression,rules.equality_expression.type,str,"""PREC_LEFT"""
swift,alex-pinkus/tree-sitter-swift,equality_expression,rules.equality_expression.value,int,5
swift,alex-pinkus/tree-sitter-swift,equality_expression,rules.equality_expression.content.type,str,"""SEQ"""
swift,alex-pinkus/tree-sitter-swift,equality_expression,rules.equality_expression.content.members[0].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,equality_expression,rules.equality_expression.content.members[0].name,str,"""lhs"""
swift,alex-pinkus/tree-sitter-swift,equality_expression,rules.equality_expression.content.members[0].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,equality_expression,rules.equality_expression.content.members[0].content.name,str,"""_expression"""
swift,alex-pinkus/tree-sitter-swift,equality_expression,rules.equality_expression.content.members[1].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,equality_expression,rules.equality_expression.content.members[1].name,str,"""op"""
swift,alex-pinkus/tree-sitter-swift,equality_expression,rules.equality_expression.content.members[1].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,equality_expression,rules.equality_expression.content.members[1].content.name,str,"""_equality_operator"""
swift,alex-pinkus/tree-sitter-swift,equality_expression,rules.equality_expression.content.members[2].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,equality_expression,rules.equality_expression.content.members[2].name,str,"""rhs"""
swift,alex-pinkus/tree-sitter-swift,equality_expression,rules.equality_expression.content.members[2].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,equality_expression,rules.equality_expression.content.members[2].content.name,str,"""_expr_hack_at_ternary_binary_suffix"""
swift,alex-pinkus/tree-sitter-swift,conjunction_expression,rules.conjunction_expression.type,str,"""PREC_LEFT"""
swift,alex-pinkus/tree-sitter-swift,conjunction_expression,rules.conjunction_expression.value,int,4
swift,alex-pinkus/tree-sitter-swift,conjunction_expression,rules.conjunction_expression.content.type,str,"""SEQ"""
swift,alex-pinkus/tree-sitter-swift,conjunction_expression,rules.conjunction_expression.content.members[0].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,conjunction_expression,rules.conjunction_expression.content.members[0].name,str,"""lhs"""
swift,alex-pinkus/tree-sitter-swift,conjunction_expression,rules.conjunction_expression.content.members[0].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,conjunction_expression,rules.conjunction_expression.content.members[0].content.name,str,"""_expression"""
swift,alex-pinkus/tree-sitter-swift,conjunction_expression,rules.conjunction_expression.content.members[1].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,conjunction_expression,rules.conjunction_expression.content.members[1].name,str,"""op"""
swift,alex-pinkus/tree-sitter-swift,conjunction_expression,rules.conjunction_expression.content.members[1].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,conjunction_expression,rules.conjunction_expression.content.members[1].content.name,str,"""_conjunction_operator"""
swift,alex-pinkus/tree-sitter-swift,conjunction_expression,rules.conjunction_expression.content.members[2].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,conjunction_expression,rules.conjunction_expression.content.members[2].name,str,"""rhs"""
swift,alex-pinkus/tree-sitter-swift,conjunction_expression,rules.conjunction_expression.content.members[2].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,conjunction_expression,rules.conjunction_expression.content.members[2].content.name,str,"""_expr_hack_at_ternary_binary_suffix"""
swift,alex-pinkus/tree-sitter-swift,disjunction_expression,rules.disjunction_expression.type,str,"""PREC_LEFT"""
swift,alex-pinkus/tree-sitter-swift,disjunction_expression,rules.disjunction_expression.value,int,3
swift,alex-pinkus/tree-sitter-swift,disjunction_expression,rules.disjunction_expression.content.type,str,"""SEQ"""
swift,alex-pinkus/tree-sitter-swift,disjunction_expression,rules.disjunction_expression.content.members[0].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,disjunction_expression,rules.disjunction_expression.content.members[0].name,str,"""lhs"""
swift,alex-pinkus/tree-sitter-swift,disjunction_expression,rules.disjunction_expression.content.members[0].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,disjunction_expression,rules.disjunction_expression.content.members[0].content.name,str,"""_expression"""
swift,alex-pinkus/tree-sitter-swift,disjunction_expression,rules.disjunction_expression.content.members[1].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,disjunction_expression,rules.disjunction_expression.content.members[1].name,str,"""op"""
swift,alex-pinkus/tree-sitter-swift,disjunction_expression,rules.disjunction_expression.content.members[1].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,disjunction_expression,rules.disjunction_expression.content.members[1].content.name,str,"""_disjunction_operator"""
swift,alex-pinkus/tree-sitter-swift,disjunction_expression,rules.disjunction_expression.content.members[2].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,disjunction_expression,rules.disjunction_expression.content.members[2].name,str,"""rhs"""
swift,alex-pinkus/tree-sitter-swift,disjunction_expression,rules.disjunction_expression.content.members[2].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,disjunction_expression,rules.disjunction_expression.content.members[2].content.name,str,"""_expr_hack_at_ternary_binary_suffix"""
swift,alex-pinkus/tree-sitter-swift,bitwise_operation,rules.bitwise_operation.type,str,"""PREC_LEFT"""
swift,alex-pinkus/tree-sitter-swift,bitwise_operation,rules.bitwise_operation.value,int,0
swift,alex-pinkus/tree-sitter-swift,bitwise_operation,rules.bitwise_operation.content.type,str,"""SEQ"""
swift,alex-pinkus/tree-sitter-swift,bitwise_operation,rules.bitwise_operation.content.members[0].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,bitwise_operation,rules.bitwise_operation.content.members[0].name,str,"""lhs"""
swift,alex-pinkus/tree-sitter-swift,bitwise_operation,rules.bitwise_operation.content.members[0].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,bitwise_operation,rules.bitwise_operation.content.members[0].content.name,str,"""_expression"""
swift,alex-pinkus/tree-sitter-swift,bitwise_operation,rules.bitwise_operation.content.members[1].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,bitwise_operation,rules.bitwise_operation.content.members[1].name,str,"""op"""
swift,alex-pinkus/tree-sitter-swift,bitwise_operation,rules.bitwise_operation.content.members[1].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,bitwise_operation,rules.bitwise_operation.content.members[1].content.name,str,"""_bitwise_binary_operator"""
swift,alex-pinkus/tree-sitter-swift,bitwise_operation,rules.bitwise_operation.content.members[2].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,bitwise_operation,rules.bitwise_operation.content.members[2].name,str,"""rhs"""
swift,alex-pinkus/tree-sitter-swift,bitwise_operation,rules.bitwise_operation.content.members[2].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,bitwise_operation,rules.bitwise_operation.content.members[2].content.name,str,"""_expr_hack_at_ternary_binary_suffix"""
swift,alex-pinkus/tree-sitter-swift,custom_operator,rules.custom_operator.type,str,"""CHOICE"""
swift,alex-pinkus/tree-sitter-swift,custom_operator,rules.custom_operator.members[0].type,str,"""TOKEN"""
swift,alex-pinkus/tree-sitter-swift,custom_operator,rules.custom_operator.members[0].content.type,str,"""PATTERN"""
swift,alex-pinkus/tree-sitter-swift,custom_operator,rules.custom_operator.members[0].content.value,str,"""[\\/]+[*]+"""
swift,alex-pinkus/tree-sitter-swift,custom_operator,rules.custom_operator.members[1].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,custom_operator,rules.custom_operator.members[1].name,str,"""_custom_operator"""
swift,alex-pinkus/tree-sitter-swift,navigation_suffix,rules.navigation_suffix.type,str,"""SEQ"""
swift,alex-pinkus/tree-sitter-swift,navigation_suffix,rules.navigation_suffix.members[0].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,navigation_suffix,rules.navigation_suffix.members[0].name,str,"""_dot"""
swift,alex-pinkus/tree-sitter-swift,navigation_suffix,rules.navigation_suffix.members[1].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,navigation_suffix,rules.navigation_suffix.members[1].name,str,"""suffix"""
swift,alex-pinkus/tree-sitter-swift,navigation_suffix,rules.navigation_suffix.members[1].content.type,str,"""CHOICE"""
swift,alex-pinkus/tree-sitter-swift,navigation_suffix,rules.navigation_suffix.members[1].content.members[0].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,navigation_suffix,rules.navigation_suffix.members[1].content.members[0].name,str,"""simple_identifier"""
swift,alex-pinkus/tree-sitter-swift,navigation_suffix,rules.navigation_suffix.members[1].content.members[1].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,navigation_suffix,rules.navigation_suffix.members[1].content.members[1].name,str,"""integer_literal"""
swift,alex-pinkus/tree-sitter-swift,call_suffix,rules.call_suffix.type,str,"""PREC"""
swift,alex-pinkus/tree-sitter-swift,call_suffix,rules.call_suffix.value,int,-2
swift,alex-pinkus/tree-sitter-swift,call_suffix,rules.call_suffix.content.type,str,"""CHOICE"""
swift,alex-pinkus/tree-sitter-swift,call_suffix,rules.call_suffix.content.members[0].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,call_suffix,rules.call_suffix.content.members[0].name,str,"""value_arguments"""
swift,alex-pinkus/tree-sitter-swift,call_suffix,rules.call_suffix.content.members[1].type,str,"""PREC_DYNAMIC"""
swift,alex-pinkus/tree-sitter-swift,call_suffix,rules.call_suffix.content.members[1].value,int,-1
swift,alex-pinkus/tree-sitter-swift,call_suffix,rules.call_suffix.content.members[1].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,call_suffix,rules.call_suffix.content.members[1].content.name,str,"""_fn_call_lambda_arguments"""
swift,alex-pinkus/tree-sitter-swift,call_suffix,rules.call_suffix.content.members[2].type,str,"""SEQ"""
swift,alex-pinkus/tree-sitter-swift,call_suffix,rules.call_suffix.content.members[2].members[0].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,call_suffix,rules.call_suffix.content.members[2].members[0].name,str,"""value_arguments"""
swift,alex-pinkus/tree-sitter-swift,call_suffix,rules.call_suffix.content.members[2].members[1].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,call_suffix,rules.call_suffix.content.members[2].members[1].name,str,"""_fn_call_lambda_arguments"""
swift,alex-pinkus/tree-sitter-swift,constructor_suffix,rules.constructor_suffix.type,str,"""PREC"""
swift,alex-pinkus/tree-sitter-swift,constructor_suffix,rules.constructor_suffix.value,int,-2
swift,alex-pinkus/tree-sitter-swift,constructor_suffix,rules.constructor_suffix.content.type,str,"""CHOICE"""
swift,alex-pinkus/tree-sitter-swift,constructor_suffix,rules.constructor_suffix.content.members[0].type,str,"""ALIAS"""
swift,alex-pinkus/tree-sitter-swift,constructor_suffix,rules.constructor_suffix.content.members[0].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,constructor_suffix,rules.constructor_suffix.content.members[0].content.name,str,"""_constructor_value_arguments"""
swift,alex-pinkus/tree-sitter-swift,constructor_suffix,rules.constructor_suffix.content.members[0].named,bool,true
swift,alex-pinkus/tree-sitter-swift,constructor_suffix,rules.constructor_suffix.content.members[0].value,str,"""value_arguments"""
swift,alex-pinkus/tree-sitter-swift,constructor_suffix,rules.constructor_suffix.content.members[1].type,str,"""PREC_DYNAMIC"""
swift,alex-pinkus/tree-sitter-swift,constructor_suffix,rules.constructor_suffix.content.members[1].value,int,-1
swift,alex-pinkus/tree-sitter-swift,constructor_suffix,rules.constructor_suffix.content.members[1].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,constructor_suffix,rules.constructor_suffix.content.members[1].content.name,str,"""_fn_call_lambda_arguments"""
swift,alex-pinkus/tree-sitter-swift,constructor_suffix,rules.constructor_suffix.content.members[2].type,str,"""SEQ"""
swift,alex-pinkus/tree-sitter-swift,constructor_suffix,rules.constructor_suffix.content.members[2].members[0].type,str,"""ALIAS"""
swift,alex-pinkus/tree-sitter-swift,constructor_suffix,rules.constructor_suffix.content.members[2].members[0].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,constructor_suffix,rules.constructor_suffix.content.members[2].members[0].content.name,str,"""_constructor_value_arguments"""
swift,alex-pinkus/tree-sitter-swift,constructor_suffix,rules.constructor_suffix.content.members[2].members[0].named,bool,true
swift,alex-pinkus/tree-sitter-swift,constructor_suffix,rules.constructor_suffix.content.members[2].members[0].value,str,"""value_arguments"""
swift,alex-pinkus/tree-sitter-swift,constructor_suffix,rules.constructor_suffix.content.members[2].members[1].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,constructor_suffix,rules.constructor_suffix.content.members[2].members[1].name,str,"""_fn_call_lambda_arguments"""
swift,alex-pinkus/tree-sitter-swift,_constructor_value_arguments,rules._constructor_value_arguments.type,str,"""SEQ"""
swift,alex-pinkus/tree-sitter-swift,_constructor_value_arguments,rules._constructor_value_arguments.members[0].type,str,"""STRING"""
swift,alex-pinkus/tree-sitter-swift,_constructor_value_arguments,rules._constructor_value_arguments.members[0].value,str,"""("""
swift,alex-pinkus/tree-sitter-swift,_constructor_value_arguments,rules._constructor_value_arguments.members[1].type,str,"""CHOICE"""
swift,alex-pinkus/tree-sitter-swift,_constructor_value_arguments,rules._constructor_value_arguments.members[1].members[0].type,str,"""SEQ"""
swift,alex-pinkus/tree-sitter-swift,_constructor_value_arguments,rules._constructor_value_arguments.members[1].members[0].members[0].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,_constructor_value_arguments,rules._constructor_value_arguments.members[1].members[0].members[0].name,str,"""value_argument"""
swift,alex-pinkus/tree-sitter-swift,_constructor_value_arguments,rules._constructor_value_arguments.members[1].members[0].members[1].type,str,"""REPEAT"""
swift,alex-pinkus/tree-sitter-swift,_constructor_value_arguments,rules._constructor_value_arguments.members[1].members[0].members[1].content.type,str,"""SEQ"""
swift,alex-pinkus/tree-sitter-swift,_constructor_value_arguments,rules._constructor_value_arguments.members[1].members[0].members[1].content.members[0].type,str,"""STRING"""
swift,alex-pinkus/tree-sitter-swift,_constructor_value_arguments,rules._constructor_value_arguments.members[1].members[0].members[1].content.members[0].value,str,""","""
swift,alex-pinkus/tree-sitter-swift,_constructor_value_arguments,rules._constructor_value_arguments.members[1].members[0].members[1].content.members[1].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,_constructor_value_arguments,rules._constructor_value_arguments.members[1].members[0].members[1].content.members[1].name,str,"""value_argument"""
swift,alex-pinkus/tree-sitter-swift,_constructor_value_arguments,rules._constructor_value_arguments.members[1].members[0].members[2].type,str,"""CHOICE"""
swift,alex-pinkus/tree-sitter-swift,_constructor_value_arguments,rules._constructor_value_arguments.members[1].members[0].members[2].members[0].type,str,"""STRING"""
swift,alex-pinkus/tree-sitter-swift,_constructor_value_arguments,rules._constructor_value_arguments.members[1].members[0].members[2].members[0].value,str,""","""
swift,alex-pinkus/tree-sitter-swift,_constructor_value_arguments,rules._constructor_value_arguments.members[1].members[0].members[2].members[1].type,str,"""BLANK"""
swift,alex-pinkus/tree-sitter-swift,_constructor_value_arguments,rules._constructor_value_arguments.members[1].members[1].type,str,"""BLANK"""
swift,alex-pinkus/tree-sitter-swift,_constructor_value_arguments,rules._constructor_value_arguments.members[2].type,str,"""STRING"""
swift,alex-pinkus/tree-sitter-swift,_constructor_value_arguments,rules._constructor_value_arguments.members[2].value,str,""")"""
swift,alex-pinkus/tree-sitter-swift,_fn_call_lambda_arguments,rules._fn_call_lambda_arguments.type,str,"""SEQ"""
swift,alex-pinkus/tree-sitter-swift,_fn_call_lambda_arguments,rules._fn_call_lambda_arguments.members[0].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,_fn_call_lambda_arguments,rules._fn_call_lambda_arguments.members[0].name,str,"""lambda_literal"""
swift,alex-pinkus/tree-sitter-swift,_fn_call_lambda_arguments,rules._fn_call_lambda_arguments.members[1].type,str,"""REPEAT"""
swift,alex-pinkus/tree-sitter-swift,_fn_call_lambda_arguments,rules._fn_call_lambda_arguments.members[1].content.type,str,"""SEQ"""
swift,alex-pinkus/tree-sitter-swift,_fn_call_lambda_arguments,rules._fn_call_lambda_arguments.members[1].content.members[0].type,str,"""SEQ"""
swift,alex-pinkus/tree-sitter-swift,_fn_call_lambda_arguments,rules._fn_call_lambda_arguments.members[1].content.members[0].members[0].type,str,"""FIELD"""
swift,alex-pinkus/tree-sitter-swift,_fn_call_lambda_arguments,rules._fn_call_lambda_arguments.members[1].content.members[0].members[0].name,str,"""name"""
swift,alex-pinkus/tree-sitter-swift,_fn_call_lambda_arguments,rules._fn_call_lambda_arguments.members[1].content.members[0].members[0].content.type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,_fn_call_lambda_arguments,rules._fn_call_lambda_arguments.members[1].content.members[0].members[0].content.name,str,"""simple_identifier"""
swift,alex-pinkus/tree-sitter-swift,_fn_call_lambda_arguments,rules._fn_call_lambda_arguments.members[1].content.members[0].members[1].type,str,"""STRING"""
swift,alex-pinkus/tree-sitter-swift,_fn_call_lambda_arguments,rules._fn_call_lambda_arguments.members[1].content.members[0].members[1].value,str,""":"""
swift,alex-pinkus/tree-sitter-swift,_fn_call_lambda_arguments,rules._fn_call_lambda_arguments.members[1].content.members[1].type,str,"""SYMBOL"""
swift,alex-pinkus/tree-sitter-swift,_fn_call_lambda_arguments,rules._fn_call_lambda_arguments.members[1].content.members[1].name,str,"""lambda_literal"""
swift,alex-pinkus/tree-sitter-swift,type_arguments,rules.type_arguments.type,str,"""PREC_LEFT"""
swift,alex-pinkus/tree-sitter-swift,type_arguments,rules.type_arguments.value,int,0
swift,alex-pinkus/tree-sitter-swift,type_arguments,rules.type_arguments.content.type,str,"""SEQ"""
swift,alex-pinkus/tree-sitter-swift,type_arguments,rules.type_arguments.content.members[0].type,str,"""STRING"""
swift,alex-pinkus/tree-sitter-swift,type_arguments,rules.type_arguments.content.members[0].value,str,"""<"""
