language,repository,rule,field,path,payload_json
nim,alaviss/tree-sitter-nim,_prefix_expression_command_start,operator,$.members[0].content.members[0],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_prefix_operator""},""named"":true,""value"":""operator""}}"
nim,alaviss/tree-sitter-nim,_prefix_expression_command_start,operator,$.members[1].content.members[0],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""ALIAS"",""content"":{""type"":""TOKEN"",""content"":{""type"":""PREC"",""value"":1,""content"":{""type"":""PATTERN"",""value"":""n_?[oO]_?[tT]""}}},""named"":false,""value"":""not""}}"
nim,alaviss/tree-sitter-nim,_prefix_expression_command_start,operator,$.members[2].content.members[0],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_sigil_operator""},""named"":true,""value"":""operator""}}"
nim,alaviss/tree-sitter-nim,_sigil_expression,operator,$.content.members[0],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_sigil_operator""},""named"":true,""value"":""operator""}}"
nim,alaviss/tree-sitter-nim,cast,type,$.members[1].members[0].members[1],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type_expression""}}"
nim,alaviss/tree-sitter-nim,cast,value,$.members[2].members[1],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_expression""},{""type"":""SYMBOL"",""name"":""colon_expression""}]}}"
nim,alaviss/tree-sitter-nim,dot_expression,left,$.content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_basic_expression""}}"
nim,alaviss/tree-sitter-nim,dot_expression,right,$.content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_symbol""}}"
nim,alaviss/tree-sitter-nim,bracket_expression,left,$.content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_basic_expression""}}"
nim,alaviss/tree-sitter-nim,bracket_expression,right,$.content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_colon_equal_expression_list""},""named"":true,""value"":""argument_list""},{""type"":""BLANK""}]}}"
nim,alaviss/tree-sitter-nim,curly_expression,left,$.content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_basic_expression""}}"
nim,alaviss/tree-sitter-nim,curly_expression,right,$.content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_colon_equal_expression_list""},""named"":true,""value"":""argument_list""},{""type"":""BLANK""}]}}"
nim,alaviss/tree-sitter-nim,pragma_expression,left,$.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_basic_expression""}}"
nim,alaviss/tree-sitter-nim,pragma_expression,right,$.members[1],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""pragma_list""}}"
nim,alaviss/tree-sitter-nim,generalized_string,function,$.members[0],"{""type"":""FIELD"",""name"":""function"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""SYMBOL"",""name"":""dot_expression""}]}}"
nim,alaviss/tree-sitter-nim,colon_expression,left,$.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_left_hand_side""}}"
nim,alaviss/tree-sitter-nim,colon_expression,right,$.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}"
nim,alaviss/tree-sitter-nim,equal_expression,left,$.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_left_hand_side""}}"
nim,alaviss/tree-sitter-nim,equal_expression,right,$.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}"
nim,alaviss/tree-sitter-nim,assignment,left,$.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_left_hand_side""}}"
nim,alaviss/tree-sitter-nim,assignment,right,$.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_expression_with_post_block""}}"
nim,alaviss/tree-sitter-nim,_identifier_declaration,type,$.content.members[1].members[0].members[1],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type_expression""}}"
nim,alaviss/tree-sitter-nim,_identifier_declaration,value,$.content.members[2].members[0].members[1],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""_expression_with_post_block""}}"
nim,alaviss/tree-sitter-nim,symbol_declaration,name,$.members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_symbol""},{""type"":""SYMBOL"",""name"":""exported_symbol""}]}}"
csharp,tree-sitter/tree-sitter-c-sharp,extern_alias_directive,name,$.members[2],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,using_directive,name,$.members[2].members[0].members[1],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,attribute,name,$.members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""_name""}}"
csharp,tree-sitter/tree-sitter-c-sharp,attribute_argument,name,$.content.members[0].members[0].content.members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,namespace_declaration,name,$.members[1],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""_name""}}"
csharp,tree-sitter/tree-sitter-c-sharp,namespace_declaration,body,$.members[2],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""declaration_list""}}"
csharp,tree-sitter/tree-sitter-c-sharp,file_scoped_namespace_declaration,name,$.members[1],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""_name""}}"
csharp,tree-sitter/tree-sitter-c-sharp,_class_declaration_initializer,name,$.members[3],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,_struct_declaration_initializer,name,$.members[4],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,enum_declaration,body,$.members[1].members[0].members[0],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""enum_member_declaration_list""}}"
csharp,tree-sitter/tree-sitter-c-sharp,_enum_declaration_initializer,name,$.members[3],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,enum_member_declaration,name,$.members[1],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,enum_member_declaration,value,$.members[2].members[0].members[1],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
csharp,tree-sitter/tree-sitter-c-sharp,_interface_declaration_initializer,name,$.members[3],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,_interface_declaration_initializer,type_parameters,$.members[4],"{""type"":""FIELD"",""name"":""type_parameters"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""type_parameter_list""},{""type"":""BLANK""}]}}"
csharp,tree-sitter/tree-sitter-c-sharp,_delegate_declaration_initializer,type,$.members[3],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type""}}"
csharp,tree-sitter/tree-sitter-c-sharp,_delegate_declaration_initializer,name,$.members[4],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,_delegate_declaration_initializer,type_parameters,$.members[5],"{""type"":""FIELD"",""name"":""type_parameters"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""type_parameter_list""},{""type"":""BLANK""}]}}"
csharp,tree-sitter/tree-sitter-c-sharp,_delegate_declaration_initializer,parameters,$.members[6],"{""type"":""FIELD"",""name"":""parameters"",""content"":{""type"":""SYMBOL"",""name"":""parameter_list""}}"
csharp,tree-sitter/tree-sitter-c-sharp,_record_declaration_initializer,name,$.members[4],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,_declaration_list_body,body,$.members[0].members[0],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""declaration_list""}}"
csharp,tree-sitter/tree-sitter-c-sharp,primary_constructor_base_type,type,$.members[0],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""_name""}}"
csharp,tree-sitter/tree-sitter-c-sharp,type_parameter,name,$.members[2],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,type_parameter_constraint,type,$.members[5],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type""}}"
csharp,tree-sitter/tree-sitter-c-sharp,operator_declaration,type,$.members[2],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type""}}"
csharp,tree-sitter/tree-sitter-c-sharp,operator_declaration,operator,$.members[6],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""!""},{""type"":""STRING"",""value"":""~""},{""type"":""STRING"",""value"":""++""},{""type"":""STRING"",""value"":""--""},{""type"":""STRING"",""value"":""true""},{""type"":""STRING"",""value"":""false""},{""type"":""STRING"",""value"":""+""},{""type"":""STRING"",""value"":""-""},{""type"":""STRING"",""value"":""*""},{""type"":""STRING"",""value"":""/""},{""type"":""STRING"",""value"":""%""},{""type"":""STRING"",""value"":""^""},{""type"":""STRING"",""value"":""|""},{""type"":""STRING"",""value"":""&""},{""type"":""STRING"",""value"":""<<""},{""type"":""STRING"",""value"":"">>""},{""type"":""STRING"",""value"":"">>>""},{""type"":""STRING"",""value"":""==""},{""type"":""STRING"",""value"":""!=""},{""type"":""STRING"",""value"":"">""},{""type"":""STRING"",""value"":""<""},{""type"":""STRING"",""value"":"">=""},{""type"":""STRING"",""value"":""<=""},{""type"":""STRING"",""value"":""+=""},{""type"":""STRING"",""value"":""-=""},{""type"":""STRING"",""value"":""*=""},{""type"":""STRING"",""value"":""/=""},{""type"":""STRING"",""value"":""%=""},{""type"":""STRING"",""value"":""^=""},{""type"":""STRING"",""value"":""|=""},{""type"":""STRING"",""value"":""&=""},{""type"":""STRING"",""value"":""<<=""},{""type"":""STRING"",""value"":"">>=""},{""type"":""STRING"",""value"":"">>>=""}]}}"
csharp,tree-sitter/tree-sitter-c-sharp,operator_declaration,parameters,$.members[7],"{""type"":""FIELD"",""name"":""parameters"",""content"":{""type"":""SYMBOL"",""name"":""parameter_list""}}"
csharp,tree-sitter/tree-sitter-c-sharp,conversion_operator_declaration,type,$.members[4],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type""}}"
csharp,tree-sitter/tree-sitter-c-sharp,conversion_operator_declaration,parameters,$.members[5],"{""type"":""FIELD"",""name"":""parameters"",""content"":{""type"":""SYMBOL"",""name"":""parameter_list""}}"
csharp,tree-sitter/tree-sitter-c-sharp,receiver_parameter,name,$.members[2].members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,_constructor_declaration_initializer,name,$.members[2],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,_constructor_declaration_initializer,parameters,$.members[3],"{""type"":""FIELD"",""name"":""parameters"",""content"":{""type"":""SYMBOL"",""name"":""parameter_list""}}"
csharp,tree-sitter/tree-sitter-c-sharp,destructor_declaration,name,$.members[3],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,destructor_declaration,parameters,$.members[4],"{""type"":""FIELD"",""name"":""parameters"",""content"":{""type"":""SYMBOL"",""name"":""parameter_list""}}"
csharp,tree-sitter/tree-sitter-c-sharp,method_declaration,returns,$.members[2],"{""type"":""FIELD"",""name"":""returns"",""content"":{""type"":""SYMBOL"",""name"":""type""}}"
csharp,tree-sitter/tree-sitter-c-sharp,method_declaration,name,$.members[4],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,method_declaration,type_parameters,$.members[5],"{""type"":""FIELD"",""name"":""type_parameters"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""type_parameter_list""},{""type"":""BLANK""}]}}"
csharp,tree-sitter/tree-sitter-c-sharp,method_declaration,parameters,$.members[6],"{""type"":""FIELD"",""name"":""parameters"",""content"":{""type"":""SYMBOL"",""name"":""parameter_list""}}"
csharp,tree-sitter/tree-sitter-c-sharp,event_declaration,type,$.members[3],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type""}}"
csharp,tree-sitter/tree-sitter-c-sharp,event_declaration,name,$.members[5],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,event_declaration,accessors,$.members[6].members[0],"{""type"":""FIELD"",""name"":""accessors"",""content"":{""type"":""SYMBOL"",""name"":""accessor_list""}}"
csharp,tree-sitter/tree-sitter-c-sharp,accessor_declaration,name,$.members[2],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""get""},{""type"":""STRING"",""value"":""set""},{""type"":""STRING"",""value"":""add""},{""type"":""STRING"",""value"":""remove""},{""type"":""STRING"",""value"":""init""},{""type"":""SYMBOL"",""name"":""identifier""}]}}"
csharp,tree-sitter/tree-sitter-c-sharp,indexer_declaration,type,$.members[2],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type""}}"
csharp,tree-sitter/tree-sitter-c-sharp,indexer_declaration,parameters,$.members[5],"{""type"":""FIELD"",""name"":""parameters"",""content"":{""type"":""SYMBOL"",""name"":""bracketed_parameter_list""}}"
csharp,tree-sitter/tree-sitter-c-sharp,indexer_declaration,accessors,$.members[6].members[0],"{""type"":""FIELD"",""name"":""accessors"",""content"":{""type"":""SYMBOL"",""name"":""accessor_list""}}"
csharp,tree-sitter/tree-sitter-c-sharp,indexer_declaration,value,$.members[6].members[1].members[0],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""arrow_expression_clause""}}"
csharp,tree-sitter/tree-sitter-c-sharp,property_declaration,type,$.members[2],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type""}}"
csharp,tree-sitter/tree-sitter-c-sharp,property_declaration,name,$.members[4],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,property_declaration,accessors,$.members[5].members[0].members[0],"{""type"":""FIELD"",""name"":""accessors"",""content"":{""type"":""SYMBOL"",""name"":""accessor_list""}}"
csharp,tree-sitter/tree-sitter-c-sharp,property_declaration,value,$.members[5].members[0].members[1].members[0].members[1],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
csharp,tree-sitter/tree-sitter-c-sharp,property_declaration,value,$.members[5].members[1].members[0],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""arrow_expression_clause""}}"
csharp,tree-sitter/tree-sitter-c-sharp,_parameter_type_with_modifiers,type,$.members[1],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type""}}"
csharp,tree-sitter/tree-sitter-c-sharp,parameter,name,$.members[2],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,_parameter_array,type,$.members[2],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type""}}"
csharp,tree-sitter/tree-sitter-c-sharp,_parameter_array,name,$.members[3],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,tuple_pattern,name,$.members[1].members[0].members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,tuple_pattern,name,$.members[1].members[1].content.members[1].members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,argument,name,$.content.members[0].members[0].members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,_function_body,body,$.members[0],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""block""}}"
csharp,tree-sitter/tree-sitter-c-sharp,_function_body,body,$.members[1].members[0],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""arrow_expression_clause""}}"
csharp,tree-sitter/tree-sitter-c-sharp,variable_declaration,type,$.members[0],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type""}}"
csharp,tree-sitter/tree-sitter-c-sharp,using_variable_declaration,type,$.members[0],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type""}}"
csharp,tree-sitter/tree-sitter-c-sharp,variable_declarator,name,$.members[0].members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,using_variable_declarator,name,$.members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,alias_qualified_name,alias,$.members[0],"{""type"":""FIELD"",""name"":""alias"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,alias_qualified_name,name,$.members[2],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""_simple_name""}}"
csharp,tree-sitter/tree-sitter-c-sharp,qualified_name,qualifier,$.content.members[0],"{""type"":""FIELD"",""name"":""qualifier"",""content"":{""type"":""SYMBOL"",""name"":""_name""}}"
csharp,tree-sitter/tree-sitter-c-sharp,qualified_name,name,$.content.members[2],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""_simple_name""}}"
csharp,tree-sitter/tree-sitter-c-sharp,array_type,type,$.members[0],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""_array_base_type""}}"
csharp,tree-sitter/tree-sitter-c-sharp,array_type,rank,$.members[1],"{""type"":""FIELD"",""name"":""rank"",""content"":{""type"":""SYMBOL"",""name"":""array_rank_specifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,nullable_type,type,$.members[0],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""_nullable_base_type""}}"
csharp,tree-sitter/tree-sitter-c-sharp,pointer_type,type,$.members[0],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""_pointer_base_type""}}"
csharp,tree-sitter/tree-sitter-c-sharp,function_pointer_type,returns,$.members[5],"{""type"":""FIELD"",""name"":""returns"",""content"":{""type"":""SYMBOL"",""name"":""type""}}"
csharp,tree-sitter/tree-sitter-c-sharp,function_pointer_parameter,type,$.members[1],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""_ref_base_type""}}"
csharp,tree-sitter/tree-sitter-c-sharp,ref_type,type,$.members[2],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type""}}"
csharp,tree-sitter/tree-sitter-c-sharp,scoped_type,type,$.members[1],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""_scoped_base_type""}}"
csharp,tree-sitter/tree-sitter-c-sharp,tuple_element,type,$.members[0],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type""}}"
csharp,tree-sitter/tree-sitter-c-sharp,tuple_element,name,$.members[1],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""BLANK""}]}}"
csharp,tree-sitter/tree-sitter-c-sharp,do_statement,body,$.members[1],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""statement""}}"
csharp,tree-sitter/tree-sitter-c-sharp,do_statement,condition,$.members[4],"{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
csharp,tree-sitter/tree-sitter-c-sharp,for_statement,body,$.members[2],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""statement""}}"
csharp,tree-sitter/tree-sitter-c-sharp,_for_statement_conditions,initializer,$.members[1],"{""type"":""FIELD"",""name"":""initializer"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""variable_declaration""},{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""expression""},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""SYMBOL"",""name"":""expression""}]}}]}]},{""type"":""BLANK""}]}}"
csharp,tree-sitter/tree-sitter-c-sharp,_for_statement_conditions,condition,$.members[3],"{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""expression""},{""type"":""BLANK""}]}}"
csharp,tree-sitter/tree-sitter-c-sharp,_for_statement_conditions,update,$.members[5],"{""type"":""FIELD"",""name"":""update"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""expression""},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""SYMBOL"",""name"":""expression""}]}}]},{""type"":""BLANK""}]}}"
csharp,tree-sitter/tree-sitter-c-sharp,switch_statement,value,$.members[1].members[0].members[1],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
csharp,tree-sitter/tree-sitter-c-sharp,switch_statement,value,$.members[1].members[1],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""tuple_expression""}}"
csharp,tree-sitter/tree-sitter-c-sharp,switch_statement,body,$.members[2],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""switch_body""}}"
csharp,tree-sitter/tree-sitter-c-sharp,try_statement,body,$.members[1],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""block""}}"
csharp,tree-sitter/tree-sitter-c-sharp,catch_clause,body,$.members[2],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""block""}}"
csharp,tree-sitter/tree-sitter-c-sharp,catch_declaration,type,$.members[1],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type""}}"
csharp,tree-sitter/tree-sitter-c-sharp,catch_declaration,name,$.members[2].members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,using_statement,body,$.members[5],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""statement""}}"
csharp,tree-sitter/tree-sitter-c-sharp,foreach_statement,body,$.members[1],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""statement""}}"
csharp,tree-sitter/tree-sitter-c-sharp,_foreach_statement_initializer,type,$.members[3].members[0].members[0],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type""}}"
csharp,tree-sitter/tree-sitter-c-sharp,_foreach_statement_initializer,left,$.members[3].members[0].members[1],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""SYMBOL"",""name"":""tuple_pattern""}]}}"
csharp,tree-sitter/tree-sitter-c-sharp,_foreach_statement_initializer,left,$.members[3].members[1],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
csharp,tree-sitter/tree-sitter-c-sharp,_foreach_statement_initializer,right,$.members[5],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
csharp,tree-sitter/tree-sitter-c-sharp,if_statement,condition,$.content.members[2],"{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
csharp,tree-sitter/tree-sitter-c-sharp,if_statement,consequence,$.content.members[4],"{""type"":""FIELD"",""name"":""consequence"",""content"":{""type"":""SYMBOL"",""name"":""statement""}}"
csharp,tree-sitter/tree-sitter-c-sharp,if_statement,alternative,$.content.members[5].members[0].members[1],"{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""SYMBOL"",""name"":""statement""}}"
csharp,tree-sitter/tree-sitter-c-sharp,while_statement,condition,$.members[2],"{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
csharp,tree-sitter/tree-sitter-c-sharp,while_statement,body,$.members[4],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""statement""}}"
csharp,tree-sitter/tree-sitter-c-sharp,_local_function_declaration,type,$.members[2],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type""}}"
csharp,tree-sitter/tree-sitter-c-sharp,_local_function_declaration,name,$.members[3],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
csharp,tree-sitter/tree-sitter-c-sharp,_local_function_declaration,type_parameters,$.members[4],"{""type"":""FIELD"",""name"":""type_parameters"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""type_parameter_list""},{""type"":""BLANK""}]}}"
