ast_node,kind,file,line,mapped_gap_features,mapped_gap_score
QualType,declaration,include/clang/Sema/Sema.h,167,c_effective_type_aliasing,1.167444
TypeAliasDecl,declaration,include/clang/Sema/Sema.h,181,c_effective_type_aliasing,1.167444
TypedefDecl,declaration,include/clang/Sema/Sema.h,182,c_effective_type_aliasing,1.167444
TypeLoc,declaration,include/clang/Sema/Sema.h,184,c_effective_type_aliasing,1.167444
TypeDiagnoser,declaration,include/clang/Sema/Sema.h,1490,c_effective_type_aliasing,1.167444
NC_Type,enum_variant,include/clang/Sema/Sema.h,1722,c_effective_type_aliasing,1.167444
NTK_Typedef,enum_variant,include/clang/Sema/Sema.h,2178,c_effective_type_aliasing,1.167444
NTK_TypeAlias,enum_variant,include/clang/Sema/Sema.h,2179,c_effective_type_aliasing,1.167444
CES_AllowDifferentTypes,enum_variant,include/clang/Sema/Sema.h,3815,c_effective_type_aliasing,1.167444
AbstractReturnType,enum_variant,include/clang/Sema/Sema.h,6068,c_effective_type_aliasing,1.167444
AbstractParamType,enum_variant,include/clang/Sema/Sema.h,6069,c_effective_type_aliasing,1.167444
AbstractVariableType,enum_variant,include/clang/Sema/Sema.h,6070,c_effective_type_aliasing,1.167444
AbstractFieldType,enum_variant,include/clang/Sema/Sema.h,6071,c_effective_type_aliasing,1.167444
AbstractIvarType,enum_variant,include/clang/Sema/Sema.h,6072,c_effective_type_aliasing,1.167444
AbstractSynthesizedIvarType,enum_variant,include/clang/Sema/Sema.h,6073,c_effective_type_aliasing,1.167444
UPPC_BaseType,enum_variant,include/clang/Sema/Sema.h,6551,c_effective_type_aliasing,1.167444
UPPC_DeclarationType,enum_variant,include/clang/Sema/Sema.h,6554,c_effective_type_aliasing,1.167444
UPPC_FixedUnderlyingType,enum_variant,include/clang/Sema/Sema.h,6566,c_effective_type_aliasing,1.167444
UPPC_ExceptionType,enum_variant,include/clang/Sema/Sema.h,6590,c_effective_type_aliasing,1.167444
ResultTypeCompatibilityKind,declaration,include/clang/Sema/Sema.h,8293,c_effective_type_aliasing,1.167444
VariadicCallType,declaration,include/clang/Sema/Sema.h,9364,c_effective_type_aliasing,1.167444
AssignConvertType,declaration,include/clang/Sema/Sema.h,9424,c_effective_type_aliasing,1.167444
PCC_Type,enum_variant,include/clang/Sema/Sema.h,10225,c_effective_type_aliasing,1.167444
FormatStringType,declaration,include/clang/Sema/Sema.h,10454,c_effective_type_aliasing,1.167444
TypeTagData,declaration,include/clang/Sema/Sema.h,10546,c_effective_type_aliasing,1.167444
ExpandedTypes,enum_variant,lib/AST/ASTContext.cpp,684,c_effective_type_aliasing,1.167444
TypePackElementDecl,enum_variant,lib/AST/ASTContext.cpp,1040,c_effective_type_aliasing,1.167444
Type,enum_variant,lib/AST/ASTContext.cpp,9395,c_effective_type_aliasing,1.167444
Type,enum_variant,lib/AST/ASTDiagnostic.cpp,504,c_effective_type_aliasing,1.167444
ToUnderlyingType,enum_variant,lib/AST/ASTImporter.cpp,917,c_effective_type_aliasing,1.167444
TypeAlignmentInBits,enum_variant,lib/AST/ASTImporter.cpp,949,c_effective_type_aliasing,1.167444
FunctionTypeDepthState,declaration,lib/AST/ItaniumMangle.cpp,233,c_effective_type_aliasing,1.167444
ODRTypeVisitor,declaration,lib/AST/ODRHash.cpp,647,c_effective_type_aliasing,1.167444
SizeExtended,enum_variant,lib/AST/Type.cpp,137,c_effective_type_aliasing,1.167444
GetContainedDeducedTypeVisitor,declaration,lib/AST/Type.cpp,1634,c_effective_type_aliasing,1.167444
CachedProperties,declaration,lib/AST/Type.cpp,3383,c_effective_type_aliasing,1.167444
Private,declaration,lib/AST/Type.cpp,3451,c_effective_type_aliasing,1.167444
TypeLocRanger,declaration,lib/AST/TypeLoc.cpp,40,c_effective_type_aliasing,1.167444
TypeAligner,declaration,lib/AST/TypeLoc.cpp,59,c_effective_type_aliasing,1.167444
TypeSizer,declaration,lib/AST/TypeLoc.cpp,79,c_effective_type_aliasing,1.167444
NextLoc,declaration,lib/AST/TypeLoc.cpp,109,c_effective_type_aliasing,1.167444
TypeLocCopier,declaration,lib/AST/TypeLoc.cpp,150,c_effective_type_aliasing,1.167444
TSTChecker,declaration,lib/AST/TypeLoc.cpp,269,c_effective_type_aliasing,1.167444
TypePrinter,declaration,lib/AST/TypePrinter.cpp,102,c_effective_type_aliasing,1.167444
ESpecType,enum_variant,lib/Sema/DeclSpec.cpp,169,c_effective_type_aliasing,1.167444
DeclsInPrototype,enum_variant,lib/Sema/DeclSpec.cpp,177,c_effective_type_aliasing,1.167444
CastType,declaration,lib/Sema/SemaCast.cpp,46,c_effective_type_aliasing,1.167444
SrcType,enum_variant,lib/Sema/SemaCast.cpp,1510,c_effective_type_aliasing,1.167444
DestType,enum_variant,lib/Sema/SemaCast.cpp,1586,c_effective_type_aliasing,1.167444
DestType,enum_variant,lib/Sema/SemaCast.cpp,2387,c_effective_type_aliasing,1.167444
StringLiteralCheckType,declaration,lib/Sema/SemaChecking.cpp,6062,c_effective_type_aliasing,1.167444
FoundNonType,enum_variant,lib/Sema/SemaDecl.cpp,164,c_effective_type_aliasing,1.167444
WantNontrivialTypeSourceInfo,enum_variant,lib/Sema/SemaDecl.cpp,397,c_effective_type_aliasing,1.167444
SDK_Typedef,enum_variant,lib/Sema/SemaDecl.cpp,6937,c_effective_type_aliasing,1.167444
OpenCLParamType,declaration,lib/Sema/SemaDecl.cpp,8026,c_effective_type_aliasing,1.167444
Type,declaration,lib/Sema/SemaDecl.cpp,9366,c_effective_type_aliasing,1.167444
ErrType,declaration,lib/Sema/SemaDecl.cpp,9388,c_effective_type_aliasing,1.167444
ReturnType,enum_variant,lib/Sema/SemaDecl.cpp,9431,c_effective_type_aliasing,1.167444
MatchingCTypeLoc,enum_variant,lib/Sema/SemaDeclAttr.cpp,4627,c_effective_type_aliasing,1.167444
SuperClassType,enum_variant,lib/Sema/SemaDeclObjC.cpp,613,c_effective_type_aliasing,1.167444
SuperTypeArgs,enum_variant,lib/Sema/SemaDeclObjC.cpp,637,c_effective_type_aliasing,1.167444
SuperClassType,enum_variant,lib/Sema/SemaDeclObjC.cpp,646,c_effective_type_aliasing,1.167444
ObjCTypeArgOrProtocolValidatorCCC,declaration,lib/Sema/SemaDeclObjC.cpp,1336,c_effective_type_aliasing,1.167444
CalleeType,declaration,lib/Sema/SemaExpr.cpp,331,c_effective_type_aliasing,1.167444
InterfaceType,enum_variant,lib/Sema/SemaExpr.cpp,9533,c_effective_type_aliasing,1.167444
PreNarrowingType,enum_variant,lib/Sema/SemaExpr.cpp,9864,c_effective_type_aliasing,1.167444
DestType,enum_variant,lib/Sema/SemaExpr.cpp,16085,c_effective_type_aliasing,1.167444
AllocType,enum_variant,lib/Sema/SemaExprCXX.cpp,1872,c_effective_type_aliasing,1.167444
ExpectedFunctionType,enum_variant,lib/Sema/SemaExprCXX.cpp,2525,c_effective_type_aliasing,1.167444
DestructedTypeInfo,enum_variant,lib/Sema/SemaExprCXX.cpp,6898,c_effective_type_aliasing,1.167444
ScopeTypeInfo,enum_variant,lib/Sema/SemaExprCXX.cpp,6931,c_effective_type_aliasing,1.167444
DestructedTypeInfo,enum_variant,lib/Sema/SemaExprCXX.cpp,7023,c_effective_type_aliasing,1.167444
ScopeTypeInfo,enum_variant,lib/Sema/SemaExprCXX.cpp,7073,c_effective_type_aliasing,1.167444
ValueWithBytesObjCType,enum_variant,lib/Sema/SemaExprObjC.cpp,653,c_effective_type_aliasing,1.167444
ARCConversionTypeClass,declaration,lib/Sema/SemaExprObjC.cpp,3199,c_effective_type_aliasing,1.167444
UnqualifiedTargetType,enum_variant,lib/Sema/SemaInit.cpp,3966,c_effective_type_aliasing,1.167444
IncompatibleType,enum_variant,lib/Sema/SemaObjCProperty.cpp,877,c_effective_type_aliasing,1.167444
PropertyIvarType,enum_variant,lib/Sema/SemaObjCProperty.cpp,1296,c_effective_type_aliasing,1.167444
NotAScalarType,enum_variant,lib/Sema/SemaOpenMP.cpp,5974,c_effective_type_aliasing,1.167444
NotAScalarType,enum_variant,lib/Sema/SemaOpenMP.cpp,6270,c_effective_type_aliasing,1.167444
NotAScalarType,enum_variant,lib/Sema/SemaOpenMP.cpp,6333,c_effective_type_aliasing,1.167444
Type,enum_variant,lib/Sema/SemaOpenMP.cpp,10718,c_effective_type_aliasing,1.167444
FnRetType,enum_variant,lib/Sema/SemaStmt.cpp,3274,c_effective_type_aliasing,1.167444
RetType,enum_variant,lib/Sema/SemaStmt.cpp,3659,c_effective_type_aliasing,1.167444
CatchHandlerType,declaration,lib/Sema/SemaStmt.cpp,3842,c_effective_type_aliasing,1.167444
CatchTypePublicBases,declaration,lib/Sema/SemaStmt.cpp,3909,c_effective_type_aliasing,1.167444
TDS_Function,enum_variant,lib/Sema/SemaType.cpp,43,c_effective_type_aliasing,1.167444
TypeProcessingState,declaration,lib/Sema/SemaType.cpp,151,c_effective_type_aliasing,1.167444
TypeAttrLocation,declaration,lib/Sema/SemaType.cpp,309,c_effective_type_aliasing,1.167444
TAL_DeclSpec,enum_variant,lib/Sema/SemaType.cpp,311,c_effective_type_aliasing,1.167444
TAL_DeclChunk,enum_variant,lib/Sema/SemaType.cpp,313,c_effective_type_aliasing,1.167444
ProtocolLAngleLoc,enum_variant,lib/Sema/SemaType.cpp,1140,c_effective_type_aliasing,1.167444
Result,enum_variant,lib/Sema/SemaType.cpp,1541,c_effective_type_aliasing,1.167444
QualifiedFunctionKind,declaration,lib/Sema/SemaType.cpp,1901,c_effective_type_aliasing,1.167444
VLADiagnoser,declaration,lib/Sema/SemaType.cpp,2050,c_effective_type_aliasing,1.167444
Qual,declaration,lib/Sema/SemaType.cpp,2718,c_effective_type_aliasing,1.167444
class,declaration,lib/Sema/SemaType.cpp,3452,c_effective_type_aliasing,1.167444
class,declaration,lib/Sema/SemaType.cpp,3503,c_effective_type_aliasing,1.167444
class,declaration,lib/Sema/SemaType.cpp,3521,c_effective_type_aliasing,1.167444
None,enum_variant,lib/Sema/SemaType.cpp,3523,c_effective_type_aliasing,1.167444
CAMN_No,enum_variant,lib/Sema/SemaType.cpp,4016,c_effective_type_aliasing,1.167444
DynamicExceptions,enum_variant,lib/Sema/SemaType.cpp,4806,c_effective_type_aliasing,1.167444
DynamicExceptionRanges,enum_variant,lib/Sema/SemaType.cpp,4807,c_effective_type_aliasing,1.167444
Exceptions,enum_variant,lib/Sema/SemaType.cpp,4809,c_effective_type_aliasing,1.167444
TypeSpecLocFiller,declaration,lib/Sema/SemaType.cpp,5256,c_effective_type_aliasing,1.167444
DeclaratorLocFiller,declaration,lib/Sema/SemaType.cpp,5423,c_effective_type_aliasing,1.167444
FunctionTypeUnwrapper,declaration,lib/Sema/SemaType.cpp,6164,c_effective_type_aliasing,1.167444
WrapKind,declaration,lib/Sema/SemaType.cpp,6165,c_effective_type_aliasing,1.167444
Desugar,enum_variant,lib/Sema/SemaType.cpp,6166,c_effective_type_aliasing,1.167444
Attributed,enum_variant,lib/Sema/SemaType.cpp,6167,c_effective_type_aliasing,1.167444
Parens,enum_variant,lib/Sema/SemaType.cpp,6168,c_effective_type_aliasing,1.167444
TypeIdParens,enum_variant,lib/Sema/TreeTransform.h,2720,c_effective_type_aliasing,1.167444
AllocatedType,enum_variant,lib/Sema/TreeTransform.h,2721,c_effective_type_aliasing,1.167444
AllocatedTypeInfo,enum_variant,lib/Sema/TreeTransform.h,2722,c_effective_type_aliasing,1.167444
SuperType,enum_variant,lib/Sema/TreeTransform.h,3026,c_effective_type_aliasing,1.167444
SuperType,enum_variant,lib/Sema/TreeTransform.h,3031,c_effective_type_aliasing,1.167444
NewType,enum_variant,lib/Sema/TreeTransform.h,5189,c_effective_type_aliasing,1.167444
AssocTypes,enum_variant,lib/Sema/TreeTransform.h,9005,c_effective_type_aliasing,1.167444
Type,enum_variant,lib/Sema/TreeTransform.h,9482,c_effective_type_aliasing,1.167444
ScopeTypeInfo,enum_variant,lib/Sema/TreeTransform.h,10366,c_effective_type_aliasing,1.167444
BaseType,enum_variant,lib/Sema/TreeTransform.h,11238,c_effective_type_aliasing,1.167444
BaseType,enum_variant,lib/Sema/TreeTransform.h,11255,c_effective_type_aliasing,1.167444
BaseType,enum_variant,lib/Sema/TreeTransform.h,11330,c_effective_type_aliasing,1.167444
EncodedTypeInfo,enum_variant,lib/Sema/TreeTransform.h,11845,c_effective_type_aliasing,1.167444
TypeLocBuilder,declaration,lib/Sema/TypeLocBuilder.h,23,c_effective_type_aliasing,1.167444
CXXDeleteExpr,declaration,include/clang/AST/ExprCXX.h,2100,cpp_new_delete,1.159192
CXXDeleteExpr,declaration,include/clang/Sema/ExternalSemaSource.h,30,cpp_new_delete,1.159192
CXXDeleteExpr,declaration,include/clang/Sema/Sema.h,89,cpp_new_delete,1.159192
DeletedFuncs,enum_variant,lib/Sema/SemaDecl.cpp,9425,cpp_new_delete,1.159192
DeleteConverter,declaration,lib/Sema/SemaExprCXX.cpp,3216,cpp_new_delete,1.159192
CommentBitfields,declaration,include/clang/AST/Comment.h,61,c_bitfields,1.156052
InlineContentCommentBitfields,declaration,include/clang/AST/Comment.h,69,c_bitfields,1.156052
TextCommentBitfields,declaration,include/clang/AST/Comment.h,80,c_bitfields,1.156052
InlineCommandCommentBitfields,declaration,include/clang/AST/Comment.h,93,c_bitfields,1.156052
HTMLTagCommentBitfields,declaration,include/clang/AST/Comment.h,104,c_bitfields,1.156052
HTMLStartTagCommentBitfields,declaration,include/clang/AST/Comment.h,114,c_bitfields,1.156052
ParagraphCommentBitfields,declaration,include/clang/AST/Comment.h,125,c_bitfields,1.156052
BlockCommandCommentBitfields,declaration,include/clang/AST/Comment.h,138,c_bitfields,1.156052
ParamCommandCommentBitfields,declaration,include/clang/AST/Comment.h,152,c_bitfields,1.156052
VarDeclBitfields,declaration,include/clang/AST/Decl.h,862,c_bitfields,1.156052
ParmVarDeclBitfields,declaration,include/clang/AST/Decl.h,882,c_bitfields,1.156052
NonParmVarDeclBitfields,declaration,include/clang/AST/Decl.h,915,c_bitfields,1.156052
DeclContextBitfields,declaration,include/clang/AST/DeclBase.h,1285,c_bitfields,1.156052
TagDeclBitfields,declaration,include/clang/AST/DeclBase.h,1326,c_bitfields,1.156052
EnumDeclBitfields,declaration,include/clang/AST/DeclBase.h,1366,c_bitfields,1.156052
RecordDeclBitfields,declaration,include/clang/AST/DeclBase.h,1405,c_bitfields,1.156052
OMPDeclareReductionDeclBitfields,declaration,include/clang/AST/DeclBase.h,1452,c_bitfields,1.156052
FunctionDeclBitfields,declaration,include/clang/AST/DeclBase.h,1469,c_bitfields,1.156052
ObjCMethodDeclBitfields,declaration,include/clang/AST/DeclBase.h,1558,c_bitfields,1.156052
ObjCContainerDeclBitfields,declaration,include/clang/AST/DeclBase.h,1624,c_bitfields,1.156052
BlockDeclBitfields,declaration,include/clang/AST/DeclBase.h,1664,c_bitfields,1.156052
StmtBitfields,declaration,include/clang/AST/Stmt.h,92,c_bitfields,1.156052
IfStmtBitfields,declaration,include/clang/AST/Stmt.h,108,c_bitfields,1.156052
ExprBitfields,declaration,include/clang/AST/Stmt.h,116,c_bitfields,1.156052
FloatingLiteralBitfields,declaration,include/clang/AST/Stmt.h,168,c_bitfields,1.156052
DeclRefExprBitfields,declaration,include/clang/AST/Stmt.h,186,c_bitfields,1.156052
CastExprBitfields,declaration,include/clang/AST/Stmt.h,199,c_bitfields,1.156052
CallExprBitfields,declaration,include/clang/AST/Stmt.h,210,c_bitfields,1.156052
ExprWithCleanupsBitfields,declaration,include/clang/AST/Stmt.h,218,c_bitfields,1.156052
OpaqueValueExprBitfields,declaration,include/clang/AST/Stmt.h,242,c_bitfields,1.156052
InitListExprBitfields,declaration,include/clang/AST/Stmt.h,260,c_bitfields,1.156052
CK_RTTI,enum_variant,include/clang/AST/VTableBuilder.h,36,cpp_rtti,1.153807
BindingDecl,declaration,include/clang/AST/DeclCXX.h,3786,cpp_reference_binding,1.153263
Binding,declaration,include/clang/Sema/DeclSpec.h,1649,cpp_reference_binding,1.153263
BindingDecl,declaration,include/clang/Sema/Sema.h,80,cpp_reference_binding,1.153263
ReferenceCompareResult,declaration,include/clang/Sema/Sema.h,9670,cpp_reference_binding,1.153263
CUDAFunctionPreference,declaration,include/clang/Sema/Sema.h,10079,cpp_reference_binding,1.153263
OFIK_Dereference,enum_variant,include/clang/Sema/SemaFixItUtils.h,22,cpp_reference_binding,1.153263
ContainsReference,declaration,lib/Sema/AnalysisBasedWarnings.cpp,707,cpp_reference_binding,1.153263
SelfReferenceChecker,declaration,lib/Sema/SemaDecl.cpp,10428,cpp_reference_binding,1.153263
BindingDiagnosticTrap,declaration,lib/Sema/SemaDeclCXX.cpp,1078,cpp_reference_binding,1.153263
MarkReferencedDecls,declaration,lib/Sema/SemaExpr.cpp,15458,cpp_reference_binding,1.153263
ReferenceKind,declaration,lib/Sema/SemaInit.cpp,6360,cpp_reference_binding,1.153263
DeclAccessPair,declaration,include/clang/AST/DeclAccessPair.h,30,cpp_access_friend,1.150348
IDNS_OrdinaryFriend,enum_variant,include/clang/AST/DeclBase.h,152,cpp_access_friend,1.150348
IDNS_TagFriend,enum_variant,include/clang/AST/DeclBase.h,157,cpp_access_friend,1.150348
FriendDecl,declaration,include/clang/AST/DeclCXX.h,68,cpp_access_friend,1.150348
AccessSpecDecl,declaration,include/clang/AST/DeclCXX.h,132,cpp_access_friend,1.150348
friend_iterator,declaration,include/clang/AST/DeclCXX.h,897,cpp_access_friend,1.150348
ASTContext,declaration,include/clang/AST/DeclFriend.h,37,cpp_access_friend,1.150348
FriendDecl,declaration,include/clang/AST/DeclFriend.h,54,cpp_access_friend,1.150348
CXXRecordDecl,declaration,include/clang/AST/DeclFriend.h,188,cpp_access_friend,1.150348
AccessControl,declaration,include/clang/AST/DeclObjC.h,1941,cpp_access_friend,1.150348
AccessNonce,declaration,include/clang/AST/DependentDiagnostic.h,39,cpp_access_friend,1.150348
DeclAccessPair,declaration,include/clang/AST/ExprCXX.h,55,cpp_access_friend,1.150348
CCC_ObjCPropertyAccess,enum_variant,include/clang/Sema/CodeCompleteConsumer.h,250,cpp_access_friend,1.150348
AccessedEntity,declaration,include/clang/Sema/DelayedDiagnostic.h,51,cpp_access_friend,1.150348
DeclAccessPair,declaration,include/clang/Sema/Sema.h,108,cpp_access_friend,1.150348
FriendDecl,declaration,include/clang/Sema/Sema.h,121,cpp_access_friend,1.150348
AccessedEntity,declaration,include/clang/Sema/Sema.h,203,cpp_access_friend,1.150348
AccessResult,declaration,include/clang/Sema/Sema.h,5999,cpp_access_friend,1.150348
AR_accessible,enum_variant,include/clang/Sema/Sema.h,6000,cpp_access_friend,1.150348
AR_inaccessible,enum_variant,include/clang/Sema/Sema.h,6001,cpp_access_friend,1.150348
UPPC_FriendDeclaration,enum_variant,include/clang/Sema/Sema.h,6575,cpp_access_friend,1.150348
AccessKinds,declaration,lib/AST/ExprConstant.cpp,2759,cpp_access_friend,1.150348
AccessResult,declaration,lib/Sema/SemaAccess.cpp,31,cpp_access_friend,1.150348
AR_accessible,enum_variant,lib/Sema/SemaAccess.cpp,32,cpp_access_friend,1.150348
AR_inaccessible,enum_variant,lib/Sema/SemaAccess.cpp,33,cpp_access_friend,1.150348
AccessTarget,declaration,lib/Sema/SemaAccess.cpp,150,cpp_access_friend,1.150348
SavedInstanceContext,declaration,lib/Sema/SemaAccess.cpp,184,cpp_access_friend,1.150348
Loc,enum_variant,lib/Sema/SemaAccess.cpp,1401,cpp_access_friend,1.150348
NamingClass,enum_variant,lib/Sema/SemaAccess.cpp,1516,cpp_access_friend,1.150348
Vector,enum_variant,include/clang/AST/APValue.h,49,cpp_ctor_initialization_order,1.149793
CXXConstructorDecl,declaration,include/clang/AST/ASTContext.h,93,cpp_ctor_initialization_order,1.149793
CXXCtorInitializer,declaration,include/clang/AST/ASTFwd.h,29,cpp_ctor_initialization_order,1.149793
CXXCtorInitializer,declaration,include/clang/AST/ASTImporter.h,35,cpp_ctor_initialization_order,1.149793
ConstructorUsingShadowDecl,declaration,include/clang/AST/ASTMutationListener.h,20,cpp_ctor_initialization_order,1.149793
CXXDestructorDecl,declaration,include/clang/AST/ASTMutationListener.h,21,cpp_ctor_initialization_order,1.149793
ASTContext,declaration,include/clang/AST/ASTVector.h,33,cpp_ctor_initialization_order,1.149793
ASTVector,declaration,include/clang/AST/ASTVector.h,36,cpp_ctor_initialization_order,1.149793
WeakOrdering,enum_variant,include/clang/AST/ComparisonCategories.h,48,cpp_ctor_initialization_order,1.149793
StrongOrdering,enum_variant,include/clang/AST/ComparisonCategories.h,49,cpp_ctor_initialization_order,1.149793
Unordered,enum_variant,include/clang/AST/ComparisonCategories.h,64,cpp_ctor_initialization_order,1.149793
InitializationStyle,declaration,include/clang/AST/Decl.h,815,cpp_ctor_initialization_order,1.149793
ConstructorUsingShadowDecl,declaration,include/clang/AST/DeclCXX.h,59,cpp_ctor_initialization_order,1.149793
CXXConstructorDecl,declaration,include/clang/AST/DeclCXX.h,62,cpp_ctor_initialization_order,1.149793
CXXDestructorDecl,declaration,include/clang/AST/DeclCXX.h,63,cpp_ctor_initialization_order,1.149793
SMF_DefaultConstructor,enum_variant,include/clang/AST/DeclCXX.h,315,cpp_ctor_initialization_order,1.149793
SMF_Destructor,enum_variant,include/clang/AST/DeclCXX.h,320,cpp_ctor_initialization_order,1.149793
CXXCtorInitializer,declaration,include/clang/AST/DeclCXX.h,2250,cpp_ctor_initialization_order,1.149793
InheritedConstructor,declaration,include/clang/AST/DeclCXX.h,2449,cpp_ctor_initialization_order,1.149793
CXXConstructorDecl,declaration,include/clang/AST/DeclCXX.h,2475,cpp_ctor_initialization_order,1.149793
CXXDestructorDecl,declaration,include/clang/AST/DeclCXX.h,2697,cpp_ctor_initialization_order,1.149793
ConstructorUsingShadowDecl,declaration,include/clang/AST/DeclCXX.h,3231,cpp_ctor_initialization_order,1.149793
CXXCtorInitializer,declaration,include/clang/AST/DeclObjC.h,48,cpp_ctor_initialization_order,1.149793
LV_DuplicateVectorComponents,enum_variant,include/clang/AST/Expr.h,257,cpp_ctor_initialization_order,1.149793
MLV_DuplicateVectorComponents,enum_variant,include/clang/AST/Expr.h,272,cpp_ctor_initialization_order,1.149793
ShuffleVectorExpr,declaration,include/clang/AST/Expr.h,3656,cpp_ctor_initialization_order,1.149793
ConvertVectorExpr,declaration,include/clang/AST/Expr.h,3724,cpp_ctor_initialization_order,1.149793
ExtVectorElementExpr,declaration,include/clang/AST/Expr.h,4913,cpp_ctor_initialization_order,1.149793
CXXInheritedCtorInitExpr,declaration,include/clang/AST/ExprCXX.h,1423,cpp_ctor_initialization_order,1.149793
InitializationStyle,declaration,include/clang/AST/ExprCXX.h,1923,cpp_ctor_initialization_order,1.149793
CXXPseudoDestructorExpr,declaration,include/clang/AST/ExprCXX.h,2228,cpp_ctor_initialization_order,1.149793
ObjCSelectorExpr,declaration,include/clang/AST/ExprObjC.h,429,cpp_ctor_initialization_order,1.149793
CXXCtorInitializer,declaration,include/clang/AST/ExternalASTSource.h,44,cpp_ctor_initialization_order,1.149793
Selector,declaration,include/clang/AST/ExternalASTSource.h,52,cpp_ctor_initialization_order,1.149793
LazyVector,declaration,include/clang/AST/ExternalASTSource.h,521,cpp_ctor_initialization_order,1.149793
LexicallyOrderedRecursiveASTVisitor,declaration,include/clang/AST/LexicallyOrderedRecursiveASTVisitor.h,60,cpp_ctor_initialization_order,1.149793
CXXConstructorDecl,declaration,include/clang/AST/Mangle.h,29,cpp_ctor_initialization_order,1.149793
CXXDestructorDecl,declaration,include/clang/AST/Mangle.h,30,cpp_ctor_initialization_order,1.149793
ClassId_NSMutableOrderedSet,enum_variant,include/clang/AST/NSAPI.h,39,cpp_ctor_initialization_order,1.149793
OMPOrderedClause,declaration,include/clang/AST/OpenMPClause.h,925,cpp_ctor_initialization_order,1.149793
Selector,declaration,include/clang/AST/SelectorLocationsKind.h,21,cpp_ctor_initialization_order,1.149793
SourceLocation,declaration,include/clang/AST/SelectorLocationsKind.h,22,cpp_ctor_initialization_order,1.149793
Expr,declaration,include/clang/AST/SelectorLocationsKind.h,23,cpp_ctor_initialization_order,1.149793
ParmVarDecl,declaration,include/clang/AST/SelectorLocationsKind.h,24,cpp_ctor_initialization_order,1.149793
SelectorLocationsKind,declaration,include/clang/AST/SelectorLocationsKind.h,28,cpp_ctor_initialization_order,1.149793
SelLoc_NonStandard,enum_variant,include/clang/AST/SelectorLocationsKind.h,30,cpp_ctor_initialization_order,1.149793
SelLoc_StandardNoSpace,enum_variant,include/clang/AST/SelectorLocationsKind.h,36,cpp_ctor_initialization_order,1.149793
CtorArgs,declaration,include/clang/AST/StmtCXX.h,329,cpp_ctor_initialization_order,1.149793
Stmt,declaration,include/clang/AST/StmtDataCollectors.td,1,cpp_ctor_initialization_order,1.149793
Expr,declaration,include/clang/AST/StmtDataCollectors.td,11,cpp_ctor_initialization_order,1.149793
ExpressionTraitExpr,declaration,include/clang/AST/StmtDataCollectors.td,23,cpp_ctor_initialization_order,1.149793
CallExpr,declaration,include/clang/AST/StmtDataCollectors.td,42,cpp_ctor_initialization_order,1.149793
DeclRefExpr,declaration,include/clang/AST/StmtDataCollectors.td,68,cpp_ctor_initialization_order,1.149793
IntegerLiteral,declaration,include/clang/AST/StmtDataCollectors.td,80,cpp_ctor_initialization_order,1.149793
FloatingLiteral,declaration,include/clang/AST/StmtDataCollectors.td,85,cpp_ctor_initialization_order,1.149793
StringLiteral,declaration,include/clang/AST/StmtDataCollectors.td,90,cpp_ctor_initialization_order,1.149793
CXXBoolLiteralExpr,declaration,include/clang/AST/StmtDataCollectors.td,95,cpp_ctor_initialization_order,1.149793
CXXCatchStmt,declaration,include/clang/AST/StmtDataCollectors.td,107,cpp_ctor_initialization_order,1.149793
ObjCBridgedCastExpr,declaration,include/clang/AST/StmtDataCollectors.td,121,cpp_ctor_initialization_order,1.149793
GotoStmt,declaration,include/clang/AST/StmtDataCollectors.td,140,cpp_ctor_initialization_order,1.149793
IndirectGotoStmt,declaration,include/clang/AST/StmtDataCollectors.td,145,cpp_ctor_initialization_order,1.149793
LabelStmt,declaration,include/clang/AST/StmtDataCollectors.td,151,cpp_ctor_initialization_order,1.149793
MSDependentExistsStmt,declaration,include/clang/AST/StmtDataCollectors.td,156,cpp_ctor_initialization_order,1.149793
AddrLabelExpr,declaration,include/clang/AST/StmtDataCollectors.td,161,cpp_ctor_initialization_order,1.149793
ObjCPropertyRefExpr,declaration,include/clang/AST/StmtDataCollectors.td,173,cpp_ctor_initialization_order,1.149793
ObjCAtCatchStmt,declaration,include/clang/AST/StmtDataCollectors.td,178,cpp_ctor_initialization_order,1.149793
GenericSelectionExpr,declaration,include/clang/AST/StmtDataCollectors.td,190,cpp_ctor_initialization_order,1.149793
LambdaExpr,declaration,include/clang/AST/StmtDataCollectors.td,197,cpp_ctor_initialization_order,1.149793
DeclStmt,declaration,include/clang/AST/StmtDataCollectors.td,209,cpp_ctor_initialization_order,1.149793
AsmStmt,declaration,include/clang/AST/StmtDataCollectors.td,220,cpp_ctor_initialization_order,1.149793
AttributedStmt,declaration,include/clang/AST/StmtDataCollectors.td,236,cpp_ctor_initialization_order,1.149793
OMPOrderedDirective,declaration,include/clang/AST/StmtOpenMP.h,2065,cpp_ctor_initialization_order,1.149793
CCD_SelectorMatch,enum_variant,include/clang/Sema/CodeCompleteConsumer.h,117,cpp_ctor_initialization_order,1.149793
FieldDecl,declaration,include/clang/Sema/CXXFieldCollector.h,22,cpp_ctor_initialization_order,1.149793
CXXFieldCollector,declaration,include/clang/Sema/CXXFieldCollector.h,26,cpp_ctor_initialization_order,1.149793
