table_index,name,kernel,arity,go,rust,cpp,c,python,zig,julia,nim,csharp,java,kotlin,swift
542,bcVersion,language,0,go:language:bcVersion,rust:language:bcVersion,cpp:language:bcVersion,c:language:bcVersion,python:language:bcVersion,zig:language:bcVersion,julia:language:bcVersion,nim:language:bcVersion,csharp:language:bcVersion,java:language:bcVersion,kotlin:language:bcVersion,swift:language:bcVersion
543,load.from.file,io,1,go:io:load.from.file,rust:io:load.from.file,cpp:io:load.from.file,c:io:load.from.file,python:io:load.from.file,zig:io:load.from.file,julia:io:load.from.file,nim:io:load.from.file,csharp:io:load.from.file,java:io:load.from.file,kotlin:io:load.from.file,swift:io:load.from.file
544,save.to.file,io,4,go:io:save.to.file,rust:io:save.to.file,cpp:io:save.to.file,c:io:save.to.file,python:io:save.to.file,zig:io:save.to.file,julia:io:save.to.file,nim:io:save.to.file,csharp:io:save.to.file,java:io:save.to.file,kotlin:io:save.to.file,swift:io:save.to.file
545,growconst,language,1,go:language:growconst,rust:language:growconst,cpp:language:growconst,c:language:growconst,python:language:growconst,zig:language:growconst,julia:language:growconst,nim:language:growconst,csharp:language:growconst,java:language:growconst,kotlin:language:growconst,swift:language:growconst
546,putconst,language,3,go:language:putconst,rust:language:putconst,cpp:language:putconst,c:language:putconst,python:language:putconst,zig:language:putconst,julia:language:putconst,nim:language:putconst,csharp:language:putconst,java:language:putconst,kotlin:language:putconst,swift:language:putconst
547,getconst,environment,2,go:environment:getconst,rust:environment:getconst,cpp:environment:getconst,c:environment:getconst,python:environment:getconst,zig:environment:getconst,julia:environment:getconst,nim:environment:getconst,csharp:environment:getconst,java:environment:getconst,kotlin:environment:getconst,swift:environment:getconst
548,enableJIT,language,1,go:language:enableJIT,rust:language:enableJIT,cpp:language:enableJIT,c:language:enableJIT,python:language:enableJIT,zig:language:enableJIT,julia:language:enableJIT,nim:language:enableJIT,csharp:language:enableJIT,java:language:enableJIT,kotlin:language:enableJIT,swift:language:enableJIT
549,compilePKGS,language,1,go:language:compilePKGS,rust:language:compilePKGS,cpp:language:compilePKGS,c:language:compilePKGS,python:language:compilePKGS,zig:language:compilePKGS,julia:language:compilePKGS,nim:language:compilePKGS,csharp:language:compilePKGS,java:language:compilePKGS,kotlin:language:compilePKGS,swift:language:compilePKGS
550,setNumMathThreads,io,1,go:io:setNumMathThreads,rust:io:setNumMathThreads,cpp:io:setNumMathThreads,c:io:setNumMathThreads,python:io:setNumMathThreads,zig:io:setNumMathThreads,julia:io:setNumMathThreads,nim:io:setNumMathThreads,csharp:io:setNumMathThreads,java:io:setNumMathThreads,kotlin:io:setNumMathThreads,swift:io:setNumMathThreads
551,setMaxNumMathThreads,io,1,go:io:setMaxNumMathThreads,rust:io:setMaxNumMathThreads,cpp:io:setMaxNumMathThreads,c:io:setMaxNumMathThreads,python:io:setMaxNumMathThreads,zig:io:setMaxNumMathThreads,julia:io:setMaxNumMathThreads,nim:io:setMaxNumMathThreads,csharp:io:setMaxNumMathThreads,java:io:setMaxNumMathThreads,kotlin:io:setMaxNumMathThreads,swift:io:setMaxNumMathThreads
552,stdin,io,0,go:io:stdin,rust:io:stdin,cpp:io:stdin,c:io:stdin,python:io:stdin,zig:io:stdin,julia:io:stdin,nim:io:stdin,csharp:io:stdin,java:io:stdin,kotlin:io:stdin,swift:io:stdin
553,stdout,io,0,go:io:stdout,rust:io:stdout,cpp:io:stdout,c:io:stdout,python:io:stdout,zig:io:stdout,julia:io:stdout,nim:io:stdout,csharp:io:stdout,java:io:stdout,kotlin:io:stdout,swift:io:stdout
554,stderr,io,0,go:io:stderr,rust:io:stderr,cpp:io:stderr,c:io:stderr,python:io:stderr,zig:io:stderr,julia:io:stderr,nim:io:stderr,csharp:io:stderr,java:io:stderr,kotlin:io:stderr,swift:io:stderr
555,isatty,io,1,go:io:isatty,rust:io:isatty,cpp:io:isatty,c:io:isatty,python:io:isatty,zig:io:isatty,julia:io:isatty,nim:io:isatty,csharp:io:isatty,java:io:isatty,kotlin:io:isatty,swift:io:isatty
556,readLines,io,6,go:io:readLines,rust:io:readLines,cpp:io:readLines,c:io:readLines,python:io:readLines,zig:io:readLines,julia:io:readLines,nim:io:readLines,csharp:io:readLines,java:io:readLines,kotlin:io:readLines,swift:io:readLines
557,writeLines,io,4,go:io:writeLines,rust:io:writeLines,cpp:io:writeLines,c:io:writeLines,python:io:writeLines,zig:io:writeLines,julia:io:writeLines,nim:io:writeLines,csharp:io:writeLines,java:io:writeLines,kotlin:io:writeLines,swift:io:writeLines
558,readBin,io,6,go:io:readBin,rust:io:readBin,cpp:io:readBin,c:io:readBin,python:io:readBin,zig:io:readBin,julia:io:readBin,nim:io:readBin,csharp:io:readBin,java:io:readBin,kotlin:io:readBin,swift:io:readBin
559,writeBin,io,5,go:io:writeBin,rust:io:writeBin,cpp:io:writeBin,c:io:writeBin,python:io:writeBin,zig:io:writeBin,julia:io:writeBin,nim:io:writeBin,csharp:io:writeBin,java:io:writeBin,kotlin:io:writeBin,swift:io:writeBin
560,readChar,io,3,go:io:readChar,rust:io:readChar,cpp:io:readChar,c:io:readChar,python:io:readChar,zig:io:readChar,julia:io:readChar,nim:io:readChar,csharp:io:readChar,java:io:readChar,kotlin:io:readChar,swift:io:readChar
561,writeChar,io,5,go:io:writeChar,rust:io:writeChar,cpp:io:writeChar,c:io:writeChar,python:io:writeChar,zig:io:writeChar,julia:io:writeChar,nim:io:writeChar,csharp:io:writeChar,java:io:writeChar,kotlin:io:writeChar,swift:io:writeChar
562,open,io,3,go:io:open,rust:io:open,cpp:io:open,c:io:open,python:io:open,zig:io:open,julia:io:open,nim:io:open,csharp:io:open,java:io:open,kotlin:io:open,swift:io:open
563,isOpen,io,2,go:io:isOpen,rust:io:isOpen,cpp:io:isOpen,c:io:isOpen,python:io:isOpen,zig:io:isOpen,julia:io:isOpen,nim:io:isOpen,csharp:io:isOpen,java:io:isOpen,kotlin:io:isOpen,swift:io:isOpen
564,isIncomplete,io,1,go:io:isIncomplete,rust:io:isIncomplete,cpp:io:isIncomplete,c:io:isIncomplete,python:io:isIncomplete,zig:io:isIncomplete,julia:io:isIncomplete,nim:io:isIncomplete,csharp:io:isIncomplete,java:io:isIncomplete,kotlin:io:isIncomplete,swift:io:isIncomplete
565,isSeekable,io,1,go:io:isSeekable,rust:io:isSeekable,cpp:io:isSeekable,c:io:isSeekable,python:io:isSeekable,zig:io:isSeekable,julia:io:isSeekable,nim:io:isSeekable,csharp:io:isSeekable,java:io:isSeekable,kotlin:io:isSeekable,swift:io:isSeekable
566,close,io,2,go:io:close,rust:io:close,cpp:io:close,c:io:close,python:io:close,zig:io:close,julia:io:close,nim:io:close,csharp:io:close,java:io:close,kotlin:io:close,swift:io:close
567,flush,io,1,go:io:flush,rust:io:flush,cpp:io:flush,c:io:flush,python:io:flush,zig:io:flush,julia:io:flush,nim:io:flush,csharp:io:flush,java:io:flush,kotlin:io:flush,swift:io:flush
568,file,io,6,go:io:file,rust:io:file,cpp:io:file,c:io:file,python:io:file,zig:io:file,julia:io:file,nim:io:file,csharp:io:file,java:io:file,kotlin:io:file,swift:io:file
569,url,io,6,go:io:url,rust:io:url,cpp:io:url,c:io:url,python:io:url,zig:io:url,julia:io:url,nim:io:url,csharp:io:url,java:io:url,kotlin:io:url,swift:io:url
570,pipe,io,3,go:io:pipe,rust:io:pipe,cpp:io:pipe,c:io:pipe,python:io:pipe,zig:io:pipe,julia:io:pipe,nim:io:pipe,csharp:io:pipe,java:io:pipe,kotlin:io:pipe,swift:io:pipe
571,fifo,io,4,go:io:fifo,rust:io:fifo,cpp:io:fifo,c:io:fifo,python:io:fifo,zig:io:fifo,julia:io:fifo,nim:io:fifo,csharp:io:fifo,java:io:fifo,kotlin:io:fifo,swift:io:fifo
572,gzfile,io,4,go:io:gzfile,rust:io:gzfile,cpp:io:gzfile,c:io:gzfile,python:io:gzfile,zig:io:gzfile,julia:io:gzfile,nim:io:gzfile,csharp:io:gzfile,java:io:gzfile,kotlin:io:gzfile,swift:io:gzfile
573,bzfile,io,4,go:io:bzfile,rust:io:bzfile,cpp:io:bzfile,c:io:bzfile,python:io:bzfile,zig:io:bzfile,julia:io:bzfile,nim:io:bzfile,csharp:io:bzfile,java:io:bzfile,kotlin:io:bzfile,swift:io:bzfile
574,xzfile,io,4,go:io:xzfile,rust:io:xzfile,cpp:io:xzfile,c:io:xzfile,python:io:xzfile,zig:io:xzfile,julia:io:xzfile,nim:io:xzfile,csharp:io:xzfile,java:io:xzfile,kotlin:io:xzfile,swift:io:xzfile
575,zstdfile,io,4,go:io:zstdfile,rust:io:zstdfile,cpp:io:zstdfile,c:io:zstdfile,python:io:zstdfile,zig:io:zstdfile,julia:io:zstdfile,nim:io:zstdfile,csharp:io:zstdfile,java:io:zstdfile,kotlin:io:zstdfile,swift:io:zstdfile
576,unz,io,3,go:io:unz,rust:io:unz,cpp:io:unz,c:io:unz,python:io:unz,zig:io:unz,julia:io:unz,nim:io:unz,csharp:io:unz,java:io:unz,kotlin:io:unz,swift:io:unz
577,seek,io,4,go:io:seek,rust:io:seek,cpp:io:seek,c:io:seek,python:io:seek,zig:io:seek,julia:io:seek,nim:io:seek,csharp:io:seek,java:io:seek,kotlin:io:seek,swift:io:seek
578,truncate,io,1,go:io:truncate,rust:io:truncate,cpp:io:truncate,c:io:truncate,python:io:truncate,zig:io:truncate,julia:io:truncate,nim:io:truncate,csharp:io:truncate,java:io:truncate,kotlin:io:truncate,swift:io:truncate
579,pushBack,io,4,go:io:pushBack,rust:io:pushBack,cpp:io:pushBack,c:io:pushBack,python:io:pushBack,zig:io:pushBack,julia:io:pushBack,nim:io:pushBack,csharp:io:pushBack,java:io:pushBack,kotlin:io:pushBack,swift:io:pushBack
580,clearPushBack,io,1,go:io:clearPushBack,rust:io:clearPushBack,cpp:io:clearPushBack,c:io:clearPushBack,python:io:clearPushBack,zig:io:clearPushBack,julia:io:clearPushBack,nim:io:clearPushBack,csharp:io:clearPushBack,java:io:clearPushBack,kotlin:io:clearPushBack,swift:io:clearPushBack
581,pushBackLength,io,1,go:io:pushBackLength,rust:io:pushBackLength,cpp:io:pushBackLength,c:io:pushBackLength,python:io:pushBackLength,zig:io:pushBackLength,julia:io:pushBackLength,nim:io:pushBackLength,csharp:io:pushBackLength,java:io:pushBackLength,kotlin:io:pushBackLength,swift:io:pushBackLength
582,rawConnection,io,3,go:io:rawConnection,rust:io:rawConnection,cpp:io:rawConnection,c:io:rawConnection,python:io:rawConnection,zig:io:rawConnection,julia:io:rawConnection,nim:io:rawConnection,csharp:io:rawConnection,java:io:rawConnection,kotlin:io:rawConnection,swift:io:rawConnection
583,rawConnectionValue,io,1,go:io:rawConnectionValue,rust:io:rawConnectionValue,cpp:io:rawConnectionValue,c:io:rawConnectionValue,python:io:rawConnectionValue,zig:io:rawConnectionValue,julia:io:rawConnectionValue,nim:io:rawConnectionValue,csharp:io:rawConnectionValue,java:io:rawConnectionValue,kotlin:io:rawConnectionValue,swift:io:rawConnectionValue
584,textConnection,io,5,go:io:textConnection,rust:io:textConnection,cpp:io:textConnection,c:io:textConnection,python:io:textConnection,zig:io:textConnection,julia:io:textConnection,nim:io:textConnection,csharp:io:textConnection,java:io:textConnection,kotlin:io:textConnection,swift:io:textConnection
585,textConnectionValue,io,1,go:io:textConnectionValue,rust:io:textConnectionValue,cpp:io:textConnectionValue,c:io:textConnectionValue,python:io:textConnectionValue,zig:io:textConnectionValue,julia:io:textConnectionValue,nim:io:textConnectionValue,csharp:io:textConnectionValue,java:io:textConnectionValue,kotlin:io:textConnectionValue,swift:io:textConnectionValue
586,socketConnection,io,8,go:io:socketConnection,rust:io:socketConnection,cpp:io:socketConnection,c:io:socketConnection,python:io:socketConnection,zig:io:socketConnection,julia:io:socketConnection,nim:io:socketConnection,csharp:io:socketConnection,java:io:socketConnection,kotlin:io:socketConnection,swift:io:socketConnection
587,socketAccept,io,6,go:io:socketAccept,rust:io:socketAccept,cpp:io:socketAccept,c:io:socketAccept,python:io:socketAccept,zig:io:socketAccept,julia:io:socketAccept,nim:io:socketAccept,csharp:io:socketAccept,java:io:socketAccept,kotlin:io:socketAccept,swift:io:socketAccept
588,sockSelect,io,3,go:io:sockSelect,rust:io:sockSelect,cpp:io:sockSelect,c:io:sockSelect,python:io:sockSelect,zig:io:sockSelect,julia:io:sockSelect,nim:io:sockSelect,csharp:io:sockSelect,java:io:sockSelect,kotlin:io:sockSelect,swift:io:sockSelect
589,serverSocket,io,1,go:io:serverSocket,rust:io:serverSocket,cpp:io:serverSocket,c:io:serverSocket,python:io:serverSocket,zig:io:serverSocket,julia:io:serverSocket,nim:io:serverSocket,csharp:io:serverSocket,java:io:serverSocket,kotlin:io:serverSocket,swift:io:serverSocket
590,socketTimeout,io,2,go:io:socketTimeout,rust:io:socketTimeout,cpp:io:socketTimeout,c:io:socketTimeout,python:io:socketTimeout,zig:io:socketTimeout,julia:io:socketTimeout,nim:io:socketTimeout,csharp:io:socketTimeout,java:io:socketTimeout,kotlin:io:socketTimeout,swift:io:socketTimeout
591,getConnection,environment,1,go:environment:getConnection,rust:environment:getConnection,cpp:environment:getConnection,c:environment:getConnection,python:environment:getConnection,zig:environment:getConnection,julia:environment:getConnection,nim:environment:getConnection,csharp:environment:getConnection,java:environment:getConnection,kotlin:environment:getConnection,swift:environment:getConnection
592,getAllConnections,environment,0,go:environment:getAllConnections,rust:environment:getAllConnections,cpp:environment:getAllConnections,c:environment:getAllConnections,python:environment:getAllConnections,zig:environment:getAllConnections,julia:environment:getAllConnections,nim:environment:getAllConnections,csharp:environment:getAllConnections,java:environment:getAllConnections,kotlin:environment:getAllConnections,swift:environment:getAllConnections
593,summary.connection,io,1,go:io:summary.connection,rust:io:summary.connection,cpp:io:summary.connection,c:io:summary.connection,python:io:summary.connection,zig:io:summary.connection,julia:io:summary.connection,nim:io:summary.connection,csharp:io:summary.connection,java:io:summary.connection,kotlin:io:summary.connection,swift:io:summary.connection
594,gzcon,io,4,go:io:gzcon,rust:io:gzcon,cpp:io:gzcon,c:io:gzcon,python:io:gzcon,zig:io:gzcon,julia:io:gzcon,nim:io:gzcon,csharp:io:gzcon,java:io:gzcon,kotlin:io:gzcon,swift:io:gzcon
595,memCompress,io,2,go:io:memCompress,rust:io:memCompress,cpp:io:memCompress,c:io:memCompress,python:io:memCompress,zig:io:memCompress,julia:io:memCompress,nim:io:memCompress,csharp:io:memCompress,java:io:memCompress,kotlin:io:memCompress,swift:io:memCompress
596,memDecompress,io,2,go:io:memDecompress,rust:io:memDecompress,cpp:io:memDecompress,c:io:memDecompress,python:io:memDecompress,zig:io:memDecompress,julia:io:memDecompress,nim:io:memDecompress,csharp:io:memDecompress,java:io:memDecompress,kotlin:io:memDecompress,swift:io:memDecompress
597,readDCF,io,3,go:io:readDCF,rust:io:readDCF,cpp:io:readDCF,c:io:readDCF,python:io:readDCF,zig:io:readDCF,julia:io:readDCF,nim:io:readDCF,csharp:io:readDCF,java:io:readDCF,kotlin:io:readDCF,swift:io:readDCF
598,lockEnvironment,environment,2,go:environment:lockEnvironment,rust:environment:lockEnvironment,cpp:environment:lockEnvironment,c:environment:lockEnvironment,python:environment:lockEnvironment,zig:environment:lockEnvironment,julia:environment:lockEnvironment,nim:environment:lockEnvironment,csharp:environment:lockEnvironment,java:environment:lockEnvironment,kotlin:environment:lockEnvironment,swift:environment:lockEnvironment
599,environmentIsLocked,environment,1,go:environment:environmentIsLocked,rust:environment:environmentIsLocked,cpp:environment:environmentIsLocked,c:environment:environmentIsLocked,python:environment:environmentIsLocked,zig:environment:environmentIsLocked,julia:environment:environmentIsLocked,nim:environment:environmentIsLocked,csharp:environment:environmentIsLocked,java:environment:environmentIsLocked,kotlin:environment:environmentIsLocked,swift:environment:environmentIsLocked
600,lockBinding,environment,2,go:environment:lockBinding,rust:environment:lockBinding,cpp:environment:lockBinding,c:environment:lockBinding,python:environment:lockBinding,zig:environment:lockBinding,julia:environment:lockBinding,nim:environment:lockBinding,csharp:environment:lockBinding,java:environment:lockBinding,kotlin:environment:lockBinding,swift:environment:lockBinding
601,unlockBinding,environment,2,go:environment:unlockBinding,rust:environment:unlockBinding,cpp:environment:unlockBinding,c:environment:unlockBinding,python:environment:unlockBinding,zig:environment:unlockBinding,julia:environment:unlockBinding,nim:environment:unlockBinding,csharp:environment:unlockBinding,java:environment:unlockBinding,kotlin:environment:unlockBinding,swift:environment:unlockBinding
602,bindingIsLocked,environment,2,go:environment:bindingIsLocked,rust:environment:bindingIsLocked,cpp:environment:bindingIsLocked,c:environment:bindingIsLocked,python:environment:bindingIsLocked,zig:environment:bindingIsLocked,julia:environment:bindingIsLocked,nim:environment:bindingIsLocked,csharp:environment:bindingIsLocked,java:environment:bindingIsLocked,kotlin:environment:bindingIsLocked,swift:environment:bindingIsLocked
603,makeActiveBinding,environment,3,go:environment:makeActiveBinding,rust:environment:makeActiveBinding,cpp:environment:makeActiveBinding,c:environment:makeActiveBinding,python:environment:makeActiveBinding,zig:environment:makeActiveBinding,julia:environment:makeActiveBinding,nim:environment:makeActiveBinding,csharp:environment:makeActiveBinding,java:environment:makeActiveBinding,kotlin:environment:makeActiveBinding,swift:environment:makeActiveBinding
604,bindingIsActive,environment,2,go:environment:bindingIsActive,rust:environment:bindingIsActive,cpp:environment:bindingIsActive,c:environment:bindingIsActive,python:environment:bindingIsActive,zig:environment:bindingIsActive,julia:environment:bindingIsActive,nim:environment:bindingIsActive,csharp:environment:bindingIsActive,java:environment:bindingIsActive,kotlin:environment:bindingIsActive,swift:environment:bindingIsActive
605,activeBindingFunction,environment,2,go:environment:activeBindingFunction,rust:environment:activeBindingFunction,cpp:environment:activeBindingFunction,c:environment:activeBindingFunction,python:environment:activeBindingFunction,zig:environment:activeBindingFunction,julia:environment:activeBindingFunction,nim:environment:activeBindingFunction,csharp:environment:activeBindingFunction,java:environment:activeBindingFunction,kotlin:environment:activeBindingFunction,swift:environment:activeBindingFunction
606,getBindingType,environment,2,go:environment:getBindingType,rust:environment:getBindingType,cpp:environment:getBindingType,c:environment:getBindingType,python:environment:getBindingType,zig:environment:getBindingType,julia:environment:getBindingType,nim:environment:getBindingType,csharp:environment:getBindingType,java:environment:getBindingType,kotlin:environment:getBindingType,swift:environment:getBindingType
607,delayedBindingExpression,environment,2,go:environment:delayedBindingExpression,rust:environment:delayedBindingExpression,cpp:environment:delayedBindingExpression,c:environment:delayedBindingExpression,python:environment:delayedBindingExpression,zig:environment:delayedBindingExpression,julia:environment:delayedBindingExpression,nim:environment:delayedBindingExpression,csharp:environment:delayedBindingExpression,java:environment:delayedBindingExpression,kotlin:environment:delayedBindingExpression,swift:environment:delayedBindingExpression
608,delayedBindingEnvironment,environment,2,go:environment:delayedBindingEnvironment,rust:environment:delayedBindingEnvironment,cpp:environment:delayedBindingEnvironment,c:environment:delayedBindingEnvironment,python:environment:delayedBindingEnvironment,zig:environment:delayedBindingEnvironment,julia:environment:delayedBindingEnvironment,nim:environment:delayedBindingEnvironment,csharp:environment:delayedBindingEnvironment,java:environment:delayedBindingEnvironment,kotlin:environment:delayedBindingEnvironment,swift:environment:delayedBindingEnvironment
609,forcedBindingExpression,environment,2,go:environment:forcedBindingExpression,rust:environment:forcedBindingExpression,cpp:environment:forcedBindingExpression,c:environment:forcedBindingExpression,python:environment:forcedBindingExpression,zig:environment:forcedBindingExpression,julia:environment:forcedBindingExpression,nim:environment:forcedBindingExpression,csharp:environment:forcedBindingExpression,java:environment:forcedBindingExpression,kotlin:environment:forcedBindingExpression,swift:environment:forcedBindingExpression
610,dotsExist,environment,2,go:environment:dotsExist,rust:environment:dotsExist,cpp:environment:dotsExist,c:environment:dotsExist,python:environment:dotsExist,zig:environment:dotsExist,julia:environment:dotsExist,nim:environment:dotsExist,csharp:environment:dotsExist,java:environment:dotsExist,kotlin:environment:dotsExist,swift:environment:dotsExist
611,getDotType,environment,3,go:environment:getDotType,rust:environment:getDotType,cpp:environment:getDotType,c:environment:getDotType,python:environment:getDotType,zig:environment:getDotType,julia:environment:getDotType,nim:environment:getDotType,csharp:environment:getDotType,java:environment:getDotType,kotlin:environment:getDotType,swift:environment:getDotType
612,dotDelayedExpression,environment,3,go:environment:dotDelayedExpression,rust:environment:dotDelayedExpression,cpp:environment:dotDelayedExpression,c:environment:dotDelayedExpression,python:environment:dotDelayedExpression,zig:environment:dotDelayedExpression,julia:environment:dotDelayedExpression,nim:environment:dotDelayedExpression,csharp:environment:dotDelayedExpression,java:environment:dotDelayedExpression,kotlin:environment:dotDelayedExpression,swift:environment:dotDelayedExpression
613,dotDelayedEnvironment,environment,3,go:environment:dotDelayedEnvironment,rust:environment:dotDelayedEnvironment,cpp:environment:dotDelayedEnvironment,c:environment:dotDelayedEnvironment,python:environment:dotDelayedEnvironment,zig:environment:dotDelayedEnvironment,julia:environment:dotDelayedEnvironment,nim:environment:dotDelayedEnvironment,csharp:environment:dotDelayedEnvironment,java:environment:dotDelayedEnvironment,kotlin:environment:dotDelayedEnvironment,swift:environment:dotDelayedEnvironment
614,dotForcedExpression,environment,3,go:environment:dotForcedExpression,rust:environment:dotForcedExpression,cpp:environment:dotForcedExpression,c:environment:dotForcedExpression,python:environment:dotForcedExpression,zig:environment:dotForcedExpression,julia:environment:dotForcedExpression,nim:environment:dotForcedExpression,csharp:environment:dotForcedExpression,java:environment:dotForcedExpression,kotlin:environment:dotForcedExpression,swift:environment:dotForcedExpression
615,dotsLength,environment,2,go:environment:dotsLength,rust:environment:dotsLength,cpp:environment:dotsLength,c:environment:dotsLength,python:environment:dotsLength,zig:environment:dotsLength,julia:environment:dotsLength,nim:environment:dotsLength,csharp:environment:dotsLength,java:environment:dotsLength,kotlin:environment:dotsLength,swift:environment:dotsLength
616,dotsNames,attribute,2,go:attribute:dotsNames,rust:attribute:dotsNames,cpp:attribute:dotsNames,c:attribute:dotsNames,python:attribute:dotsNames,zig:attribute:dotsNames,julia:attribute:dotsNames,nim:attribute:dotsNames,csharp:attribute:dotsNames,java:attribute:dotsNames,kotlin:attribute:dotsNames,swift:attribute:dotsNames
617,dotsElt,environment,3,go:environment:dotsElt,rust:environment:dotsElt,cpp:environment:dotsElt,c:environment:dotsElt,python:environment:dotsElt,zig:environment:dotsElt,julia:environment:dotsElt,nim:environment:dotsElt,csharp:environment:dotsElt,java:environment:dotsElt,kotlin:environment:dotsElt,swift:environment:dotsElt
618,mkUnbound,environment,1,go:environment:mkUnbound,rust:environment:mkUnbound,cpp:environment:mkUnbound,c:environment:mkUnbound,python:environment:mkUnbound,zig:environment:mkUnbound,julia:environment:mkUnbound,nim:environment:mkUnbound,csharp:environment:mkUnbound,java:environment:mkUnbound,kotlin:environment:mkUnbound,swift:environment:mkUnbound
619,isNamespaceEnv,environment,1,go:environment:isNamespaceEnv,rust:environment:isNamespaceEnv,cpp:environment:isNamespaceEnv,c:environment:isNamespaceEnv,python:environment:isNamespaceEnv,zig:environment:isNamespaceEnv,julia:environment:isNamespaceEnv,nim:environment:isNamespaceEnv,csharp:environment:isNamespaceEnv,java:environment:isNamespaceEnv,kotlin:environment:isNamespaceEnv,swift:environment:isNamespaceEnv
620,registerNamespace,environment,2,go:environment:registerNamespace,rust:environment:registerNamespace,cpp:environment:registerNamespace,c:environment:registerNamespace,python:environment:registerNamespace,zig:environment:registerNamespace,julia:environment:registerNamespace,nim:environment:registerNamespace,csharp:environment:registerNamespace,java:environment:registerNamespace,kotlin:environment:registerNamespace,swift:environment:registerNamespace
621,unregisterNamespace,environment,1,go:environment:unregisterNamespace,rust:environment:unregisterNamespace,cpp:environment:unregisterNamespace,c:environment:unregisterNamespace,python:environment:unregisterNamespace,zig:environment:unregisterNamespace,julia:environment:unregisterNamespace,nim:environment:unregisterNamespace,csharp:environment:unregisterNamespace,java:environment:unregisterNamespace,kotlin:environment:unregisterNamespace,swift:environment:unregisterNamespace
622,getRegisteredNamespace,environment,1,go:environment:getRegisteredNamespace,rust:environment:getRegisteredNamespace,cpp:environment:getRegisteredNamespace,c:environment:getRegisteredNamespace,python:environment:getRegisteredNamespace,zig:environment:getRegisteredNamespace,julia:environment:getRegisteredNamespace,nim:environment:getRegisteredNamespace,csharp:environment:getRegisteredNamespace,java:environment:getRegisteredNamespace,kotlin:environment:getRegisteredNamespace,swift:environment:getRegisteredNamespace
623,isRegisteredNamespace,environment,1,go:environment:isRegisteredNamespace,rust:environment:isRegisteredNamespace,cpp:environment:isRegisteredNamespace,c:environment:isRegisteredNamespace,python:environment:isRegisteredNamespace,zig:environment:isRegisteredNamespace,julia:environment:isRegisteredNamespace,nim:environment:isRegisteredNamespace,csharp:environment:isRegisteredNamespace,java:environment:isRegisteredNamespace,kotlin:environment:isRegisteredNamespace,swift:environment:isRegisteredNamespace
624,getNamespaceRegistry,environment,0,go:environment:getNamespaceRegistry,rust:environment:getNamespaceRegistry,cpp:environment:getNamespaceRegistry,c:environment:getNamespaceRegistry,python:environment:getNamespaceRegistry,zig:environment:getNamespaceRegistry,julia:environment:getNamespaceRegistry,nim:environment:getNamespaceRegistry,csharp:environment:getNamespaceRegistry,java:environment:getNamespaceRegistry,kotlin:environment:getNamespaceRegistry,swift:environment:getNamespaceRegistry
625,importIntoEnv,environment,4,go:environment:importIntoEnv,rust:environment:importIntoEnv,cpp:environment:importIntoEnv,c:environment:importIntoEnv,python:environment:importIntoEnv,zig:environment:importIntoEnv,julia:environment:importIntoEnv,nim:environment:importIntoEnv,csharp:environment:importIntoEnv,java:environment:importIntoEnv,kotlin:environment:importIntoEnv,swift:environment:importIntoEnv
626,env.profile,environment,1,go:environment:env.profile,rust:environment:env.profile,cpp:environment:env.profile,c:environment:env.profile,python:environment:env.profile,zig:environment:env.profile,julia:environment:env.profile,nim:environment:env.profile,csharp:environment:env.profile,java:environment:env.profile,kotlin:environment:env.profile,swift:environment:env.profile
627,Encoding,character,1,go:character:Encoding,rust:character:Encoding,cpp:character:Encoding,c:character:Encoding,python:character:Encoding,zig:character:Encoding,julia:character:Encoding,nim:character:Encoding,csharp:character:Encoding,java:character:Encoding,kotlin:character:Encoding,swift:character:Encoding
628,setEncoding,character,2,go:character:setEncoding,rust:character:setEncoding,cpp:character:setEncoding,c:character:setEncoding,python:character:setEncoding,zig:character:setEncoding,julia:character:setEncoding,nim:character:setEncoding,csharp:character:setEncoding,java:character:setEncoding,kotlin:character:setEncoding,swift:character:setEncoding
629,setTimeLimit,system,3,go:system:setTimeLimit,rust:system:setTimeLimit,cpp:system:setTimeLimit,c:system:setTimeLimit,python:system:setTimeLimit,zig:system:setTimeLimit,julia:system:setTimeLimit,nim:system:setTimeLimit,csharp:system:setTimeLimit,java:system:setTimeLimit,kotlin:system:setTimeLimit,swift:system:setTimeLimit
630,setSessionTimeLimit,system,2,go:system:setSessionTimeLimit,rust:system:setSessionTimeLimit,cpp:system:setSessionTimeLimit,c:system:setSessionTimeLimit,python:system:setSessionTimeLimit,zig:system:setSessionTimeLimit,julia:system:setSessionTimeLimit,nim:system:setSessionTimeLimit,csharp:system:setSessionTimeLimit,java:system:setSessionTimeLimit,kotlin:system:setSessionTimeLimit,swift:system:setSessionTimeLimit
631,icuSetCollate,runtime,-1,go:runtime:icuSetCollate,rust:runtime:icuSetCollate,cpp:runtime:icuSetCollate,c:runtime:icuSetCollate,python:runtime:icuSetCollate,zig:runtime:icuSetCollate,julia:runtime:icuSetCollate,nim:runtime:icuSetCollate,csharp:runtime:icuSetCollate,java:runtime:icuSetCollate,kotlin:runtime:icuSetCollate,swift:runtime:icuSetCollate
