feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield,rust.move_semantics,rust.copy_semantics,rust.shared_borrow,rust.mutable_borrow,rust.reborrow,rust.borrow_checker,rust.nonlexical_lifetimes,rust.region_inference,rust.lifetime_parameters,rust.higher_ranked_lifetimes,rust.drop_semantics,rust.drop_check,rust.destructor_order,rust.pin_unpin,rust.interior_mutability,rust.cell_refcell,rust.smart_pointer_ownership,rust.raw_pointer_deref,rust.aliasing_model,rust.pointer_provenance,rust.unsafe_block,rust.unsafe_trait_impl,rust.trait_definition,rust.trait_impl,rust.associated_types,rust.associated_consts,rust.trait_object_dyn,rust.vtable_dispatch,rust.generic_bounds,rust.where_clauses,rust.blanket_impl,rust.coherence_orphan,rust.specialization,rust.impl_trait,rust.opaque_types,rust.method_resolution,rust.autoderef_autoref,rust.deref_coercion,rust.unsize_coercion,rust.operator_traits,rust.pattern_destructuring,rust.match_exhaustiveness,rust.match_guards,rust.ref_patterns,rust.enum_variant_semantics,rust.if_let_while_let,rust.let_else,rust.loop_break_value,rust.never_type_divergence,rust.result_question_operator,rust.option_niche_optimization,rust.panic_unwind_abort,rust.async_await,rust.future_poll,rust.generator_coroutine,rust.await_suspension,rust.closure_capture_modes,rust.fn_traits,rust.send_sync_auto_traits,rust.atomic_ordering,rust.thread_memory_model,rust.macro_rules_hygiene,rust.proc_macro,rust.name_resolution_hygiene,rust.const_eval,rust.const_generics,rust.monomorphization,rust.hir_lowering,rust.mir_semantics,rust.abi_layout,rust.repr_attributes,rust.ffi_extern_abi,rust.slice_fat_pointer,rust.dst_unsized,rust.crate_module_resolution,rust.visibility_privacy,rust.attributes_cfg,rust.feature_gates
bytecode_vm,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75970,0.75181,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75618,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45311,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75825,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18000,0.33750,0.00000,0.36429,0.00000,0.48000,0.37500,0.36429,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22500,0.22500
call,0.00000,0.00000,0.46593,0.00000,0.46074,0.00000,0.00000,0.47007,0.46641,0.00000,0.00000,1.00000,0.30559,0.45949,0.00000,0.00000,0.76073,0.00000,0.00000,0.45000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30523,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45810,0.00000,0.00000,0.47573,0.00000,0.00000,0.00000,0.00000,0.00000,0.46002,0.46098,0.45494,0.45430,0.00000,0.00000,0.00000,0.45000,0.00000,0.49656,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30915,0.45961,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45000,0.00000,0.45124,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.46364,0.00000,0.00000,0.48005,0.00000,0.00000,0.00000,0.00000,0.00000,0.45773,0.12857,0.00000,0.12857,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22500,0.00000,0.15000,0.00000,0.15000,0.15000,0.00000,0.15000,0.00000,0.12857,0.00000,0.00000,0.22500,0.00000,0.12857,0.12857,0.35625,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
capture,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30559,1.00000,0.00000,0.00000,0.00000,0.33016,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.40615,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.47166,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.46087,0.00000,0.00000,0.00000,0.00000,0.00000,0.40950,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.46618,0.00000,0.45738,0.00000,0.00000,0.00000,0.00000,0.45066,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45000,0.00000,0.00000,0.00000,0.00000,0.18000,0.00000,0.22500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
cast_conversion,0.00000,0.00000,0.46026,0.30931,0.46259,0.00000,0.31194,0.45852,0.46520,0.00000,0.00000,0.45949,0.00000,1.00000,0.00000,0.30836,0.46765,0.00000,0.00000,0.45000,0.00000,0.00000,0.00000,0.00000,0.31918,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31600,0.00000,0.31688,0.31548,0.00000,0.00000,0.45867,0.00000,0.00000,0.45947,0.31491,0.00000,0.00000,0.00000,0.00000,0.46854,0.46910,0.45727,0.45701,0.00000,0.00000,0.00000,0.45352,0.30200,0.45768,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31247,0.31502,0.00000,0.00000,0.46528,0.00000,0.30458,0.31656,0.31350,0.30453,0.00000,0.00000,0.00000,0.00000,0.00000,0.45000,0.00000,0.45822,0.31384,0.32009,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.46671,0.00000,0.31656,0.46449,0.30347,0.00000,0.00000,0.00000,0.00000,0.46647,0.12857,0.00000,0.12857,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30000,0.36429,0.36429,0.00000,0.00000,0.36429,0.00000,0.30000,0.00000,0.00000,0.00000,0.00000,0.36429,0.30000,0.36429,0.36429,0.36429,0.36429,0.37500,0.22500,0.00000,0.15000,0.00000,0.45000,0.15000,0.00000,0.15000,0.00000,0.12857,0.00000,0.00000,0.22500,0.00000,0.12857,0.12857,0.00000,0.37500,0.30000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12857,0.30000,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
channel,0.00000,0.00000,0.00000,0.00000,0.00000,0.75906,0.00000,0.30221,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.76017,0.00000,0.00000,0.00000,0.00000,0.00000,0.45000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.76199,0.76903,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36429,0.37500,0.30000,0.36429,0.00000,0.00000,0.18000,0.57000,0.57000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
class,0.00000,0.00000,0.00000,0.39442,0.00000,0.00000,0.75769,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30836,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.45840,0.00000,0.00000,0.00000,0.75930,0.00000,0.00000,0.00000,0.00000,0.00000,0.45657,0.39706,0.00000,0.75960,0.39636,0.00000,0.00000,0.00000,0.00000,0.45936,0.00000,0.75534,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39199,0.00000,0.00000,0.45830,0.00000,0.00000,0.00000,0.00000,0.40095,0.39283,0.00000,0.45840,0.00000,0.00000,0.39304,0.39621,0.39598,0.39904,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75564,0.39551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39332,0.00000,0.39099,0.00000,0.45710,0.45867,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33750,0.33750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.48000,0.63750,0.63750,0.33750,0.18000,0.37500,0.00000,0.63750,0.22500,0.22500,0.18000,0.00000,0.48000,0.48000,0.48000,0.37500,0.37500,0.37500,0.39000,0.00000,0.00000,0.00000,0.00000,0.48000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39000,0.37500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.48000,0.00000,0.18000,0.00000,0.00000,0.18000,0.00000,0.00000,0.00000,0.22500,0.22500,0.00000,0.00000
closure_lambda,0.00000,0.00000,0.45761,0.00000,0.46461,0.00000,0.00000,0.46230,0.46540,0.00000,0.00000,0.76073,0.33016,0.46765,0.00000,0.00000,1.00000,0.00000,0.00000,0.45000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.32439,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.46032,0.00000,0.00000,0.45643,0.00000,0.00000,0.00000,0.00000,0.00000,0.47324,0.47519,0.45490,0.45496,0.00000,0.00000,0.00000,0.45203,0.00000,0.45784,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.32552,0.46915,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45000,0.00000,0.45474,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.47603,0.00000,0.00000,0.46277,0.00000,0.00000,0.00000,0.00000,0.00000,0.46789,0.12857,0.00000,0.12857,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22500,0.00000,0.15000,0.00000,0.15000,0.15000,0.00000,0.15000,0.00000,0.12857,0.00000,0.00000,0.22500,0.00000,0.12857,0.12857,0.35625,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
code_generation,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.76189,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.77211,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.46415,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.77102,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18000,0.33750,0.00000,0.36429,0.00000,0.48000,0.37500,0.36429,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22500,0.22500
compile_time_eval,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75181,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.76189,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.76783,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.46176,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.76575,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18000,0.33750,0.00000,0.36429,0.00000,0.48000,0.37500,0.36429,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22500,0.22500
comprehension,0.00000,0.00000,0.45000,0.00000,0.75000,0.00000,0.00000,0.45000,0.75000,0.00000,0.00000,0.45000,0.00000,0.45000,0.00000,0.00000,0.45000,0.00000,0.00000,1.00000,0.30000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75000,0.00000,0.00000,0.45000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75000,0.75068,0.75000,0.75000,0.00000,0.00000,0.00000,0.46361,0.00000,0.75000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30000,0.45000,0.30000,0.45000,0.00000,0.00000,0.00000,0.30000,0.00000,0.00000,0.00000,0.00000,0.45141,0.00000,0.00000,0.75000,0.00000,0.00000,0.30115,0.00000,0.00000,0.45231,0.12857,0.00000,0.12857,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36429,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30000,0.30000,0.00000,0.36429,0.00000,0.30000,0.37500,0.30000,0.37500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22500,0.00000,0.15000,0.00000,0.15000,0.15000,0.00000,0.15000,0.00000,0.12857,0.00000,0.00000,0.22500,0.00000,0.12857,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
constant,0.00000,0.00000,0.00000,0.00000,0.31476,0.00000,0.47136,0.00000,0.32051,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45840,0.00000,0.00000,0.00000,0.30000,1.00000,0.00000,0.00000,0.00000,0.47650,0.00000,0.00000,0.00000,0.00000,0.00000,0.47705,0.00000,0.00000,0.47685,0.00000,0.00000,0.00000,0.31667,0.00000,0.47694,0.00000,0.47086,0.00000,0.00000,0.00000,0.00000,0.32687,0.32961,0.31139,0.33052,0.00000,0.00000,0.00000,0.00000,0.00000,0.30789,0.00000,0.46955,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.47549,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.40741,0.00000,0.39774,0.00000,0.47404,0.00000,0.00000,0.39226,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31414,0.00000,0.00000,0.78088,0.46849,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33750,0.33750,0.00000,0.00000,0.30000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18000,0.33750,0.33750,0.63750,0.48000,0.00000,0.37500,0.33750,0.52500,0.52500,0.48000,0.39000,0.18000,0.18000,0.18000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18000,0.00000,0.18000,0.00000,0.00000,0.18000,0.00000,0.00000,0.00000,0.22500,0.22500,0.00000,0.00000
continue,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.45000,0.00000,0.00000,0.45000,0.00000,0.00000,0.75000,0.75000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75000,0.00000,0.75000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75000,0.00000,0.00000,0.00000,0.45000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75000,0.37500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.18000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45000,0.37500,0.48000,0.30000,0.00000,0.48000,0.63750,0.48000,0.52500,0.57000,0.00000,0.15000,0.15000,0.00000,0.15000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
defer_cleanup,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45000,1.00000,0.00000,0.00000,0.78496,0.00000,0.00000,0.45817,0.46637,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.47089,0.00000,0.45330,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45346,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45281,0.00000,0.00000,0.00000,0.76793,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.18000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.18000,0.00000,0.00000,0.18000,0.33750,0.18000,0.22500,0.27000,0.00000,0.45000,0.15000,0.00000,0.15000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
dynamic_dispatch,0.00000,0.76683,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.75292,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.76109,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75276,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.46416,0.00000,0.75214,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75437,0.00000,0.46182,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75392,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.15000,0.18000,0.15000,0.00000,0.00000,0.00000,0.18000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
