feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield,r.promise_lazy_argument,r.promise_forcing,r.missing_argument,r.dots_ellipsis,r.default_argument_lazy,r.quote_substitute_eval,r.language_object_pairlist,r.environment,r.lexical_lookup,r.superassignment,r.active_binding,r.delayed_assignment,r.closure_environment_capture,r.atomic_vector,r.list_pairlist,r.vectorized_operation,r.vector_recycling,r.coercion_lattice,r.na_value,r.na_propagation,r.nan_inf_semantics,r.complex_type,r.raw_type,r.one_based_index,r.negative_index_exclusion,r.logical_index,r.double_bracket_index,r.dollar_member_partial_match,r.attributes,r.s3_dispatch,r.s4_dispatch,r.condition_system,r.restarts_unwind,r.on_exit_cleanup,r.copy_on_modify_named,r.gc_protect,r.altrep,r.ffi_C_Call_External,r.native_registration,r.namespace_package,r.bytecode_compiler,r.rng_state
ownership,0.6500,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9000,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4667,0.7375,0.3583,0.3900,0.1083,0.0000,0.0000,0.0000
parameter,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.6500,0.0000,0.0000,0.0000,0.0000,0.2500,0.1300,0.0000,0.0000,0.6500,0.0000,0.0000,0.0000,0.0000,0.6500,0.0000,0.0000,0.0000,0.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.9000,0.1300,0.0000,0.6500,0.1300,0.0000,0.0000,0.0000,0.0000,0.6500,0.0000,0.6500,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.6500,0.0000,0.1300,0.0000,0.0000,0.1300,0.1300,0.0000,0.0000,0.0000,0.1300,0.1300,0.1300,0.1300,0.1300,0.0000,0.1300,0.0000,0.0000,0.1300,0.0000,0.1300,0.0000,0.6500,0.1300,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.1300,0.0000,0.1300,0.0000,0.6500,0.6500,0.0000,0.0000,0.2500,0.2500,0.2500,0.4357,0.4667,0.3312,0.3429,0.2167,0.0929,0.0813,0.0929,0.0929,0.0929,0.0929,0.1083,0.0929,0.0000,0.0929,0.1083,0.0000,0.1300,0.1083,0.1083,0.0000,0.0000,0.1083,0.0000,0.1083,0.0929,0.1857,0.3250,0.0929,0.0000,0.0000,0.0000,0.0000,0.1083,0.0000,0.1083,0.2167,0.0000,0.0000
pattern,0.0000,0.0000,0.6500,0.0000,0.6500,0.0000,0.0000,0.9000,0.6500,0.3583,0.0000,0.6500,0.0000,0.6500,0.0000,0.0000,0.6500,0.0000,0.0000,0.9000,0.2500,0.3583,0.1083,0.0000,0.2500,0.1083,0.0000,0.0000,0.3583,0.3583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3583,0.6500,0.3583,0.0000,0.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.9000,0.9000,0.9000,0.9000,0.0000,0.0000,0.0000,0.6500,0.0000,0.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3583,0.0000,0.6500,0.0000,0.6500,0.2500,0.0000,0.3583,0.0000,0.0000,0.0000,0.1083,0.0000,0.6500,0.0000,0.0000,0.6500,0.0000,0.0000,0.0000,0.2500,0.3583,0.9000,0.3250,0.1857,0.3900,0.2786,0.1857,0.2786,0.1857,0.0000,0.0813,0.1625,0.0813,0.1857,0.0813,0.1857,0.2167,0.3250,0.1857,0.0813,0.2167,0.3250,0.1083,0.0929,0.0929,0.3900,0.2600,0.2167,0.2600,0.2167,0.1857,0.0722,0.0722,0.0000,0.0929,0.0929,0.0813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0929
pointer,0.0000,0.2500,0.0000,0.6500,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.6500,0.2500,0.1300,0.6500,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000,0.1300,0.0000,0.0000,0.2500,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.6500,0.0000,0.2500,0.1300,0.0000,0.0000,0.0000,0.0000,0.6500,0.6500,0.2500,0.1300,0.0000,0.0000,0.6500,0.6500,0.6500,0.6500,0.0000,0.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6500,0.6500,0.0000,0.6500,0.2500,0.1300,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0929,0.0929,0.0000,0.0000,0.0000,0.0000,0.0000,0.2167,0.1083,0.0929,0.0929,0.3900,0.1083,0.0929,0.1300,0.2600,0.2600,0.0000,0.0000,0.1083,0.0000,0.0000,0.0929,0.0000,0.0813,0.0929,0.0000,0.0000,0.2500,0.2500,0.3583,0.0000,0.0000,0.0000,0.0000,0.0000
primitive_bool,0.0000,0.0000,0.2500,0.9000,0.0000,0.0000,0.1300,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.9000,0.0000,0.1300,0.6500,0.0000,0.0000,0.0000,0.0000,0.1300,0.2500,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.9000,0.2500,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.9000,0.9000,0.0000,0.1300,0.0000,0.6500,0.0000,0.9000,0.9000,0.9000,0.0000,0.9000,0.0000,0.0000,0.0000,0.2500,0.0000,0.2500,0.1300,0.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.9000,0.9000,0.2500,0.9000,0.0000,0.1300,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0929,0.0929,0.0000,0.0000,0.0000,0.0000,0.0000,0.4667,0.3583,0.3429,0.3429,0.6400,0.3583,0.3429,0.3800,0.5100,0.5100,0.2500,0.2500,0.3583,0.2500,0.2500,0.0929,0.0000,0.0813,0.0929,0.0000,0.0000,0.0000,0.0000,0.1083,0.0000,0.0000,0.0000,0.0000,0.0000
primitive_float,0.0000,0.0000,0.2500,0.9000,0.0000,0.0000,0.1300,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.9000,0.0000,0.1300,0.6500,0.0000,0.0000,0.0000,0.0000,0.1300,0.2500,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.9000,0.2500,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.9000,0.9000,0.0000,0.1300,0.0000,0.6500,0.9000,0.0000,0.9000,0.9000,0.0000,0.9000,0.0000,0.0000,0.0000,0.2500,0.0000,0.2500,0.1300,0.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.9000,0.9000,0.2500,0.9000,0.0000,0.1300,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0929,0.0929,0.0000,0.0000,0.0000,0.0000,0.0000,0.4667,0.3583,0.3429,0.3429,0.6400,0.3583,0.3429,0.3800,0.5100,0.5100,0.2500,0.2500,0.3583,0.2500,0.2500,0.0929,0.0000,0.0813,0.0929,0.0000,0.0000,0.0000,0.0000,0.1083,0.0000,0.0000,0.0000,0.0000,0.0000
primitive_integer,0.0000,0.0000,0.2500,0.9000,0.0000,0.0000,0.1300,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.9000,0.0000,0.1300,0.6500,0.0000,0.0000,0.0000,0.0000,0.1300,0.2500,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.9000,0.2500,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.9000,0.9000,0.0000,0.1300,0.0000,0.6500,0.9000,0.9000,0.0000,0.9000,0.0000,0.9000,0.0000,0.0000,0.0000,0.2500,0.0000,0.2500,0.1300,0.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.9000,0.9000,0.2500,0.9000,0.0000,0.1300,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0929,0.0929,0.0000,0.0000,0.0000,0.0000,0.0000,0.4667,0.3583,0.3429,0.3429,0.6400,0.3583,0.3429,0.3800,0.5100,0.5100,0.2500,0.2500,0.3583,0.2500,0.2500,0.0929,0.0000,0.0813,0.0929,0.0000,0.0000,0.0000,0.0000,0.1083,0.0000,0.0000,0.0000,0.0000,0.0000
primitive_string,0.0000,0.0000,0.2500,0.9000,0.0000,0.0000,0.1300,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.9000,0.0000,0.1300,0.6500,0.0000,0.0000,0.0000,0.0000,0.1300,0.2500,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.9000,0.2500,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.9000,0.9000,0.0000,0.1300,0.0000,0.6500,0.9000,0.9000,0.9000,0.0000,0.0000,0.9000,0.0000,0.0000,0.0000,0.2500,0.0000,0.2500,0.1300,0.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.9000,0.9000,0.2500,0.9000,0.0000,0.1300,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0929,0.0929,0.0000,0.0000,0.0000,0.0000,0.0000,0.4667,0.3583,0.3429,0.3429,0.6400,0.3583,0.3429,0.3800,0.5100,0.5100,0.2500,0.2500,0.3583,0.2500,0.2500,0.0929,0.0000,0.0813,0.0929,0.0000,0.0000,0.0000,0.0000,0.1083,0.0000,0.0000,0.0000,0.0000,0.0000
random,0.0000,0.6500,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6500,0.0000,0.0000,0.0000,0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9000,0.0000,0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.2500,0.0000,0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0929,0.2167,0.1083,0.0000,0.0929,0.0813,0.0929,0.0929,0.0929,0.0813,0.2167,0.0929,0.0929,0.0929,0.1083,0.0929,0.2167,0.0929,0.1083,0.0929,0.1300,0.1083,0.1083,0.1083,0.1300,0.1083,0.1300,0.1083,0.2167,0.1857,0.0813,0.2167,0.1083,0.1083,0.2167,0.1083,0.1083,0.2167,0.1083,0.0929,0.1083,0.7375
reference,0.0000,0.0000,0.2500,0.9000,0.0000,0.0000,0.1300,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.9000,0.0000,0.1300,0.6500,0.0000,0.0000,0.0000,0.0000,0.1300,0.2500,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.9000,0.2500,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.9000,0.9000,0.0000,0.1300,0.0000,0.6500,0.9000,0.9000,0.9000,0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.2500,0.1300,0.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.9000,0.9000,0.2500,0.9000,0.0000,0.1300,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0929,0.0929,0.0000,0.0000,0.0000,0.0000,0.0000,0.4667,0.3583,0.3429,0.3429,0.6400,0.3583,0.3429,0.3800,0.5100,0.5100,0.2500,0.2500,0.3583,0.2500,0.2500,0.0929,0.0000,0.0813,0.0929,0.0000,0.0000,0.0000,0.0000,0.1083,0.0000,0.0000,0.0000,0.0000,0.0000
reflection,0.0000,0.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.2500,0.0000,0.0000,0.0000,0.0000,0.6500,0.0000,0.0000,0.0000,0.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6500,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6500,0.0000,0.6500,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0929,0.2167,0.1083,0.0000,0.0929,0.0813,0.0929,0.0929,0.0929,0.0813,0.2167,0.0929,0.0929,0.0929,0.1083,0.0929,0.2167,0.0929,0.1083,0.0929,0.1300,0.1083,0.1083,0.1083,0.1300,0.1083,0.1300,0.1083,0.2167,0.1857,0.0813,0.2167,0.1083,0.1083,0.2167,0.1083,0.1083,0.2167,0.1083,0.0929,0.3583,0.4875
return,0.0000,0.0000,0.1083,0.0000,0.1083,0.0000,0.0000,0.3583,0.1083,0.9000,0.0000,0.1083,0.0000,0.1083,0.0000,0.0000,0.1083,0.0000,0.0000,0.3583,0.2500,0.9000,0.6500,0.0000,0.2500,0.6500,0.0000,0.0000,0.9000,0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9000,0.1083,0.9000,0.0000,0.1083,0.0000,0.0000,0.0000,0.0000,0.0000,0.3583,0.3583,0.3583,0.3583,0.0000,0.0000,0.0000,0.1083,0.0000,0.1083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1083,0.0000,0.1083,0.2500,0.0000,0.9000,0.0000,0.0000,0.0000,0.6500,0.0000,0.1083,0.0000,0.0000,0.1083,0.0000,0.0000,0.0000,0.2500,0.9000,0.3583,0.0929,0.0929,0.1083,0.0813,0.0929,0.0813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0929,0.0000,0.0000,0.0000,0.0929,0.0000,0.0000,0.0000,0.0929,0.0000,0.0000,0.0000,0.1083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2167,0.4875,0.4875,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
scope,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.9000,0.0000,0.0000,0.1300,0.2500,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.2500,0.0000,0.1300,0.0000,0.1300,0.0000,0.0000,0.0000,0.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000,0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9000,0.0000,0.1300,0.0000,0.0000,0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3800,0.1300,0.0000,0.0000,0.0929,0.0929,0.0000,0.1857,0.0929,0.0813,0.0000,0.6400,0.6400,0.5750,0.4667,0.4667,0.6400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1083,0.0000,0.0813,0.0813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2167,0.0000,0.0000
set,0.0000,0.0000,0.9000,0.2500,0.6500,0.0000,0.0000,0.6500,0.9000,0.1083,0.0000,0.6500,0.0000,0.9000,0.0000,0.0000,0.6500,0.0000,0.0000,0.6500,0.0000,0.1083,0.1083,0.0000,0.0000,0.1083,0.0000,0.0000,0.1083,0.1083,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.1083,0.6500,0.1083,0.0000,0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6500,0.6500,0.6500,0.6500,0.0000,0.0000,0.0000,0.9000,0.2500,0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.2500,0.0000,0.0000,0.6500,0.0000,0.2500,0.2500,0.2500,0.2500,0.0000,0.2500,0.0000,0.1083,0.0000,0.0000,0.0000,0.9000,0.0000,0.0000,0.1083,0.0000,0.0000,0.0000,0.1083,0.0000,0.9000,0.2500,0.2500,0.9000,0.2500,0.0000,0.0000,0.0000,0.1083,0.6500,0.3250,0.1857,0.3900,0.2786,0.1857,0.2786,0.1857,0.0000,0.0813,0.1625,0.0813,0.1857,0.0813,0.4357,0.4667,0.5750,0.4357,0.3312,0.4667,0.5750,0.3583,0.3429,0.3429,0.6400,0.5100,0.4667,0.5100,0.4667,0.1857,0.0722,0.0722,0.0000,0.0929,0.0929,0.0813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0929
shadowing,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.9000,0.0000,0.0000,0.1300,0.2500,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.2500,0.0000,0.1300,0.0000,0.1300,0.0000,0.0000,0.0000,0.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000,0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9000,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3800,0.1300,0.0000,0.0000,0.0929,0.0929,0.0000,0.1857,0.0929,0.0813,0.0000,0.6400,0.6400,0.5750,0.4667,0.4667,0.6400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1083,0.0000,0.0813,0.0813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2167,0.0000,0.0000
slice,0.0000,0.0000,0.9000,0.2500,0.6500,0.0000,0.0000,0.6500,0.9000,0.1083,0.0000,0.6500,0.0000,0.9000,0.0000,0.0000,0.6500,0.0000,0.0000,0.6500,0.0000,0.1083,0.1083,0.0000,0.0000,0.1083,0.0000,0.0000,0.1083,0.1083,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.1083,0.6500,0.1083,0.0000,0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6500,0.6500,0.6500,0.6500,0.0000,0.0000,0.0000,0.9000,0.2500,0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.2500,0.0000,0.0000,0.6500,0.0000,0.2500,0.2500,0.2500,0.2500,0.0000,0.2500,0.0000,0.1083,0.0000,0.9000,0.0000,0.0000,0.0000,0.0000,0.1083,0.0000,0.0000,0.0000,0.1083,0.0000,0.9000,0.2500,0.2500,0.9000,0.2500,0.0000,0.0000,0.0000,0.1083,0.6500,0.3250,0.1857,0.3900,0.2786,0.1857,0.2786,0.1857,0.0000,0.0813,0.1625,0.0813,0.1857,0.0813,0.4357,0.4667,0.5750,0.4357,0.3312,0.4667,0.5750,0.3583,0.3429,0.3429,0.6400,0.5100,0.4667,0.5100,0.4667,0.1857,0.0722,0.0722,0.0000,0.0929,0.0929,0.0813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0929
struct,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.6500,0.2500,0.0000,0.2500,0.0000,0.0000,0.1300,0.0000,0.0000,0.6500,0.0000,0.0000,0.0000,0.2500,0.9000,0.2500,0.0000,0.0000,0.9000,0.0000,0.0000,0.0000,0.2500,0.2500,0.6500,0.1300,0.0000,0.6500,0.1300,0.0000,0.2500,0.0000,0.2500,0.6500,0.0000,0.6500,0.0000,0.0000,0.0000,0.1300,0.2500,0.2500,0.2500,0.2500,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.6500,0.0000,0.1300,0.0000,0.0000,0.1300,0.1300,0.0000,0.6500,0.2500,0.1300,0.1300,0.1300,0.1300,0.1300,0.0000,0.1300,0.0000,0.2500,0.1300,0.0000,0.1300,0.0000,0.0000,0.1300,0.2500,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.1300,0.0000,0.1300,0.0000,0.6500,0.9000,0.2500,0.2500,0.0000,0.0000,0.0000,0.1857,0.2167,0.0813,0.0929,0.2167,0.0929,0.0813,0.0929,0.0929,0.0929,0.0929,0.1083,0.0929,0.0000,0.0929,0.1083,0.0000,0.1300,0.1083,0.1083,0.0000,0.0000,0.1083,0.0000,0.1083,0.0929,0.1857,0.3250,0.0929,0.0000,0.0000,0.0000,0.0000,0.1083,0.0000,0.1083,0.2167,0.0000,0.0000
subtyping,0.0000,0.0000,0.0000,0.6500,0.0000,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.2500,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.6500,0.0000,0.3800,0.9000,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6500,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.6500,0.6500,0.0000,0.1300,0.0000,0.6500,0.6500,0.6500,0.6500,0.6500,0.0000,0.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6500,0.6500,0.0000,0.6500,0.0000,0.1300,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0929,0.0929,0.0000,0.0000,0.0000,0.0000,0.0000,0.2167,0.1083,0.0929,0.0929,0.3900,0.1083,0.0929,0.1300,0.2600,0.2600,0.0000,0.0000,0.1083,0.0000,0.0000,0.3429,0.2500,0.3312,0.0929,0.0000,0.0000,0.0000,0.0000,0.1083,0.0000,0.0000,0.0000,0.0000,0.0000
