feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield,r.promise_lazy_argument,r.promise_forcing,r.missing_argument,r.dots_ellipsis,r.default_argument_lazy,r.quote_substitute_eval,r.language_object_pairlist,r.environment,r.lexical_lookup,r.superassignment,r.active_binding,r.delayed_assignment,r.closure_environment_capture,r.atomic_vector,r.list_pairlist,r.vectorized_operation,r.vector_recycling,r.coercion_lattice,r.na_value,r.na_propagation,r.nan_inf_semantics,r.complex_type,r.raw_type,r.one_based_index,r.negative_index_exclusion,r.logical_index,r.double_bracket_index,r.dollar_member_partial_match,r.attributes,r.s3_dispatch,r.s4_dispatch,r.condition_system,r.restarts_unwind,r.on_exit_cleanup,r.copy_on_modify_named,r.gc_protect,r.altrep,r.ffi_C_Call_External,r.native_registration,r.namespace_package,r.bytecode_compiler,r.rng_state
bytecode_vm,0.000123,0.000522,0.000051,0.000031,0.000051,0.000000,0.000169,0.000051,0.000051,0.000006,1.014130,0.000093,0.000049,0.000051,0.000000,0.000169,0.000051,0.062903,0.062903,0.000051,0.000126,0.000006,0.000006,0.000529,0.000126,0.000006,0.000123,0.000485,0.000006,0.000006,0.000168,0.000031,0.000075,0.000169,0.000075,0.000485,0.000006,0.000051,0.000006,0.000211,0.000051,0.000169,0.000485,0.062903,0.000075,0.000086,0.000051,0.000051,0.000051,0.000051,0.000000,0.062903,0.000075,0.000051,0.000031,0.000051,0.000037,0.000211,0.000485,0.000049,0.000485,0.062903,0.000031,0.000031,0.000075,0.000168,0.000051,0.000068,0.000031,0.000031,0.000031,0.000031,0.000485,0.000031,0.018448,0.000006,0.000049,0.000051,0.000049,0.000051,0.000126,0.000075,0.000006,0.000049,0.000000,0.000000,0.000006,0.000485,0.000051,0.000031,0.000031,0.000051,0.000031,0.000075,0.000126,0.000126,0.000006,0.000051,0.000392,0.000386,0.000359,0.000181,0.000398,0.006312,0.007175,0.000352,0.000320,0.000143,0.000363,0.000363,0.000320,0.000295,0.000343,0.000281,0.000294,0.000273,0.000341,0.000246,0.000368,0.000314,0.000314,0.000282,0.000319,0.000314,0.000319,0.000325,0.000394,0.006347,0.006338,0.000346,0.000247,0.000104,0.000320,0.000326,0.008232,0.000397,0.008269,0.007177,0.052967,0.000391
call,0.000006,0.000222,0.012115,0.000506,0.011815,0.000007,0.000258,0.012010,0.012115,0.002590,0.000024,1.002376,0.000288,0.012115,0.000007,0.000258,0.011815,0.000024,0.000024,0.012010,0.000564,0.002590,0.002302,0.000237,0.000564,0.002302,0.000006,0.000222,0.002590,0.002590,0.004159,0.000506,0.000013,0.000258,0.000111,0.000222,0.002590,0.011815,0.002590,0.000236,0.012115,0.000258,0.000222,0.000024,0.000013,0.000155,0.012010,0.012010,0.012010,0.012010,0.000007,0.000024,0.000013,0.012115,0.000506,0.012115,0.000007,0.000236,0.000222,0.000288,0.000222,0.000024,0.000506,0.000506,0.000013,0.004159,0.012010,0.000096,0.000506,0.000506,0.000506,0.000506,0.000222,0.000506,0.000215,0.002590,0.000288,0.012115,0.000288,0.012115,0.000564,0.000111,0.002590,0.000288,0.000007,0.000007,0.002302,0.000222,0.012115,0.000506,0.000506,0.012115,0.000506,0.000013,0.000377,0.000564,0.002590,0.012010,0.010149,0.007698,0.011282,0.009238,0.007721,0.009301,0.007587,0.000525,0.001991,0.003318,0.001959,0.003914,0.001991,0.004040,0.004619,0.006642,0.004043,0.002154,0.004629,0.006573,0.002713,0.002389,0.002383,0.007785,0.005400,0.004669,0.005416,0.004686,0.003649,0.001650,0.001670,0.000408,0.002124,0.002022,0.001692,0.000155,0.000251,0.000165,0.000212,0.000342,0.000205,0.001925
capture,0.000086,0.000426,0.000489,0.000202,0.009511,0.000000,0.005632,0.000550,0.000489,0.000153,0.000026,0.000594,1.004921,0.000489,0.000000,0.005632,0.009511,0.000026,0.000026,0.000550,0.005607,0.000153,0.000081,0.000373,0.005607,0.000081,0.000086,0.000265,0.000153,0.000153,0.005640,0.000202,0.000161,0.005632,0.000299,0.000265,0.000153,0.009511,0.000153,0.005606,0.000489,0.005632,0.000265,0.000026,0.000161,0.023004,0.000550,0.000550,0.000550,0.000550,0.000000,0.000026,0.000161,0.000489,0.000202,0.000489,0.000161,0.005606,0.000265,0.031802,0.000265,0.000026,0.000202,0.000202,0.000161,0.005640,0.000550,0.000352,0.000202,0.000202,0.000202,0.000202,0.000265,0.000202,0.000265,0.000153,0.031802,0.000489,0.031802,0.000489,0.005607,0.000299,0.000153,0.031802,0.000000,0.000000,0.000081,0.000265,0.000489,0.000202,0.000202,0.000489,0.000202,0.000161,0.014523,0.005607,0.000153,0.000550,0.004109,0.004172,0.000708,0.007507,0.004301,0.003732,0.000648,0.023640,0.023661,0.021208,0.017490,0.017598,0.023661,0.000465,0.000531,0.000671,0.000499,0.000416,0.000531,0.000524,0.000553,0.000475,0.000475,0.000618,0.000563,0.000655,0.000575,0.004719,0.000629,0.003768,0.003827,0.000413,0.000250,0.000187,0.000514,0.000330,0.000531,0.000291,0.000461,0.008492,0.000262,0.000401
cast_conversion,0.000005,0.000200,0.012726,0.003952,0.009330,0.000006,0.000201,0.009479,0.012726,0.002012,0.000010,0.009333,0.000183,1.002497,0.000006,0.000201,0.009330,0.000010,0.000010,0.009479,0.000437,0.002012,0.001791,0.000211,0.000437,0.001791,0.000005,0.000200,0.002012,0.002012,0.000301,0.003952,0.000010,0.000201,0.000492,0.000200,0.002012,0.009330,0.002012,0.000184,0.012726,0.000201,0.000200,0.000010,0.000010,0.000080,0.009479,0.009479,0.009479,0.009479,0.000006,0.000010,0.000010,0.012726,0.003952,0.012726,0.000005,0.000184,0.000200,0.000183,0.000200,0.000010,0.003952,0.003952,0.000010,0.000301,0.009479,0.000480,0.003952,0.003952,0.003952,0.003952,0.000200,0.003952,0.000194,0.002012,0.000183,0.012726,0.000183,0.012726,0.000437,0.000492,0.002012,0.000183,0.000006,0.000006,0.001791,0.000200,0.012726,0.003952,0.003952,0.012726,0.003952,0.000010,0.000292,0.000437,0.002012,0.009479,0.004958,0.003045,0.005871,0.004187,0.003035,0.004322,0.003107,0.000440,0.001534,0.002600,0.001565,0.003072,0.001534,0.006584,0.006961,0.008557,0.006501,0.005214,0.006984,0.008481,0.005521,0.005335,0.005325,0.009377,0.007546,0.007044,0.007554,0.006926,0.003014,0.001301,0.001380,0.000394,0.001672,0.001560,0.001362,0.000145,0.000288,0.000148,0.000157,0.000214,0.000162,0.001546
channel,0.000000,0.002191,0.000028,0.000000,0.000028,0.059878,0.000000,0.000028,0.000028,0.000000,0.000000,0.000028,0.000000,0.000028,1.011967,0.000000,0.000028,0.000000,0.000000,0.000028,0.000000,0.000000,0.000000,0.001671,0.000000,0.000000,0.000000,0.018795,0.000000,0.000000,0.000000,0.000000,0.000520,0.000000,0.000000,0.018795,0.000000,0.000028,0.000000,0.000000,0.000028,0.000000,0.018795,0.000000,0.000520,0.000520,0.000028,0.000028,0.000028,0.000028,0.059878,0.000000,0.000520,0.000028,0.000000,0.000028,0.043588,0.000000,0.018795,0.000000,0.018795,0.000000,0.000000,0.000000,0.000520,0.000000,0.000028,0.000520,0.000000,0.000000,0.000000,0.000000,0.018795,0.000000,0.001671,0.000000,0.000000,0.000028,0.000000,0.000028,0.000000,0.000000,0.000000,0.000000,0.059878,0.059878,0.000000,0.018795,0.000028,0.000000,0.000000,0.000028,0.000000,0.000520,0.000000,0.000000,0.000000,0.000028,0.000273,0.000605,0.000319,0.000021,0.000273,0.000212,0.000242,0.000242,0.000273,0.000239,0.000564,0.000242,0.000273,0.000242,0.000282,0.000273,0.000605,0.000242,0.000282,0.000273,0.000337,0.000282,0.000282,0.000319,0.000382,0.000319,0.000382,0.000319,0.000564,0.000484,0.000212,0.000564,0.000282,0.000282,0.001125,0.000802,0.000802,0.000564,0.000282,0.000242,0.000282,0.018497
class,0.000216,0.000325,0.000375,0.004138,0.000409,0.000000,0.022307,0.000420,0.000375,0.000281,0.000064,0.000371,0.003928,0.000375,0.000000,1.003398,0.000409,0.000064,0.000064,0.000420,0.016787,0.000281,0.000042,0.006062,0.016787,0.000042,0.000216,0.000274,0.000281,0.000281,0.016699,0.004138,0.000065,0.022307,0.009725,0.000274,0.000281,0.000409,0.000281,0.016688,0.000375,0.022307,0.000274,0.000064,0.000065,0.003736,0.000420,0.000420,0.000420,0.000420,0.000000,0.000064,0.000065,0.000375,0.004138,0.000375,0.000051,0.016688,0.000274,0.003928,0.000274,0.000064,0.004138,0.004138,0.000065,0.016699,0.000420,0.003970,0.004138,0.004138,0.004138,0.004138,0.000274,0.004138,0.000274,0.000281,0.003928,0.000375,0.003928,0.000375,0.016787,0.009725,0.000281,0.003928,0.000000,0.000000,0.000042,0.000274,0.000375,0.004138,0.004138,0.000375,0.004138,0.000065,0.016756,0.016787,0.000281,0.000420,0.000530,0.000564,0.000458,0.005171,0.005984,0.002688,0.003028,0.006292,0.003100,0.002724,0.003100,0.003075,0.003100,0.003095,0.003411,0.002973,0.000605,0.003212,0.003414,0.000565,0.003981,0.003520,0.003517,0.000514,0.000527,0.003391,0.000532,0.003368,0.008636,0.010972,0.014532,0.002670,0.000181,0.000103,0.000264,0.000204,0.003140,0.000392,0.003167,0.006096,0.000222,0.000262
closure_lambda,0.000006,0.000212,0.011498,0.000471,0.014948,0.000007,0.000270,0.011398,0.011498,0.002442,0.000013,0.011218,0.004384,0.011498,0.000007,0.000270,1.002371,0.000013,0.000013,0.011398,0.000561,0.002442,0.002169,0.000226,0.000561,0.002169,0.000006,0.000212,0.002442,0.002442,0.000393,0.000471,0.000013,0.000270,0.000095,0.000212,0.002442,0.014948,0.002442,0.000249,0.011498,0.000270,0.000212,0.000013,0.000013,0.000575,0.011398,0.011398,0.011398,0.011398,0.000007,0.000013,0.000013,0.011498,0.000471,0.011498,0.000007,0.000249,0.000212,0.004384,0.000212,0.000013,0.000471,0.000471,0.000013,0.000393,0.011398,0.000081,0.000471,0.000471,0.000471,0.000471,0.000212,0.000471,0.000205,0.002442,0.004384,0.011498,0.004384,0.011498,0.000561,0.000095,0.002442,0.004384,0.000007,0.000007,0.002169,0.000212,0.011498,0.000471,0.000471,0.011498,0.000471,0.000013,0.004098,0.000561,0.002442,0.011398,0.006056,0.003770,0.007049,0.005247,0.003736,0.005253,0.003571,0.004500,0.005903,0.007129,0.005773,0.007602,0.005903,0.003818,0.004362,0.006290,0.003858,0.002047,0.004373,0.006234,0.002577,0.002270,0.002264,0.007380,0.005144,0.004437,0.005155,0.004549,0.003454,0.001616,0.001607,0.000380,0.001992,0.001907,0.001605,0.000144,0.000213,0.000159,0.000166,0.000447,0.000175,0.001826
code_generation,0.000123,0.000522,0.000051,0.000031,0.000051,0.000000,0.000169,0.000051,0.000051,0.000006,0.062903,0.000093,0.000049,0.000051,0.000000,0.000169,0.000051,1.014130,0.062903,0.000051,0.000126,0.000006,0.000006,0.000529,0.000126,0.000006,0.000123,0.000485,0.000006,0.000006,0.000168,0.000031,0.000075,0.000169,0.000075,0.000485,0.000006,0.000051,0.000006,0.000211,0.000051,0.000169,0.000485,0.062903,0.000075,0.000086,0.000051,0.000051,0.000051,0.000051,0.000000,0.062903,0.000075,0.000051,0.000031,0.000051,0.000037,0.000211,0.000485,0.000049,0.000485,0.062903,0.000031,0.000031,0.000075,0.000168,0.000051,0.000068,0.000031,0.000031,0.000031,0.000031,0.000485,0.000031,0.018448,0.000006,0.000049,0.000051,0.000049,0.000051,0.000126,0.000075,0.000006,0.000049,0.000000,0.000000,0.000006,0.000485,0.000051,0.000031,0.000031,0.000051,0.000031,0.000075,0.000126,0.000126,0.000006,0.000051,0.000392,0.000386,0.000359,0.000181,0.000398,0.006312,0.007175,0.000352,0.000320,0.000143,0.000363,0.000363,0.000320,0.000295,0.000343,0.000281,0.000294,0.000273,0.000341,0.000246,0.000368,0.000314,0.000314,0.000282,0.000319,0.000314,0.000319,0.000325,0.000394,0.006347,0.006338,0.000346,0.000247,0.000104,0.000320,0.000326,0.008232,0.000397,0.008269,0.007177,0.052967,0.000391
compile_time_eval,0.000123,0.000522,0.000051,0.000031,0.000051,0.000000,0.000169,0.000051,0.000051,0.000006,0.062903,0.000093,0.000049,0.000051,0.000000,0.000169,0.000051,0.062903,1.014130,0.000051,0.000126,0.000006,0.000006,0.000529,0.000126,0.000006,0.000123,0.000485,0.000006,0.000006,0.000168,0.000031,0.000075,0.000169,0.000075,0.000485,0.000006,0.000051,0.000006,0.000211,0.000051,0.000169,0.000485,0.062903,0.000075,0.000086,0.000051,0.000051,0.000051,0.000051,0.000000,0.062903,0.000075,0.000051,0.000031,0.000051,0.000037,0.000211,0.000485,0.000049,0.000485,0.062903,0.000031,0.000031,0.000075,0.000168,0.000051,0.000068,0.000031,0.000031,0.000031,0.000031,0.000485,0.000031,0.018448,0.000006,0.000049,0.000051,0.000049,0.000051,0.000126,0.000075,0.000006,0.000049,0.000000,0.000000,0.000006,0.000485,0.000051,0.000031,0.000031,0.000051,0.000031,0.000075,0.000126,0.000126,0.000006,0.000051,0.000392,0.000386,0.000359,0.000181,0.000398,0.006312,0.007175,0.000352,0.000320,0.000143,0.000363,0.000363,0.000320,0.000295,0.000343,0.000281,0.000294,0.000273,0.000341,0.000246,0.000368,0.000314,0.000314,0.000282,0.000319,0.000314,0.000319,0.000325,0.000394,0.006347,0.006338,0.000346,0.000247,0.000104,0.000320,0.000326,0.008232,0.000397,0.008269,0.007177,0.052967,0.000391
comprehension,0.000006,0.000159,0.011015,0.000461,0.010747,0.000007,0.000262,0.014479,0.011015,0.006259,0.000012,0.010751,0.000239,0.011015,0.000007,0.000262,0.010747,0.000012,0.000012,1.002613,0.004080,0.006259,0.002466,0.000172,0.004080,0.002466,0.000006,0.000159,0.006259,0.006259,0.000378,0.000461,0.000012,0.000262,0.000107,0.000159,0.006259,0.010747,0.006259,0.000242,0.011015,0.000262,0.000159,0.000012,0.000012,0.000120,0.014479,0.014479,0.014479,0.014479,0.000007,0.000012,0.000012,0.011015,0.000461,0.011015,0.000006,0.000242,0.000159,0.000239,0.000159,0.000012,0.000461,0.000461,0.000012,0.000378,0.014479,0.000093,0.000461,0.000461,0.000461,0.000461,0.000159,0.000461,0.000153,0.006259,0.000239,0.011015,0.000239,0.011015,0.004080,0.000107,0.006259,0.000239,0.000007,0.000007,0.002466,0.000159,0.011015,0.000461,0.000461,0.011015,0.000461,0.000012,0.000368,0.004080,0.006259,0.014479,0.005691,0.003482,0.006738,0.004898,0.003519,0.004946,0.003374,0.000410,0.001709,0.002946,0.001708,0.003504,0.001709,0.003614,0.004132,0.006011,0.003612,0.001922,0.004142,0.005948,0.002421,0.002132,0.002127,0.007041,0.004837,0.004183,0.004846,0.004180,0.003259,0.001442,0.001478,0.000461,0.002170,0.002096,0.001483,0.000111,0.000189,0.000118,0.000151,0.000244,0.000131,0.001688
constant,0.000185,0.000162,0.000697,0.003401,0.000726,0.000000,0.014369,0.005605,0.000697,0.005682,0.000040,0.000694,0.003348,0.000697,0.000000,0.014369,0.000726,0.000040,0.000040,0.005605,1.002908,0.005682,0.000640,0.000445,0.019138,0.000640,0.000185,0.000119,0.005682,0.005682,0.014214,0.003401,0.000056,0.014369,0.003538,0.000119,0.005682,0.000726,0.005682,0.014205,0.000697,0.014369,0.000119,0.000040,0.000056,0.003183,0.005605,0.005605,0.005605,0.005605,0.000000,0.000040,0.000056,0.000697,0.003401,0.000697,0.000043,0.014205,0.000119,0.003348,0.000119,0.000040,0.003401,0.003401,0.000056,0.014214,0.005605,0.003257,0.003401,0.003401,0.003401,0.003401,0.000119,0.003401,0.000119,0.005682,0.003348,0.000697,0.003348,0.000697,0.019138,0.003538,0.005682,0.003348,0.000000,0.000000,0.000640,0.000119,0.000697,0.003401,0.003401,0.000697,0.003401,0.000056,0.014263,0.019138,0.005682,0.005605,0.000652,0.000591,0.000632,0.004597,0.005230,0.002416,0.002565,0.005307,0.002648,0.002355,0.002587,0.002731,0.002648,0.002616,0.002908,0.002695,0.000506,0.002646,0.002914,0.000652,0.003344,0.002931,0.002928,0.000664,0.000512,0.002909,0.000516,0.002908,0.002683,0.004635,0.007669,0.002379,0.000582,0.000521,0.000207,0.000143,0.002601,0.000279,0.002644,0.005133,0.000143,0.000177
continue,0.000000,0.000107,0.003681,0.000144,0.003626,0.000000,0.000275,0.009855,0.003681,0.022777,0.000002,0.003651,0.000105,0.003681,0.000000,0.000275,0.003626,0.000002,0.000002,0.009855,0.006511,1.004221,0.016904,0.000107,0.006511,0.016904,0.000000,0.000107,0.022777,0.022777,0.000333,0.000144,0.000000,0.000275,0.000063,0.000107,0.022777,0.003626,0.022777,0.000275,0.003681,0.000275,0.000107,0.000002,0.000000,0.000073,0.009855,0.009855,0.009855,0.009855,0.000000,0.000002,0.000000,0.003681,0.000144,0.003681,0.000000,0.000275,0.000107,0.000105,0.000107,0.000002,0.000144,0.000144,0.000000,0.000333,0.009855,0.000063,0.000144,0.000144,0.000144,0.000144,0.000107,0.000144,0.000107,0.022777,0.000105,0.003681,0.000105,0.003681,0.006511,0.000063,0.022777,0.000105,0.000000,0.000000,0.016904,0.000107,0.003681,0.000144,0.000144,0.003681,0.000144,0.000000,0.000307,0.006511,0.022777,0.009855,0.002953,0.002818,0.003428,0.002620,0.002863,0.002606,0.000410,0.000221,0.000283,0.000354,0.000286,0.002788,0.000283,0.000417,0.000469,0.002999,0.000422,0.000286,0.000473,0.002953,0.000354,0.000312,0.000311,0.003443,0.000498,0.000487,0.000502,0.000490,0.000371,0.000260,0.000288,0.006105,0.012969,0.012923,0.000199,0.000052,0.000109,0.000081,0.000101,0.000164,0.000075,0.000227
defer_cleanup,0.000000,0.000208,0.004228,0.000138,0.004156,0.000000,0.000053,0.005010,0.004228,0.021813,0.000003,0.004188,0.000072,0.004228,0.000000,0.000053,0.004156,0.000003,0.000003,0.005010,0.000946,0.021813,1.004268,0.000208,0.000946,0.028082,0.000000,0.000208,0.021813,0.021813,0.000128,0.000138,0.000000,0.000053,0.000032,0.000208,0.021813,0.004156,0.021813,0.000053,0.004228,0.000053,0.000208,0.000003,0.000000,0.000031,0.005010,0.005010,0.005010,0.005010,0.000000,0.000003,0.000000,0.004228,0.000138,0.004228,0.000000,0.000053,0.000208,0.000072,0.000208,0.000003,0.000138,0.000138,0.000000,0.000128,0.005010,0.000032,0.000138,0.000138,0.000138,0.000138,0.000208,0.000138,0.000208,0.021813,0.000072,0.004228,0.000072,0.004228,0.000946,0.000032,0.021813,0.000072,0.000000,0.000000,0.028082,0.000208,0.004228,0.000138,0.000138,0.004228,0.000138,0.000000,0.000094,0.000946,0.021813,0.005010,0.003563,0.003523,0.004128,0.003056,0.003443,0.003112,0.000399,0.000228,0.000297,0.000333,0.000319,0.003406,0.000297,0.000399,0.000442,0.003583,0.000465,0.000304,0.000447,0.003555,0.000367,0.000328,0.000326,0.004135,0.000489,0.000465,0.000495,0.000453,0.000373,0.000240,0.000195,0.014598,0.023216,0.023139,0.000252,0.000094,0.000131,0.000157,0.000105,0.000130,0.000135,0.000287
dynamic_dispatch,0.000235,0.019503,0.000474,0.000514,0.000413,0.000771,0.007310,0.000334,0.000474,0.000131,0.000239,0.000410,0.000313,0.000474,0.000771,0.007310,0.000413,0.000239,0.000239,0.000334,0.000627,0.000131,0.000198,1.003265,0.000627,0.000198,0.000235,0.020108,0.000131,0.000131,0.000703,0.000514,0.000326,0.007310,0.007054,0.020108,0.000131,0.000413,0.000131,0.000708,0.000474,0.007310,0.020108,0.000239,0.000326,0.000407,0.000334,0.000334,0.000334,0.000334,0.000771,0.000239,0.000326,0.000474,0.000514,0.000474,0.000173,0.000708,0.020108,0.000313,0.020108,0.000239,0.000514,0.000514,0.000326,0.000703,0.000334,0.000546,0.000514,0.000514,0.000514,0.000514,0.020108,0.000514,0.019436,0.000131,0.000313,0.000474,0.000313,0.000474,0.000627,0.007054,0.000131,0.000313,0.000771,0.000771,0.000198,0.020108,0.000474,0.000514,0.000514,0.000474,0.000514,0.000326,0.000706,0.000627,0.000131,0.000334,0.003317,0.007036,0.003759,0.000531,0.003449,0.003092,0.003484,0.003448,0.003382,0.002972,0.007127,0.003450,0.003382,0.003529,0.004015,0.003588,0.007162,0.003519,0.004020,0.003438,0.004685,0.004001,0.003994,0.003935,0.004584,0.004078,0.004588,0.004044,0.013790,0.012897,0.009917,0.006971,0.003593,0.003477,0.007056,0.003722,0.003897,0.006850,0.003708,0.003413,0.003633,0.015528
enum,0.000185,0.000162,0.000697,0.003401,0.000726,0.000000,0.014369,0.005605,0.000697,0.005682,0.000040,0.000694,0.003348,0.000697,0.000000,0.014369,0.000726,0.000040,0.000040,0.005605,0.019138,0.005682,0.000640,0.000445,1.002908,0.000640,0.000185,0.000119,0.005682,0.005682,0.014214,0.003401,0.000056,0.014369,0.003538,0.000119,0.005682,0.000726,0.005682,0.014205,0.000697,0.014369,0.000119,0.000040,0.000056,0.003183,0.005605,0.005605,0.005605,0.005605,0.000000,0.000040,0.000056,0.000697,0.003401,0.000697,0.000043,0.014205,0.000119,0.003348,0.000119,0.000040,0.003401,0.003401,0.000056,0.014214,0.005605,0.003257,0.003401,0.003401,0.003401,0.003401,0.000119,0.003401,0.000119,0.005682,0.003348,0.000697,0.003348,0.000697,0.019138,0.003538,0.005682,0.003348,0.000000,0.000000,0.000640,0.000119,0.000697,0.003401,0.003401,0.000697,0.003401,0.000056,0.014263,0.019138,0.005682,0.005605,0.000652,0.000591,0.000632,0.004597,0.005230,0.002416,0.002565,0.005307,0.002648,0.002355,0.002587,0.002731,0.002648,0.002616,0.002908,0.002695,0.000506,0.002646,0.002914,0.000652,0.003344,0.002931,0.002928,0.000664,0.000512,0.002909,0.000516,0.002908,0.002683,0.004635,0.007669,0.002379,0.000582,0.000521,0.000207,0.000143,0.002601,0.000279,0.002644,0.005133,0.000143,0.000177
exception_try,0.000000,0.000208,0.004228,0.000138,0.004156,0.000000,0.000053,0.005010,0.004228,0.021813,0.000003,0.004188,0.000072,0.004228,0.000000,0.000053,0.004156,0.000003,0.000003,0.005010,0.000946,0.021813,0.028082,0.000208,0.000946,1.004268,0.000000,0.000208,0.021813,0.021813,0.000128,0.000138,0.000000,0.000053,0.000032,0.000208,0.021813,0.004156,0.021813,0.000053,0.004228,0.000053,0.000208,0.000003,0.000000,0.000031,0.005010,0.005010,0.005010,0.005010,0.000000,0.000003,0.000000,0.004228,0.000138,0.004228,0.000000,0.000053,0.000208,0.000072,0.000208,0.000003,0.000138,0.000138,0.000000,0.000128,0.005010,0.000032,0.000138,0.000138,0.000138,0.000138,0.000208,0.000138,0.000208,0.021813,0.000072,0.004228,0.000072,0.004228,0.000946,0.000032,0.021813,0.000072,0.000000,0.000000,0.028082,0.000208,0.004228,0.000138,0.000138,0.004228,0.000138,0.000000,0.000094,0.000946,0.021813,0.005010,0.003563,0.003523,0.004128,0.003056,0.003443,0.003112,0.000399,0.000228,0.000297,0.000333,0.000319,0.003406,0.000297,0.000399,0.000442,0.003583,0.000465,0.000304,0.000447,0.003555,0.000367,0.000328,0.000326,0.004135,0.000489,0.000465,0.000495,0.000453,0.000373,0.000240,0.000195,0.014598,0.023216,0.023139,0.000252,0.000094,0.000131,0.000157,0.000105,0.000130,0.000135,0.000287
ffi,0.053228,0.002587,0.000022,0.000089,0.000022,0.000000,0.000526,0.000022,0.000022,0.000000,0.000113,0.000022,0.000146,0.000022,0.000000,0.000526,0.000022,0.000113,0.000113,0.000022,0.000526,0.000000,0.000000,0.000474,0.000526,0.000000,1.008448,0.000474,0.000000,0.000000,0.000526,0.000089,0.041911,0.000526,0.000089,0.000474,0.000000,0.000022,0.000000,0.014544,0.000022,0.000526,0.000474,0.000113,0.041911,0.002259,0.000022,0.000022,0.000022,0.000022,0.000000,0.000113,0.041911,0.000022,0.000089,0.000022,0.002114,0.014544,0.000474,0.000146,0.000474,0.000113,0.000089,0.000089,0.041911,0.000526,0.000022,0.002203,0.000089,0.000089,0.000089,0.000089,0.000474,0.000089,0.000474,0.000000,0.000146,0.000022,0.000146,0.000022,0.000526,0.000089,0.000000,0.000146,0.000000,0.000000,0.000000,0.000474,0.000022,0.000089,0.000089,0.000022,0.000089,0.041911,0.000526,0.000526,0.000000,0.000022,0.000302,0.000428,0.000300,0.000257,0.000521,0.000396,0.000421,0.000457,0.000396,0.000207,0.000493,0.000372,0.000396,0.000307,0.000351,0.000331,0.000387,0.000307,0.000351,0.000264,0.000409,0.000351,0.000351,0.000306,0.000356,0.000385,0.000354,0.000414,0.000430,0.000676,0.000658,0.000423,0.000272,0.000105,0.016259,0.032933,0.009474,0.038871,0.021444,0.014700,0.000400,0.000444
filesystem,0.000222,0.019075,0.000426,0.000233,0.000367,0.008212,0.000313,0.000292,0.000426,0.000125,0.000208,0.000364,0.000212,0.000426,0.008212,0.000313,0.000367,0.000208,0.000208,0.000292,0.000159,0.000125,0.000188,0.019053,0.000159,0.000188,0.000222,1.004663,0.000125,0.000125,0.000231,0.000233,0.000309,0.000313,0.000254,0.026209,0.000125,0.000367,0.000125,0.000236,0.000426,0.000313,0.026209,0.000208,0.000309,0.000300,0.000292,0.000292,0.000292,0.000292,0.008212,0.000208,0.000309,0.000426,0.000233,0.000426,0.001254,0.000236,0.026209,0.000212,0.026209,0.000208,0.000233,0.000233,0.000309,0.000231,0.000292,0.000263,0.000233,0.000233,0.000233,0.000233,0.026209,0.000233,0.019011,0.000125,0.000212,0.000426,0.000212,0.000426,0.000159,0.000254,0.000125,0.000212,0.008212,0.008212,0.000188,0.026209,0.000426,0.000233,0.000233,0.000426,0.000233,0.000309,0.000234,0.000159,0.000125,0.000292,0.003215,0.006859,0.003652,0.000378,0.003201,0.002868,0.003209,0.003161,0.003219,0.002810,0.006818,0.003238,0.003219,0.003242,0.003722,0.003363,0.006922,0.003207,0.003731,0.003291,0.004372,0.003693,0.003687,0.003797,0.004429,0.003822,0.004433,0.003815,0.006891,0.005972,0.002939,0.006690,0.003489,0.003387,0.006879,0.003612,0.003649,0.006668,0.003495,0.003119,0.003506,0.021766
