feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield,java.binary_numeric_promotion,java.primitive_widening_narrowing,java.boxing_unboxing,java.method_invocation_conversion,java.overload_resolution,java.generic_erasure,java.wildcard_extends_super,java.capture_conversion,java.type_inference_constraints,java.raw_types,java.intersection_types,java.var_local_inference,java.array_covariance_store_check,java.null_reference_semantics,java.unsigned_absence_signed_wrap,java.ieee754_always_strict,java.class_interface_inheritance,java.records,java.sealed_classes_interfaces,java.enums_semantics,java.annotation_semantics,java.annotation_processing,java.inner_local_anonymous_classes,java.default_interface_methods,java.field_hiding_method_overriding,java.access_control,java.definite_assignment_unassignment,java.effectively_final_capture,java.static_instance_initialization_order,java.lambda_target_typing,java.method_references,java.virtual_interface_dispatch,java.invokedynamic_bootstrap,java.method_handles_varhandles,java.switch_expression,java.pattern_instanceof,java.record_patterns,java.pattern_switch_exhaustiveness,java.foreach_desugaring,java.labeled_break_continue,java.left_to_right_evaluation,java.short_circuit_boolean,java.checked_unchecked_exceptions,java.try_catch_finally,java.try_with_resources_suppression,java.assert_semantics,java.jpms_modules,java.import_static_resolution,java.package_namespace_resolution,java.reflection_runtime_type,java.class_loading_linking_initialization,java.object_identity_hash_monitor,java.string_interning,java.monitor_synchronized,java.volatile_semantics,java.final_field_memory_semantics,java.happens_before_jmm,java.atomic_varhandle_ordering,java.thread_interruption,java.virtual_threads,java.structured_concurrency,java.classfile_descriptors_signatures,java.bytecode_operand_stack_frames,java.bytecode_verification,java.exception_table_bytecode,java.constant_pool,java.jvm_gc_allocation,java.gc_reachability_reference_types,java.safepoint_deoptimization_osr,java.tiered_jit_compilation,java.escape_analysis_scalar_replacement,java.object_layout_headers_compressed_oops,java.jni_boundary,java.foreign_function_memory_api,java.native_method_resolution,java.compile_time_constants,java.classfile_lowering,java.bridge_synthetic_methods,java.preview_feature_gating,java.value_class_preview
bytecode_vm,0.000131,0.000302,0.000170,0.000261,0.000170,0.000000,0.000644,0.000170,0.000170,0.000192,1.007196,0.000740,0.000013,0.000170,0.000000,0.001127,0.000170,0.012410,0.011735,0.000170,0.001089,0.000192,0.000192,0.000941,0.000364,0.000794,0.000131,0.000231,0.000192,0.000192,0.000364,0.000828,0.000166,0.001058,0.000261,0.000231,0.000192,0.000170,0.000192,0.000445,0.000170,0.000364,0.000231,0.025332,0.000131,0.000013,0.000170,0.000170,0.000170,0.000170,0.000036,0.011629,0.000131,0.000170,0.000261,0.000230,0.000036,0.001174,0.000231,0.000067,0.000231,0.011740,0.000261,0.000261,0.000131,0.000364,0.000170,0.000261,0.000261,0.000261,0.000394,0.000431,0.000231,0.000261,0.000231,0.000192,0.000105,0.000170,0.000013,0.000170,0.000364,0.000261,0.000192,0.000089,0.000000,0.000783,0.000192,0.000231,0.000170,0.000261,0.000863,0.000170,0.000261,0.000131,0.000364,0.000412,0.000192,0.000170,0.000426,0.000426,0.000426,0.000357,0.000357,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.000509,0.000509,0.000509,0.000509,0.000509,0.008339,0.000509,0.000357,0.000357,0.001859,0.000351,0.000351,0.000509,0.000357,0.000357,0.000357,0.031852,0.000388,0.000546,0.000546,0.000546,0.000546,0.000546,0.000546,0.000153,0.000153,0.000372,0.000372,0.000372,0.000546,0.001858,0.001859,0.001858,0.000388,0.029293,0.002727,0.002724,0.000335,0.000335,0.000335,0.000335,0.000335,0.000335,0.000335,0.000335,0.031851,0.031980,0.031825,0.031825,0.031825,0.000310,0.000310,0.030501,0.005944,0.005848,0.000310,0.000310,0.000310,0.000310,0.008175,0.031252,0.008348,0.008159,0.000509
call,0.000003,0.000187,0.006895,0.000307,0.006966,0.000100,0.000250,0.006895,0.007016,0.001532,0.000411,1.003450,0.000255,0.007186,0.000078,0.000501,0.014189,0.000077,0.000041,0.006895,0.000262,0.001532,0.001271,0.013847,0.000250,0.001299,0.000003,0.000171,0.001533,0.001533,0.000408,0.000474,0.000003,0.000345,0.000316,0.000171,0.001532,0.006895,0.001621,0.000250,0.006895,0.000622,0.000171,0.000324,0.000003,0.000221,0.006895,0.006906,0.006895,0.006895,0.000086,0.000041,0.000003,0.006895,0.000246,0.014371,0.000096,0.000250,0.000186,0.013403,0.000171,0.000086,0.000307,0.013500,0.000003,0.013410,0.006461,0.000305,0.000407,0.000311,0.000313,0.000305,0.000171,0.000307,0.000177,0.001523,0.000236,0.006895,0.000242,0.006895,0.000283,0.000529,0.001552,0.000221,0.000089,0.000120,0.001301,0.000171,0.006895,0.000305,0.000479,0.006895,0.000307,0.000003,0.000307,0.000250,0.001523,0.006442,0.001324,0.001245,0.001246,0.017895,0.017935,0.001171,0.001171,0.001171,0.001322,0.001171,0.001171,0.001171,0.001195,0.001260,0.001250,0.001250,0.000386,0.000542,0.000386,0.000386,0.000386,0.000140,0.000386,0.013603,0.013711,0.000441,0.001001,0.001166,0.000386,0.013604,0.017865,0.017829,0.016281,0.001174,0.003164,0.003230,0.003164,0.003164,0.003147,0.003152,0.017517,0.005892,0.001089,0.001096,0.001089,0.003165,0.000266,0.000647,0.000473,0.001174,0.000204,0.000204,0.000204,0.000840,0.000840,0.000841,0.000840,0.000840,0.000840,0.000840,0.000840,0.001128,0.001127,0.001127,0.001150,0.001127,0.000100,0.000100,0.000875,0.000874,0.000875,0.000100,0.000149,0.000149,0.000557,0.000140,0.000140,0.000325,0.000140,0.000386
capture,0.000002,0.000369,0.000118,0.000478,0.000118,0.000028,0.003997,0.000118,0.000118,0.000099,0.000017,0.000571,1.005011,0.000160,0.000000,0.004312,0.001594,0.000017,0.000017,0.000118,0.003996,0.000099,0.000099,0.000869,0.003994,0.000099,0.000002,0.000404,0.000099,0.000099,0.004018,0.000518,0.000002,0.003604,0.000592,0.000404,0.000099,0.000118,0.000823,0.003975,0.000118,0.004092,0.000404,0.000017,0.000062,0.013766,0.000118,0.000118,0.000118,0.000118,0.000000,0.000017,0.000002,0.000118,0.001274,0.000719,0.000000,0.003979,0.028449,0.013387,0.000404,0.000017,0.000478,0.000661,0.000002,0.003616,0.000118,0.000478,0.000478,0.000478,0.000478,0.000478,0.000404,0.000478,0.000419,0.000099,0.014535,0.000118,0.028792,0.000118,0.004011,0.000747,0.000099,0.013340,0.000000,0.000000,0.000099,0.000404,0.000118,0.000478,0.000518,0.000118,0.000478,0.000002,0.029726,0.004121,0.000099,0.000118,0.000561,0.000561,0.000586,0.003994,0.004067,0.000568,0.000568,0.035641,0.000561,0.000593,0.000561,0.001051,0.000561,0.000561,0.000561,0.000561,0.005697,0.005728,0.005697,0.005696,0.005695,0.000297,0.037152,0.004066,0.004057,0.005630,0.029276,0.038324,0.006108,0.003995,0.003993,0.004053,0.000347,0.002054,0.000253,0.000253,0.000291,0.000253,0.000253,0.000253,0.000106,0.000106,0.000239,0.000239,0.000239,0.000253,0.005559,0.005727,0.005818,0.002078,0.000311,0.000263,0.000238,0.000201,0.000201,0.000740,0.000201,0.000201,0.000201,0.000201,0.000201,0.000371,0.000347,0.000347,0.000347,0.000383,0.000188,0.000188,0.000227,0.000227,0.000227,0.000188,0.000135,0.000135,0.000370,0.000297,0.000263,0.000285,0.000297,0.005697
cast_conversion,0.000003,0.000093,0.013812,0.000504,0.013863,0.000096,0.000082,0.013812,0.014117,0.001661,0.000091,0.006906,0.000069,1.003833,0.000075,0.000294,0.006709,0.000045,0.000011,0.013812,0.000093,0.001661,0.001295,0.000511,0.000082,0.001322,0.000003,0.000077,0.001662,0.001662,0.000097,0.000528,0.000003,0.000524,0.000512,0.000077,0.001661,0.013812,0.001904,0.000082,0.013812,0.000112,0.000077,0.000089,0.000003,0.000036,0.013812,0.013827,0.013812,0.013812,0.000082,0.000011,0.000003,0.013812,0.000172,0.006828,0.000092,0.000082,0.000091,0.000433,0.000077,0.000054,0.000504,0.000634,0.000003,0.000474,0.006880,0.000502,0.000760,0.000601,0.000649,0.000502,0.000077,0.000504,0.000083,0.001652,0.000051,0.013812,0.000056,0.013812,0.000114,0.000578,0.001680,0.000036,0.000086,0.000115,0.001324,0.000077,0.013812,0.000502,0.000533,0.013812,0.000504,0.000003,0.000137,0.000082,0.001652,0.006806,0.015904,0.015734,0.015738,0.015861,0.001961,0.001318,0.001318,0.001318,0.001318,0.001318,0.001318,0.001318,0.001341,0.001506,0.001485,0.001485,0.000139,0.000139,0.000139,0.000139,0.000139,0.000060,0.000139,0.001941,0.001961,0.000157,0.000896,0.000959,0.000139,0.001963,0.002004,0.001962,0.000968,0.000865,0.003326,0.016203,0.003326,0.003326,0.003309,0.003314,0.014049,0.013896,0.001045,0.001052,0.001046,0.003327,0.000081,0.000157,0.000081,0.000865,0.000109,0.000109,0.000109,0.000823,0.000823,0.000824,0.000823,0.000823,0.000823,0.000823,0.000823,0.000894,0.000893,0.000893,0.000915,0.000893,0.000053,0.000053,0.000822,0.000822,0.000822,0.000053,0.000086,0.000086,0.000086,0.000060,0.000060,0.000060,0.000060,0.000139
channel,0.000000,0.000471,0.000183,0.000000,0.000183,0.033459,0.000000,0.000183,0.000183,0.000000,0.000000,0.000183,0.000000,0.000183,1.006624,0.000573,0.000183,0.000000,0.000000,0.000183,0.000000,0.000000,0.000000,0.000471,0.000000,0.000000,0.000000,0.000471,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000471,0.000000,0.000183,0.000000,0.000000,0.000183,0.000000,0.000471,0.000000,0.000000,0.000000,0.000183,0.000183,0.000183,0.000183,0.033274,0.000000,0.000000,0.000183,0.000000,0.000183,0.033812,0.000000,0.000471,0.000000,0.000471,0.000000,0.000000,0.000000,0.000000,0.000000,0.000183,0.000000,0.000000,0.000000,0.000000,0.000000,0.000471,0.000000,0.000471,0.000000,0.000000,0.000183,0.000000,0.000183,0.000000,0.000000,0.000000,0.000000,0.033414,0.034202,0.000000,0.000471,0.000183,0.000000,0.000000,0.000183,0.000000,0.000000,0.000573,0.000000,0.000000,0.000183,0.000165,0.000165,0.000165,0.000137,0.000137,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000000,0.000165,0.000137,0.000137,0.000000,0.000165,0.000165,0.000165,0.000137,0.000137,0.000137,0.000330,0.001147,0.000150,0.000150,0.000150,0.000150,0.000150,0.000150,0.000165,0.000165,0.000366,0.000366,0.000366,0.000150,0.000000,0.000000,0.000000,0.000330,0.000165,0.001782,0.000165,0.033727,0.033722,0.033341,0.033957,0.033722,0.033524,0.033524,0.033524,0.000330,0.000330,0.000330,0.000330,0.000330,0.000366,0.000366,0.001076,0.000330,0.000330,0.000366,0.000165,0.000165,0.000165,0.000000,0.000000,0.000000,0.000000,0.000165
class,0.000272,0.000976,0.000061,0.001410,0.000061,0.000197,0.010589,0.000061,0.000080,0.000053,0.000452,0.000362,0.001390,0.000221,0.000177,1.005054,0.000319,0.000157,0.000184,0.000061,0.010562,0.000053,0.000022,0.000829,0.010517,0.000038,0.000272,0.000428,0.000053,0.000053,0.010483,0.001431,0.001069,0.005062,0.001418,0.000428,0.000053,0.000061,0.000070,0.004839,0.000061,0.010741,0.000428,0.000146,0.000692,0.010282,0.000061,0.000068,0.000061,0.000061,0.000481,0.000166,0.000272,0.000061,0.010420,0.000403,0.000547,0.005136,0.000398,0.001464,0.000428,0.000078,0.001410,0.001376,0.000791,0.004973,0.000098,0.001714,0.001452,0.001414,0.001480,0.001454,0.000428,0.001736,0.000492,0.000051,0.001589,0.000061,0.001221,0.000061,0.010576,0.001811,0.000057,0.001392,0.000177,0.000177,0.000028,0.000428,0.000061,0.001408,0.001436,0.000061,0.001410,0.000791,0.005101,0.010556,0.000051,0.000094,0.001314,0.001314,0.012086,0.001773,0.001794,0.001324,0.001324,0.001350,0.001324,0.012091,0.001316,0.001382,0.001314,0.001314,0.001311,0.001311,0.013642,0.013686,0.013642,0.013633,0.013629,0.001862,0.013645,0.002025,0.001782,0.003336,0.000967,0.000955,0.013694,0.001788,0.001769,0.012243,0.000894,0.001845,0.000698,0.000698,0.000832,0.000706,0.000698,0.000698,0.000058,0.000068,0.000241,0.000232,0.000232,0.000707,0.003373,0.003255,0.003258,0.012030,0.012144,0.012068,0.001423,0.000357,0.000357,0.011656,0.000357,0.000357,0.000357,0.000357,0.000357,0.000942,0.000894,0.000903,0.000894,0.001024,0.012071,0.012096,0.000270,0.000270,0.000270,0.012111,0.000441,0.000450,0.000456,0.001883,0.001742,0.001778,0.001861,0.013636
closure_lambda,0.000003,0.000180,0.007165,0.000301,0.007186,0.000106,0.000263,0.007165,0.007240,0.001608,0.000100,0.015060,0.000755,0.007410,0.000083,0.000468,1.003326,0.000050,0.000012,0.007165,0.000276,0.001608,0.001331,0.014232,0.000263,0.001361,0.000003,0.000162,0.001608,0.001608,0.000431,0.000541,0.000003,0.000364,0.000310,0.000162,0.001608,0.007165,0.001702,0.000263,0.007165,0.000597,0.000162,0.000099,0.000003,0.000321,0.007165,0.007177,0.007165,0.007165,0.000091,0.000012,0.000003,0.007165,0.000236,0.014950,0.000102,0.000263,0.000540,0.014194,0.000162,0.000059,0.000301,0.014166,0.000003,0.014113,0.006799,0.000298,0.000406,0.000305,0.000307,0.000298,0.000162,0.000301,0.000169,0.001598,0.000337,0.007165,0.000607,0.007165,0.000298,0.000536,0.001629,0.000321,0.000095,0.000127,0.001362,0.000162,0.007165,0.000298,0.000546,0.007165,0.000301,0.000003,0.000796,0.000263,0.001598,0.006778,0.001350,0.001266,0.001267,0.014451,0.014494,0.001188,0.001188,0.001188,0.001348,0.001188,0.001188,0.001188,0.001213,0.001281,0.001271,0.001271,0.000403,0.000568,0.000403,0.000403,0.000403,0.000103,0.000403,0.014327,0.014441,0.000482,0.001382,0.017065,0.000403,0.018757,0.018847,0.014379,0.001344,0.001213,0.003309,0.003380,0.003310,0.003310,0.003292,0.003297,0.006389,0.006101,0.001123,0.001130,0.001123,0.003311,0.000297,0.000701,0.000516,0.001213,0.000166,0.000166,0.000166,0.000875,0.000875,0.000876,0.000875,0.000875,0.000874,0.000874,0.000874,0.000973,0.000972,0.000973,0.000996,0.000973,0.000091,0.000091,0.000875,0.000875,0.000875,0.000091,0.000137,0.000137,0.000571,0.000103,0.000103,0.000300,0.000103,0.000403
code_generation,0.000131,0.000910,0.000119,0.000203,0.000119,0.000000,0.001625,0.000119,0.000119,0.000134,0.017367,0.000194,0.000019,0.000119,0.000000,0.000547,0.000119,1.007332,0.017345,0.000119,0.000704,0.000134,0.000134,0.001227,0.000452,0.000213,0.000131,0.000141,0.000134,0.000134,0.000452,0.000278,0.000180,0.001427,0.000203,0.000141,0.000134,0.000119,0.000134,0.000565,0.000119,0.000452,0.000141,0.018232,0.000131,0.000019,0.000119,0.000119,0.000119,0.000119,0.000050,0.017196,0.000131,0.000119,0.000203,0.000202,0.000050,0.000614,0.000141,0.000094,0.000141,0.033226,0.000203,0.000203,0.000131,0.000452,0.000119,0.000203,0.000203,0.000203,0.000388,0.000440,0.000141,0.000203,0.000141,0.000134,0.000147,0.000119,0.000019,0.000119,0.000452,0.000203,0.000134,0.000124,0.000000,0.000799,0.000134,0.000141,0.000119,0.000203,0.000282,0.000119,0.000203,0.000131,0.000452,0.000520,0.000134,0.000119,0.000276,0.000276,0.000276,0.000241,0.000241,0.000276,0.000276,0.000276,0.000276,0.000276,0.000276,0.000276,0.000276,0.000276,0.000276,0.000276,0.000470,0.000470,0.000470,0.000470,0.000470,0.043248,0.000470,0.000241,0.000241,0.002654,0.000252,0.000252,0.000470,0.000241,0.000241,0.000241,0.006080,0.000256,0.000364,0.000364,0.000364,0.000364,0.000364,0.000364,0.000107,0.000107,0.000244,0.000244,0.000244,0.000364,0.002652,0.002654,0.002653,0.000256,0.003162,0.002814,0.002811,0.000220,0.000220,0.000220,0.000220,0.000220,0.000220,0.000220,0.000220,0.006080,0.006185,0.006077,0.006077,0.006077,0.000240,0.000240,0.032813,0.043358,0.032854,0.000240,0.000240,0.000240,0.000240,0.012139,0.043915,0.043307,0.012116,0.000470
compile_time_eval,0.000036,0.000166,0.000035,0.000289,0.000035,0.000000,0.002695,0.000035,0.000035,0.000039,0.019487,0.000124,0.000022,0.000035,0.000000,0.000761,0.000035,0.020582,1.006621,0.000035,0.001781,0.000039,0.000039,0.001012,0.000648,0.000133,0.000036,0.000048,0.000039,0.000039,0.000648,0.000377,0.000093,0.001516,0.000289,0.000048,0.000039,0.000035,0.000039,0.000782,0.000035,0.000648,0.000048,0.019378,0.000036,0.000022,0.000035,0.000035,0.000035,0.000035,0.000059,0.039130,0.000036,0.000035,0.000289,0.000134,0.000059,0.000840,0.000048,0.000112,0.000048,0.018351,0.000289,0.000289,0.000036,0.000648,0.000035,0.000289,0.000289,0.000289,0.001401,0.001463,0.000048,0.000289,0.000048,0.000039,0.000175,0.000035,0.000022,0.000035,0.000648,0.000289,0.000039,0.000147,0.000000,0.000122,0.000039,0.000048,0.000035,0.000289,0.000383,0.000035,0.000289,0.000036,0.000648,0.000729,0.000039,0.000035,0.000269,0.000269,0.000269,0.000236,0.000236,0.000269,0.000269,0.000269,0.000269,0.000269,0.000269,0.000269,0.000269,0.000269,0.000269,0.000269,0.000546,0.000546,0.000546,0.000546,0.000546,0.039912,0.000546,0.000236,0.000236,0.003288,0.000087,0.000087,0.000546,0.000236,0.000236,0.000236,0.006647,0.000250,0.000274,0.000274,0.000274,0.000274,0.000274,0.000274,0.000032,0.000032,0.000077,0.000077,0.000077,0.000274,0.003286,0.003288,0.003286,0.000250,0.003472,0.003059,0.003055,0.000069,0.000069,0.000069,0.000069,0.000069,0.000069,0.000069,0.000069,0.006647,0.006772,0.006643,0.006643,0.006643,0.000073,0.000073,0.007025,0.007234,0.007075,0.000073,0.000073,0.000073,0.000073,0.052041,0.040690,0.039963,0.051906,0.000546
comprehension,0.000004,0.000076,0.017188,0.000128,0.017252,0.000121,0.000039,0.017188,0.017367,0.001883,0.000114,0.008304,0.000064,0.017309,0.000094,0.000103,0.008130,0.000057,0.000014,1.003512,0.000054,0.001883,0.001568,0.000412,0.000039,0.001602,0.000004,0.000056,0.001883,0.001883,0.000058,0.000159,0.000004,0.000154,0.000139,0.000056,0.001883,0.017188,0.002117,0.000039,0.017188,0.000077,0.000056,0.000112,0.000004,0.000023,0.017188,0.017207,0.017188,0.017188,0.000103,0.000014,0.000004,0.017188,0.000055,0.008280,0.000116,0.000039,0.000074,0.000345,0.000056,0.000067,0.000128,0.000386,0.000004,0.000356,0.008303,0.000126,0.000392,0.000133,0.000136,0.000126,0.000056,0.000128,0.000063,0.001871,0.000041,0.017188,0.000048,0.017188,0.000079,0.000221,0.001906,0.000023,0.000108,0.000144,0.001604,0.000056,0.017188,0.000126,0.000165,0.017188,0.000128,0.000004,0.000108,0.000039,0.001871,0.008279,0.001534,0.001325,0.001325,0.002326,0.002135,0.001127,0.001127,0.001127,0.001127,0.001127,0.001127,0.001127,0.001155,0.001362,0.001336,0.001336,0.000067,0.000067,0.000067,0.000067,0.000067,0.000035,0.000067,0.002109,0.002135,0.000134,0.001085,0.001164,0.000067,0.002137,0.002188,0.002136,0.001120,0.000955,0.003936,0.004113,0.003937,0.003937,0.003916,0.003922,0.017478,0.017286,0.001235,0.001243,0.001236,0.003938,0.000040,0.000134,0.000040,0.000955,0.000057,0.000057,0.000057,0.000993,0.000993,0.000994,0.000993,0.000993,0.000993,0.000993,0.000993,0.001027,0.001026,0.001026,0.001053,0.001026,0.000034,0.000034,0.000983,0.000982,0.000983,0.000034,0.000036,0.000036,0.000036,0.000035,0.000035,0.000035,0.000035,0.000067
constant,0.000010,0.000113,0.000047,0.001720,0.000047,0.000030,0.014993,0.000047,0.000074,0.000084,0.000638,0.000276,0.001881,0.000103,0.000000,0.015427,0.000274,0.000295,0.000628,0.000047,1.003636,0.000084,0.000038,0.000442,0.014888,0.000062,0.000010,0.000151,0.000084,0.000084,0.014859,0.001750,0.000030,0.006919,0.001730,0.000151,0.000084,0.000047,0.000109,0.006902,0.000047,0.014990,0.000151,0.000502,0.000197,0.014583,0.000047,0.000056,0.000047,0.000047,0.000021,0.000503,0.000010,0.000047,0.014703,0.000397,0.000021,0.006928,0.000290,0.001904,0.000151,0.000179,0.001720,0.001723,0.000010,0.006895,0.000101,0.001718,0.001730,0.001725,0.002120,0.002132,0.000151,0.001720,0.000167,0.000081,0.002173,0.000047,0.001694,0.000047,0.014957,0.002121,0.000090,0.001945,0.000000,0.000000,0.000047,0.000151,0.000047,0.001717,0.001756,0.000047,0.001720,0.000010,0.006930,0.014966,0.000081,0.000095,0.001434,0.001434,0.001563,0.002158,0.002189,0.001449,0.001449,0.001487,0.001448,0.001575,0.001437,0.001534,0.001434,0.001434,0.001430,0.001430,0.014922,0.014985,0.014922,0.014910,0.014905,0.002883,0.014924,0.002527,0.002171,0.004724,0.001359,0.001342,0.019398,0.002180,0.002153,0.002458,0.001335,0.002113,0.000978,0.000978,0.001174,0.000990,0.000978,0.000978,0.000047,0.000061,0.000135,0.000123,0.000123,0.000992,0.004779,0.004606,0.004611,0.002236,0.001439,0.001326,0.001209,0.000100,0.000100,0.000344,0.000100,0.000100,0.000100,0.000100,0.000100,0.001405,0.001334,0.001348,0.001334,0.017044,0.000234,0.000249,0.000227,0.000227,0.000227,0.000248,0.000126,0.000140,0.000148,0.017294,0.002708,0.002761,0.002882,0.014913
continue,0.000003,0.000171,0.002128,0.000087,0.002139,0.000000,0.000090,0.002128,0.002152,0.019431,0.000145,0.002086,0.000060,0.002353,0.000000,0.000101,0.002063,0.000072,0.000018,0.002128,0.000109,1.004000,0.008912,0.000174,0.000090,0.008990,0.000003,0.000048,0.019406,0.019406,0.000101,0.000115,0.000003,0.000107,0.000087,0.000048,0.019431,0.002128,0.019558,0.000090,0.002128,0.000111,0.000048,0.000143,0.000003,0.000019,0.002128,0.002129,0.002128,0.002128,0.000000,0.000018,0.000003,0.002128,0.000087,0.002062,0.000000,0.000090,0.000093,0.000120,0.000048,0.000086,0.000087,0.000188,0.000003,0.000188,0.019503,0.000087,0.000353,0.000087,0.000087,0.000087,0.000048,0.000087,0.000048,0.019333,0.000043,0.002128,0.000051,0.002128,0.000324,0.000442,0.019546,0.000019,0.000000,0.000024,0.009123,0.000048,0.002128,0.000087,0.000116,0.002128,0.000087,0.000003,0.000148,0.000090,0.019333,0.019369,0.000172,0.000154,0.000154,0.001231,0.001215,0.000137,0.000137,0.000137,0.000137,0.000137,0.000137,0.000137,0.000329,0.000157,0.000155,0.000155,0.000102,0.000102,0.000102,0.000102,0.000102,0.000083,0.000102,0.001210,0.001215,0.000096,0.001670,0.001410,0.000102,0.001215,0.001225,0.001215,0.001395,0.000139,0.019470,0.019483,0.019476,0.019476,0.019495,0.025243,0.003574,0.003802,0.005794,0.005852,0.005798,0.019588,0.000078,0.000096,0.000078,0.000139,0.000102,0.000102,0.000102,0.000132,0.000132,0.000132,0.000132,0.000132,0.000132,0.000132,0.000132,0.001377,0.001376,0.001376,0.001560,0.001376,0.000040,0.000040,0.001270,0.001269,0.001270,0.000040,0.000027,0.000027,0.000027,0.000083,0.000083,0.000083,0.000083,0.000102
defer_cleanup,0.000005,0.001101,0.002762,0.000043,0.002779,0.000000,0.000048,0.002762,0.002798,0.013887,0.000226,0.002696,0.000093,0.002859,0.000000,0.000064,0.002660,0.000113,0.000028,0.002762,0.000077,0.013887,1.004137,0.000480,0.000048,0.028276,0.000005,0.000284,0.013888,0.013888,0.000065,0.000088,0.000005,0.000075,0.000043,0.000284,0.013887,0.002762,0.014026,0.000048,0.002762,0.000081,0.000284,0.000222,0.000005,0.000030,0.002762,0.002763,0.002762,0.002762,0.000000,0.000028,0.000005,0.002762,0.000043,0.002659,0.000000,0.000048,0.000353,0.000188,0.000284,0.000133,0.000043,0.000201,0.000005,0.000201,0.004327,0.000043,0.000183,0.000043,0.000043,0.000043,0.000284,0.000043,0.000284,0.013860,0.000067,0.002762,0.000080,0.002762,0.000130,0.000777,0.013940,0.000030,0.000000,0.000038,0.028020,0.000284,0.002762,0.000043,0.000089,0.002762,0.000043,0.000005,0.000138,0.000048,0.013860,0.004281,0.000235,0.000208,0.000208,0.001801,0.001775,0.000181,0.000181,0.000181,0.000181,0.000181,0.000181,0.000181,0.000841,0.000213,0.000209,0.000209,0.000156,0.000156,0.000156,0.000156,0.000156,0.000055,0.000156,0.001768,0.001775,0.000076,0.002167,0.001999,0.000156,0.001776,0.001790,0.001776,0.001977,0.000264,0.008197,0.008217,0.008199,0.008199,0.008254,0.008318,0.004947,0.005080,0.027689,0.036539,0.036371,0.008808,0.000048,0.000076,0.000048,0.000264,0.000154,0.000154,0.000154,0.000253,0.000253,0.000253,0.000253,0.000253,0.000253,0.000253,0.000253,0.001949,0.001947,0.001948,0.002581,0.001948,0.000219,0.000219,0.001880,0.001878,0.001880,0.000219,0.000112,0.000112,0.000112,0.000055,0.000055,0.000055,0.000055,0.000156
dynamic_dispatch,0.000439,0.006299,0.000356,0.000392,0.000356,0.000551,0.000422,0.000356,0.000383,0.000133,0.000544,0.014436,0.000404,0.000554,0.000210,0.001197,0.013980,0.000508,0.000353,0.000356,0.000437,0.000133,0.000236,1.004609,0.000422,0.000272,0.000568,0.006948,0.000133,0.000133,0.000645,0.000567,0.000435,0.000853,0.000402,0.006948,0.000133,0.000356,0.000133,0.000368,0.000356,0.000875,0.006948,0.000434,0.000489,0.000311,0.000356,0.000365,0.000356,0.000356,0.000250,0.000353,0.000438,0.000356,0.000385,0.014010,0.000279,0.000387,0.006116,0.014397,0.006948,0.000182,0.000392,0.014047,0.000354,0.014025,0.000356,0.000459,0.000392,0.000397,0.000399,0.000411,0.006948,0.000443,0.007124,0.000133,0.000262,0.000356,0.000385,0.000356,0.000425,0.000704,0.000133,0.000251,0.000240,0.000298,0.000236,0.006948,0.000356,0.000389,0.000573,0.000356,0.000392,0.000354,0.000553,0.000419,0.000133,0.000356,0.001454,0.001454,0.001454,0.014216,0.014333,0.001454,0.001454,0.001454,0.001611,0.001454,0.001454,0.001454,0.001454,0.001454,0.001454,0.001454,0.001430,0.001592,0.001430,0.001430,0.001430,0.000475,0.001430,0.018520,0.018631,0.000567,0.000390,0.000578,0.001430,0.014169,0.014261,0.018572,0.017061,0.018122,0.000303,0.000303,0.000303,0.000303,0.000303,0.000303,0.000579,0.000309,0.002317,0.002315,0.002447,0.000303,0.000385,0.000782,0.000600,0.018121,0.001263,0.001263,0.001261,0.002064,0.002064,0.002067,0.002065,0.002064,0.002064,0.002064,0.002064,0.001345,0.001344,0.001344,0.001344,0.001344,0.002486,0.002449,0.001073,0.001072,0.001214,0.002451,0.001442,0.001442,0.017047,0.000475,0.000475,0.016625,0.000475,0.001430
