language,rule,shape_class,surface_class,shape_json,surface_json
kotlin,type_constraints,1c0cd6abbc9063486a36,7b06300b8465235b502a,"{""content"":{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""content"":{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},""type"":""REPEAT""}],""type"":""SEQ""}],""type"":""SEQ""},""type"":""PREC_RIGHT"",""value"":""PREC_VALUE""}","{""content"":{""members"":[{""type"":""STRING"",""value"":""where""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""content"":{""members"":[{""type"":""STRING"",""value"":"",""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},""type"":""REPEAT""}],""type"":""SEQ""}],""type"":""SEQ""},""type"":""PREC_RIGHT"",""value"":0}"
kotlin,type_constraint,4207df8238cbfaf292cb,293ca5527f0a63d6dc03,"{""members"":[{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""type"":""REPEAT""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""named"":""bool"",""type"":""ALIAS"",""value"":""str""},{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""}","{""members"":[{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""type"":""REPEAT""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""named"":true,""type"":""ALIAS"",""value"":""type_identifier""},{""type"":""STRING"",""value"":"":""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""}"
kotlin,_class_member_declarations,58233e77d94a4acb664b,58233e77d94a4acb664b,"{""content"":{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},""type"":""REPEAT1""}","{""content"":{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},""type"":""REPEAT1""}"
kotlin,_class_member_declaration,a5a1922f08a940ed104f,a5a1922f08a940ed104f,"{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""}","{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""}"
kotlin,anonymous_initializer,8cb4a2891d71c8e21569,1e6560524ced1ce52489,"{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""}","{""members"":[{""type"":""STRING"",""value"":""init""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""}"
kotlin,companion_object,a78371de15e1c50513c2,36c0c386e8e44d2b077c,"{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""members"":[{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""named"":""bool"",""type"":""ALIAS"",""value"":""str""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""}","{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""companion""},{""type"":""STRING"",""value"":""object""},{""members"":[{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""named"":true,""type"":""ALIAS"",""value"":""type_identifier""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""members"":[{""type"":""STRING"",""value"":"":""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""}"
kotlin,function_value_parameters,5e627ed7833c5b547ce2,eeb590f771344e56cec8,"{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""content"":{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},""type"":""REPEAT""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""SEQ""}","{""members"":[{""type"":""STRING"",""value"":""(""},{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""content"":{""members"":[{""type"":""STRING"",""value"":"",""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},""type"":""REPEAT""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":"")""}],""type"":""SEQ""}"
kotlin,_function_value_parameter,01759a2b7c1060808fe1,5f8a849da84a62d97e16,"{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""}","{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""members"":[{""type"":""STRING"",""value"":""=""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""}"
kotlin,receiver_type,bd92df231216daeda222,bd92df231216daeda222,"{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""}],""type"":""SEQ""}","{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""}],""type"":""SEQ""}"
kotlin,function_declaration,a4d8594bd834d3d8a2b9,73ec2abf3d32b5b36a57,"{""content"":{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""LITERAL""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""members"":[{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""NAME"",""type"":""FIELD""},{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},""type"":""PREC_RIGHT"",""value"":""PREC_VALUE""}","{""content"":{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""fun""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""members"":[{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""receiver"",""type"":""FIELD""},{""members"":[{""type"":""STRING"",""value"":"".""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""members"":[{""type"":""STRING"",""value"":"":""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},""type"":""PREC_RIGHT"",""value"":0}"
kotlin,function_body,95b660650a58f181a8ca,2d0cc3f7703c6c759b0a,"{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""}],""type"":""CHOICE""}","{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""type"":""STRING"",""value"":""=""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""}],""type"":""CHOICE""}"
kotlin,variable_declaration,989b2553fbd0b814d907,9403e5c7565eb35e68e2,"{""content"":{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},""type"":""PREC_LEFT"",""value"":""PREC_VALUE""}","{""content"":{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""members"":[{""type"":""STRING"",""value"":"":""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},""type"":""PREC_LEFT"",""value"":3}"
kotlin,_name_based_destructuring_entry,b0f7af2c443bb23746f0,716d3d4ff23d8d8153be,"{""content"":{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},""type"":""PREC_LEFT"",""value"":""PREC_VALUE""}","{""content"":{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""members"":[{""type"":""STRING"",""value"":"":""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""members"":[{""type"":""STRING"",""value"":""=""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},""type"":""PREC_LEFT"",""value"":3}"
kotlin,_positional_destructuring_entry,d2a30fac046a45548f42,6313dc7a68275c78e221,"{""content"":{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},""type"":""PREC_LEFT"",""value"":""PREC_VALUE""}","{""content"":{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""members"":[{""type"":""STRING"",""value"":"":""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},""type"":""PREC_LEFT"",""value"":3}"
kotlin,property_declaration,0ff834caf8a2ea368f19,9a9ce0c52151355bf50e,"{""content"":{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""members"":[{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""NAME"",""type"":""FIELD""},{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""}],""type"":""CHOICE""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},""type"":""PREC_RIGHT"",""value"":""PREC_VALUE""}","{""content"":{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""members"":[{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""receiver"",""type"":""FIELD""},{""members"":[{""type"":""STRING"",""value"":"".""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""members"":[{""members"":[{""type"":""STRING"",""value"":""=""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""type"":""STRING"",""value"":"";""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""}],""type"":""CHOICE""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},""type"":""PREC_RIGHT"",""value"":0}"
kotlin,property_delegate,8c01934fcd7fd87c034d,9e180e8999648d026797,"{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""}","{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""by""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""}"
kotlin,destructuring_declaration,4c6db9044a44a02c7a7a,9aef655fa4ec101446cf,"{""content"":{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},""type"":""PREC_RIGHT"",""value"":""PREC_VALUE""}","{""content"":{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""=""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""type"":""STRING"",""value"":"";""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},""type"":""PREC_RIGHT"",""value"":0}"
kotlin,getter,e1d51fbdb999a72ca63f,c9e41b38a9996d7d51ff,"{""content"":{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""LITERAL""},{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},""type"":""PREC_RIGHT"",""value"":""PREC_VALUE""}","{""content"":{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""get""},{""members"":[{""members"":[{""type"":""STRING"",""value"":""(""},{""type"":""STRING"",""value"":"")""},{""members"":[{""members"":[{""type"":""STRING"",""value"":"":""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},""type"":""PREC_RIGHT"",""value"":0}"
kotlin,setter,fc449b7e7895e3a4b44b,5dd1ad9549f2acc10882,"{""content"":{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""LITERAL""},{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""STRING"",""value"":""LITERAL""},{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},""type"":""PREC_RIGHT"",""value"":""PREC_VALUE""}","{""content"":{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""set""},{""members"":[{""members"":[{""type"":""STRING"",""value"":""(""},{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""STRING"",""value"":"")""},{""members"":[{""members"":[{""type"":""STRING"",""value"":"":""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},""type"":""PREC_RIGHT"",""value"":0}"
kotlin,parameters_with_optional_type,844fed0aaaf525b4015b,a3383ae15f33c4f4e4f1,"{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""content"":{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},""type"":""REPEAT""}],""type"":""SEQ""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""SEQ""}","{""members"":[{""type"":""STRING"",""value"":""(""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""content"":{""members"":[{""type"":""STRING"",""value"":"",""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},""type"":""REPEAT""}],""type"":""SEQ""},{""type"":""STRING"",""value"":"")""}],""type"":""SEQ""}"
kotlin,parameter_with_optional_type,01759a2b7c1060808fe1,1aba0fd30eb0030d0424,"{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""}","{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""members"":[{""type"":""STRING"",""value"":"":""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""}"
kotlin,parameter,df7b1ce1bc0499f8dfc7,18122d995a5c72a8f40e,"{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""}","{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""STRING"",""value"":"":""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""}"
kotlin,object_declaration,8e3bf93cb9be37a5feb1,5dcf9bf7c7a3db5c599f,"{""content"":{""content"":{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""LITERAL""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""named"":""bool"",""type"":""ALIAS"",""value"":""str""},{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},""type"":""PREC_RIGHT"",""value"":""PREC_VALUE""},""type"":""PREC_DYNAMIC"",""value"":""PREC_VALUE""}","{""content"":{""content"":{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""object""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""named"":true,""type"":""ALIAS"",""value"":""type_identifier""},{""members"":[{""members"":[{""type"":""STRING"",""value"":"":""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},""type"":""PREC_RIGHT"",""value"":0},""type"":""PREC_DYNAMIC"",""value"":1}"
kotlin,secondary_constructor,0ad9c25d7b32a6c9ab66,07e84847febfa9e9a110,"{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""}","{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""constructor""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""members"":[{""type"":""STRING"",""value"":"":""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""}"
kotlin,constructor_delegation_call,7439d3d9fbdb5963c236,0da4874cbd09c0192ed5,"{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""CHOICE""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""}","{""members"":[{""members"":[{""type"":""STRING"",""value"":""this""},{""type"":""STRING"",""value"":""super""}],""type"":""CHOICE""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""}"
