candidate_id,family_hint,evidence_rows,source_layers,evidence_kinds,residual
IL_TYPED_REFERENCE_CREATE,REFLECTION,2,DOTNET_IL;H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
PREFETCH,BINDING_MEMORY,1,H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE;LANGUAGE_OPERATION_RAW,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
GPU_CLZ,BITWISE,2,H5_NORMALIZED;NVVM_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
IL_SUB_OVERFLOW_UNSIGNED,ARITHMETIC,2,DOTNET_IL;H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STRING_COMPARE,STRING,2,H5_NORMALIZED;HOTSPOT_C2,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_SORT,TENSOR_ML,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_XOR,VECTOR,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VFWNMACC,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AMDGPU_CACHE_INVALIDATE,BINDING_MEMORY,2,AMDGPU_INTRINSICS;H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_BATCH_NORM_INFERENCE,TENSOR_ML,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_OACC_DEVICEPTR,CONCURRENCY,2,MLIR_OPENACC,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_TANH,TENSOR_ELEMENTWISE,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_REDUCE_PRECISION,TENSOR_ML,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
GPU_BFI,BITWISE,2,H5_NORMALIZED;NVVM_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
TOSA_RESCALE,TENSOR_ML,6,MLIR_TOSA,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
X86_ATOMIC_OR_CC,CONCURRENCY_MEMORY,2,X86_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
HEXAGON_HVX_VMUL,VECTOR,2,HEXAGON_HVX,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
BIT_AND,BITWISE,1,H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE;LANGUAGE_OPERATION_RAW,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
BIT_SET,BITWISE,1,H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
TOSA_SIGMOID,TENSOR_ML,6,MLIR_TOSA,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
ACOSH,ARITHMETIC,2,H5_NORMALIZED;MLIR_MATH,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION;LANGUAGE_OPERATION_RAW,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_CEIL,TENSOR_ELEMENTWISE,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_PRFD,VECTOR_MEMORY,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_REVB,VECTOR,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
X86_AMX_VECTOR_TO_TILE,TENSOR,4,X86_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
TOSA_CONV3_D,TENSOR_ALGEBRA,6,MLIR_TOSA,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VFSGNJ,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VFADD,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
ARRAY_LOWER_BOUND,COLLECTION,1,H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MEMORY_BULK,MemoryFamily,1,DECOMPILER_QUOTIENT,DECOMPILER_SEMANTIC_QUOTIENT,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
V8_TURBOSHAFT_BITCAST_WORD32_PAIR_TO_FLOAT64,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,OPTIMIZER_IR_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
SHA512_SIGMA,CRYPTO,2,H5_NORMALIZED;RISCV_ISA,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VREMU,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
BORROW_LOCAL,OWNERSHIP,2,H5_NORMALIZED;PYTHON_OPCODE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_QUANT_UNIFORM_DEQUANTIZE,QUANTIZATION,2,MLIR_QUANT,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
TAN,ARITHMETIC,2,H5_NORMALIZED;MLIR_MATH,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION;LANGUAGE_OPERATION_RAW,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_POWER,TENSOR_ELEMENTWISE,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
X86_AVX512_VPERMI2,VECTOR,6,X86_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VSLIDEDOWN,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VFWSUB,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
IL_RETHROW,EXCEPTION,2,DOTNET_IL;H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_TBL,VECTOR,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_ADDV,VECTOR_REDUCTION,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AMDGPU_MED3,ARITHMETIC,2,AMDGPU_INTRINSICS;H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_TENSOR_EXTRACT_STRIDED_METADATA,TENSOR,2,MLIR_TENSOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_FLOOR,TENSOR_ELEMENTWISE,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_SEND,DISTRIBUTED,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_SCATTER,TENSOR_ML,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
TENSOR_LOAD,TENSOR,2,H5_NORMALIZED;SPIRV,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_REDUCE_FMUL,VECTOR_REDUCTION,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
PIPE_READ,CONCURRENCY,2,H5_NORMALIZED;SPIRV,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LDEXP,ARITHMETIC,2,H5_NORMALIZED;MLIR_MATH,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION;LANGUAGE_OPERATION_RAW,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_COLLECTIVE_BROADCAST,DISTRIBUTED,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_LD4,VECTOR_MEMORY,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AMDGPU_STRUCT_BUFFER_LOAD,BINDING_MEMORY,2,AMDGPU_INTRINSICS;H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
V8_TURBOSHAFT_FRAME_STATE,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,OPTIMIZER_IR_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VMXOR,VECTOR_MASK,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_DYNAMIC_GATHER,TENSOR_ML,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
TOSA_REDUCE_SUM,TENSOR_REDUCTION,6,MLIR_TOSA,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_COMPLEX_ADD,COMPLEX,2,MLIR_COMPLEX,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
IL_ARRAY_ELEMENT_ADDRESS,BINDING_MEMORY,2,DOTNET_IL;H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VREDOR,VECTOR_REDUCTION,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_COMPLEX_MUL,COMPLEX,2,MLIR_COMPLEX,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VFSGNJN,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_GPU_THREAD_ID,GPU,2,MLIR_GPU,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_MLA,VECTOR,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VWADDU_W,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
INDEX_ADDRESS,BINDING_MEMORY,1,H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_OACC_DATA,CONCURRENCY,2,MLIR_OPENACC,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
SAFEPOINT,RUNTIME_CONTROL,1,H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE;LANGUAGE_OPERATION_RAW,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
BPF_GET_PRANDOM_U32,BPF_VM,2,BPF_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
POINTER_ADD,BINDING_MEMORY,1,H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_ST2,VECTOR_MEMORY,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_SHAPE_ANY,SHAPE,2,MLIR_SHAPE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_SMAX,VECTOR,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_COMPRESS,VECTOR,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
ERF,ARITHMETIC,2,H5_NORMALIZED;MLIR_MATH,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION;LANGUAGE_OPERATION_RAW,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
FUNNEL_SHIFT_RIGHT,BITWISE,1,H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_OMP_ORDERED,CONCURRENCY,2,MLIR_OPENMP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
TOSA_RSQRT,TENSOR_ML,6,MLIR_TOSA,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VMXNOR,VECTOR_MASK,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
EXCEPTION_SEMANTIC,ExceptionFamily,1,DECOMPILER_QUOTIENT,DECOMPILER_SEMANTIC_QUOTIENT,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_LINALG_ELEM_WISE_BINARY,TENSOR_ALGEBRA,2,MLIR_LINALG,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
HEXAGON_HVX_VDOT,VECTOR,2,HEXAGON_HVX,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
ADD_WITH_OVERFLOW,ARITHMETIC,1,H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VDIV,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_RBIT,VECTOR,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AMDGPU_SENDMSG,RUNTIME_CONTROL,2,AMDGPU_INTRINSICS;H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_PARTITION_ID,TENSOR_ML,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SME_FMOPA_F16,TENSOR,6,AARCH64_SME,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
TOSA_RESIZE,TENSOR_ML,6,MLIR_TOSA,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
BPF_BTF_TYPE_ID,BPF_VM,2,BPF_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
BPF_KFUNC_CALL,BPF_VM,2,BPF_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_OMP_PRIVATE,CONCURRENCY,2,MLIR_OPENMP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VMSET,VECTOR_MASK,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SME_UMOPA,TENSOR,6,AARCH64_SME,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
TOSA_MUL,TENSOR_ML,6,MLIR_TOSA,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_SPARSE_COMPRESS,SPARSE_TENSOR,2,MLIR_SPARSE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_CNTB,VECTOR,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_POPCNT,TENSOR_ELEMENTWISE,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_FCMPGE,VECTOR_MASK,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
NONLOCAL_JUMP,CONTROL,1,H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VNMSUB,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_SELECT_AND_SCATTER,TENSOR_ML,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_OMP_TARGET_DATA,CONCURRENCY,2,MLIR_OPENMP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_SMIN,VECTOR,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_TENSOR_EXPAND_SHAPE,TENSOR,2,MLIR_TENSOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VSADD,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AMDGPU_WMMA,TENSOR,2,AMDGPU_INTRINSICS;H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_REDUCE_UMIN,VECTOR_REDUCTION,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
HEXAGON_HVX_VALIGN,VECTOR,2,HEXAGON_HVX,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_SPARSE_SELECT,SPARSE_TENSOR,2,MLIR_SPARSE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_REDUCE_XOR,VECTOR_REDUCTION,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
V8_TURBOSHAFT_DEOPTIMIZE_IF,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,OPTIMIZER_IR_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
SUBTYPE_CHECK,TYPE_CONVERSION,2,H5_NORMALIZED;HOTSPOT_C2,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SME_LD1_VERT,TENSOR,6,AARCH64_SME,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_LINALG_WINOGRAD_FILTER_TRANSFORM,TENSOR_ALGEBRA,2,MLIR_LINALG,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
X86_AMX_DP_BUUD,TENSOR,4,X86_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VFSLIDE1_UP,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
