feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield,kotlin.nullable_type,kotlin.null_safety_flow,kotlin.safe_call,kotlin.elvis_operator,kotlin.non_null_assertion,kotlin.smart_cast,kotlin.platform_flexible_type,kotlin.definitely_non_null_type,kotlin.intersection_type,kotlin.captured_type,kotlin.type_alias,kotlin.variance_in_out,kotlin.star_projection,kotlin.generic_where_constraints,kotlin.type_inference_constraint_system,kotlin.builder_inference,kotlin.reified_type_parameter,kotlin.function_type,kotlin.receiver_function_type,kotlin.suspend_function_type,kotlin.unit_type,kotlin.nothing_type,kotlin.unsigned_integer_types,kotlin.value_class,kotlin.data_class,kotlin.sealed_class_interface,kotlin.enum_entry_semantics,kotlin.object_singleton,kotlin.companion_object,kotlin.extension_function_property,kotlin.delegated_property,kotlin.backing_field_accessor,kotlin.constructor_init_order,kotlin.internal_visibility,kotlin.annotation_use_site,kotlin.context_receivers_parameters,kotlin.operator_overloading,kotlin.infix_function,kotlin.named_arguments,kotlin.default_arguments,kotlin.vararg_spread,kotlin.trailing_lambda,kotlin.implicit_receiver_tower,kotlin.overload_resolution,kotlin.member_extension_resolution,kotlin.sam_conversion,kotlin.callable_reference,kotlin.reflection_kclass,kotlin.destructuring_component,kotlin.when_expression,kotlin.when_exhaustiveness,kotlin.range_progression_iteration,kotlin.labeled_control_flow,kotlin.nonlocal_return,kotlin.try_expression,kotlin.exception_throw_catch_finally,kotlin.inline_function,kotlin.crossinline_noinline,kotlin.contracts_dsl,kotlin.calls_in_place_effect,kotlin.returns_implies_effect,kotlin.suspend_resume,kotlin.continuation_state_machine,kotlin.coroutine_suspension_points,kotlin.suspend_lambda,kotlin.expect_actual,kotlin.jvm_boxing_unboxing,kotlin.java_nullability_enhancement,kotlin.jvm_signature_mangling,kotlin.js_dynamic_external,kotlin.native_c_objc_interop,kotlin.klib_metadata,kotlin.fir_semantic_resolution,kotlin.fir_data_flow,kotlin.fir_to_ir,kotlin.ir_semantics,kotlin.jvm_backend_lowering,kotlin.js_backend_lowering,kotlin.native_backend_lowering,kotlin.wasm_backend_lowering,kotlin.compiler_plugin_extension_points,kotlin.const_evaluation
bytecode_vm,0.000140,0.000105,0.000243,0.000300,0.000243,0.000068,0.000305,0.000287,0.000243,0.000153,1.004527,0.000243,0.000204,0.000243,0.000068,0.000305,0.000272,0.031323,0.031323,0.000243,0.000305,0.000153,0.000153,0.000105,0.000305,0.000153,0.000140,0.000105,0.000153,0.000153,0.000334,0.000300,0.000140,0.000401,0.000300,0.000105,0.000153,0.000243,0.000153,0.000305,0.000243,0.000305,0.000105,0.031323,0.000140,0.000175,0.000243,0.000243,0.000243,0.000243,0.000068,0.031323,0.000140,0.000243,0.000300,0.000243,0.000068,0.000305,0.000105,0.000175,0.000105,0.031323,0.000204,0.000300,0.000140,0.000305,0.000243,0.000300,0.000300,0.000300,0.000300,0.000300,0.000105,0.000300,0.000105,0.000153,0.000175,0.000243,0.000175,0.000243,0.000305,0.000300,0.000153,0.000175,0.000068,0.000068,0.000153,0.000105,0.000243,0.000300,0.000300,0.000243,0.000300,0.000140,0.000305,0.000305,0.000153,0.000243,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000354,0.000354,0.000480,0.000354,0.002785,0.000179,0.000179,0.002785,0.002785,0.013215,0.013215,0.013215,0.002776,0.002776,0.002776,0.002776,0.011710,0.000236,0.011710,0.000236,0.011710,0.011710,0.011710,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.013215
call,0.003804,0.000348,0.009016,0.000177,0.009042,0.000080,0.000269,0.008899,0.009042,0.001934,0.000095,1.001942,0.000265,0.009042,0.000080,0.000269,0.008899,0.000095,0.000095,0.009042,0.000432,0.001934,0.001797,0.003877,0.000269,0.001797,0.000087,0.000348,0.001934,0.001934,0.000303,0.000177,0.000087,0.000236,0.000177,0.000348,0.001934,0.009010,0.001934,0.000269,0.009016,0.000269,0.000348,0.000095,0.000087,0.000367,0.009042,0.008933,0.009042,0.009042,0.000080,0.000095,0.000087,0.009016,0.000177,0.012616,0.000080,0.000269,0.000348,0.003948,0.000348,0.000095,0.000274,0.000177,0.000087,0.004004,0.009010,0.000177,0.000177,0.000177,0.000177,0.000177,0.000348,0.000177,0.003877,0.001934,0.000395,0.009016,0.000395,0.009016,0.000269,0.000177,0.001934,0.000395,0.000080,0.000080,0.001797,0.000348,0.009016,0.000177,0.000177,0.009042,0.000177,0.000087,0.000432,0.000269,0.001934,0.009010,0.003884,0.003884,0.003884,0.003884,0.003884,0.003884,0.003884,0.003884,0.000308,0.000308,0.000308,0.000308,0.000308,0.000308,0.000308,0.000308,0.000308,0.000308,0.000308,0.000308,0.000308,0.000308,0.000308,0.001343,0.001343,0.001343,0.001343,0.001343,0.001343,0.001343,0.001343,0.001343,0.001343,0.001343,0.001343,0.001343,0.007650,0.007650,0.007650,0.007650,0.007650,0.007650,0.007650,0.007650,0.007650,0.007650,0.007650,0.007650,0.007650,0.004262,0.004262,0.004986,0.004262,0.003575,0.001422,0.001422,0.003575,0.003575,0.001223,0.001223,0.001223,0.002290,0.002290,0.002290,0.002290,0.000230,0.000219,0.000230,0.000219,0.000230,0.000230,0.000230,0.002300,0.002300,0.002300,0.002300,0.002300,0.002300,0.002300,0.002300,0.002300,0.001223
capture,0.000280,0.000281,0.000330,0.000586,0.000596,0.000000,0.004308,0.000330,0.000596,0.000171,0.000166,0.000550,1.001566,0.000596,0.000000,0.004308,0.007621,0.000166,0.000166,0.000596,0.004309,0.000171,0.000082,0.000235,0.004308,0.000082,0.000059,0.000281,0.000171,0.000171,0.011318,0.000586,0.000059,0.004234,0.000586,0.000281,0.000171,0.000418,0.000171,0.004308,0.000330,0.004308,0.000281,0.000166,0.000059,0.016356,0.000596,0.000330,0.000596,0.000596,0.000000,0.000166,0.000059,0.000330,0.000586,0.000550,0.000000,0.004308,0.000281,0.016506,0.000281,0.000166,0.000397,0.000586,0.000059,0.004262,0.000418,0.000586,0.000586,0.000586,0.000586,0.000586,0.000281,0.000586,0.000235,0.000171,0.016556,0.000330,0.016556,0.000330,0.004308,0.000586,0.000171,0.016556,0.000000,0.000000,0.000082,0.000281,0.000330,0.000586,0.000586,0.000596,0.000586,0.000059,0.004309,0.004308,0.000171,0.000418,0.000429,0.000429,0.000429,0.000429,0.000429,0.000429,0.000429,0.000429,0.005588,0.005588,0.005588,0.005588,0.005588,0.005588,0.005588,0.005588,0.005588,0.005588,0.005588,0.005588,0.005588,0.005588,0.005588,0.005725,0.005725,0.005725,0.005725,0.005725,0.005725,0.005725,0.005725,0.005725,0.005725,0.005725,0.005725,0.005725,0.005054,0.005054,0.005054,0.005054,0.005054,0.005054,0.005054,0.005054,0.005054,0.005054,0.005054,0.005054,0.005054,0.000434,0.000434,0.000433,0.000434,0.011925,0.000073,0.000073,0.011925,0.011925,0.002324,0.002324,0.002324,0.000130,0.000130,0.000130,0.000130,0.002558,0.000271,0.002558,0.000271,0.002558,0.002558,0.002558,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.002324
cast_conversion,0.000165,0.004345,0.008984,0.000120,0.012731,0.000080,0.000248,0.008867,0.012731,0.001913,0.000094,0.008953,0.000285,1.002160,0.000080,0.000248,0.008868,0.000094,0.000094,0.012731,0.004128,0.001913,0.001777,0.000612,0.000248,0.001777,0.000025,0.004345,0.001913,0.001913,0.000281,0.000120,0.000025,0.000215,0.000120,0.004345,0.001913,0.008977,0.001913,0.000248,0.008984,0.000248,0.004345,0.000094,0.000025,0.000386,0.012731,0.008902,0.012731,0.012731,0.000080,0.000094,0.000025,0.008984,0.000120,0.008953,0.000080,0.000248,0.004345,0.000358,0.004345,0.000094,0.000216,0.000120,0.000025,0.000354,0.008977,0.000120,0.000120,0.000120,0.000120,0.000120,0.004345,0.000120,0.000612,0.001913,0.004114,0.008984,0.004114,0.008984,0.000248,0.000120,0.001913,0.004114,0.000080,0.000080,0.001777,0.004345,0.008984,0.000120,0.000120,0.012731,0.000120,0.000025,0.004128,0.000248,0.001913,0.008977,0.003805,0.003805,0.003805,0.003805,0.003805,0.003805,0.003805,0.003805,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.004214,0.004214,0.004894,0.004214,0.003555,0.001511,0.001511,0.003555,0.003555,0.001255,0.001255,0.001255,0.002295,0.002295,0.002295,0.002295,0.000193,0.000186,0.000193,0.000186,0.000193,0.000193,0.000193,0.002263,0.002263,0.002263,0.002263,0.002263,0.002263,0.002263,0.002263,0.002263,0.001255
channel,0.000000,0.000118,0.000358,0.000000,0.000358,0.057958,0.000000,0.019745,0.000358,0.000286,0.000118,0.000358,0.000000,0.000358,1.012145,0.000000,0.000358,0.000118,0.000118,0.000358,0.000000,0.000286,0.000286,0.000118,0.000000,0.000286,0.000000,0.000118,0.000286,0.000286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000118,0.000286,0.000358,0.000286,0.000000,0.000358,0.000000,0.000118,0.000118,0.000000,0.000000,0.000358,0.000358,0.000358,0.000358,0.057958,0.000118,0.000000,0.000358,0.000000,0.000358,0.057958,0.000000,0.000118,0.000000,0.000118,0.000118,0.000000,0.000000,0.000000,0.000000,0.000358,0.000000,0.000000,0.000000,0.000000,0.000000,0.000118,0.000000,0.000118,0.000286,0.000000,0.000358,0.000000,0.000358,0.000000,0.000000,0.000286,0.000000,0.057958,0.057958,0.000286,0.000118,0.000358,0.000000,0.000000,0.000358,0.000000,0.000000,0.000000,0.000000,0.000286,0.000358,0.000471,0.000471,0.000471,0.000471,0.000471,0.000471,0.000471,0.000471,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000371,0.000371,0.000416,0.000371,0.000223,0.000370,0.000370,0.000223,0.000223,0.000190,0.000190,0.000190,0.030363,0.030363,0.030363,0.030363,0.000089,0.000089,0.000089,0.000089,0.000089,0.000089,0.000089,0.000317,0.000317,0.000317,0.000317,0.000317,0.000317,0.000317,0.000317,0.000317,0.000190
class,0.000211,0.000107,0.000189,0.002372,0.000267,0.000000,0.013475,0.000185,0.000267,0.000075,0.000127,0.000288,0.002220,0.000267,0.000000,1.002086,0.000257,0.000127,0.000127,0.000267,0.009309,0.000075,0.000055,0.000127,0.013475,0.000055,0.000120,0.000107,0.000075,0.000075,0.009283,0.002372,0.000120,0.009432,0.002372,0.000107,0.000075,0.000205,0.000075,0.013475,0.000189,0.013475,0.000107,0.000127,0.000120,0.002174,0.000267,0.000214,0.000267,0.000267,0.000000,0.000127,0.000120,0.000189,0.002372,0.000288,0.000000,0.013475,0.000107,0.002258,0.000107,0.000127,0.002200,0.002372,0.000120,0.009329,0.000205,0.002372,0.002372,0.002372,0.002372,0.002372,0.000107,0.002372,0.000127,0.000075,0.002238,0.000189,0.002238,0.000189,0.013475,0.002372,0.000075,0.002238,0.000000,0.000000,0.000055,0.000107,0.000189,0.002372,0.002372,0.000267,0.002372,0.000120,0.009309,0.013475,0.000075,0.000205,0.001379,0.001379,0.001379,0.001379,0.001379,0.001379,0.001379,0.001379,0.003366,0.003366,0.003366,0.003366,0.003366,0.003366,0.003366,0.003366,0.003366,0.003366,0.003366,0.003366,0.003366,0.003366,0.003366,0.009502,0.009502,0.009502,0.009502,0.009502,0.009502,0.009502,0.009502,0.009502,0.009502,0.009502,0.009502,0.009502,0.002966,0.002966,0.002966,0.002966,0.002966,0.002966,0.002966,0.002966,0.002966,0.002966,0.002966,0.002966,0.002966,0.001344,0.001344,0.001608,0.001344,0.002569,0.000060,0.000060,0.002569,0.002569,0.002589,0.002589,0.002589,0.000084,0.000084,0.000084,0.000084,0.002939,0.001406,0.002939,0.001406,0.002939,0.002939,0.002939,0.000195,0.000195,0.000195,0.000195,0.000195,0.000195,0.000195,0.000195,0.000195,0.002589
closure_lambda,0.000193,0.000274,0.010360,0.000135,0.010390,0.000093,0.000279,0.010224,0.010390,0.002220,0.000124,0.010325,0.004266,0.010390,0.000093,0.000279,1.001885,0.000124,0.000124,0.010390,0.000469,0.002220,0.002060,0.000210,0.000279,0.002060,0.000029,0.000274,0.002220,0.002220,0.004338,0.000135,0.000029,0.000241,0.000135,0.000274,0.002220,0.010353,0.002220,0.000279,0.010360,0.000279,0.000274,0.000124,0.000029,0.000399,0.010390,0.010264,0.010390,0.010390,0.000093,0.000124,0.000029,0.010360,0.000135,0.010325,0.000093,0.000279,0.000274,0.000367,0.000274,0.000124,0.000248,0.000135,0.000029,0.000404,0.010353,0.000135,0.000135,0.000135,0.000135,0.000135,0.000274,0.000135,0.000210,0.002220,0.000431,0.010360,0.000431,0.010360,0.000279,0.000135,0.002220,0.000431,0.000093,0.000093,0.002060,0.000274,0.010360,0.000135,0.000135,0.010390,0.000135,0.000029,0.000469,0.000279,0.002220,0.010353,0.004340,0.004340,0.004340,0.004340,0.004340,0.004340,0.004340,0.004340,0.000259,0.000259,0.000259,0.000259,0.000259,0.000259,0.000259,0.000259,0.000259,0.000259,0.000259,0.000259,0.000259,0.000259,0.000259,0.001448,0.001448,0.001448,0.001448,0.001448,0.001448,0.001448,0.001448,0.001448,0.001448,0.001448,0.001448,0.001448,0.004393,0.004393,0.004393,0.004393,0.004393,0.004393,0.004393,0.004393,0.004393,0.004393,0.004393,0.004393,0.004393,0.004879,0.004879,0.005649,0.004879,0.008195,0.001586,0.001586,0.008195,0.008195,0.001340,0.001340,0.001340,0.002606,0.002606,0.002606,0.002606,0.000231,0.000151,0.000231,0.000151,0.000231,0.000231,0.000231,0.002624,0.002624,0.002624,0.002624,0.002624,0.002624,0.002624,0.002624,0.002624,0.001340
code_generation,0.000140,0.000105,0.000243,0.000300,0.000243,0.000068,0.000305,0.000287,0.000243,0.000153,0.031323,0.000243,0.000204,0.000243,0.000068,0.000305,0.000272,1.004527,0.031323,0.000243,0.000305,0.000153,0.000153,0.000105,0.000305,0.000153,0.000140,0.000105,0.000153,0.000153,0.000334,0.000300,0.000140,0.000401,0.000300,0.000105,0.000153,0.000243,0.000153,0.000305,0.000243,0.000305,0.000105,0.031323,0.000140,0.000175,0.000243,0.000243,0.000243,0.000243,0.000068,0.031323,0.000140,0.000243,0.000300,0.000243,0.000068,0.000305,0.000105,0.000175,0.000105,0.031323,0.000204,0.000300,0.000140,0.000305,0.000243,0.000300,0.000300,0.000300,0.000300,0.000300,0.000105,0.000300,0.000105,0.000153,0.000175,0.000243,0.000175,0.000243,0.000305,0.000300,0.000153,0.000175,0.000068,0.000068,0.000153,0.000105,0.000243,0.000300,0.000300,0.000243,0.000300,0.000140,0.000305,0.000305,0.000153,0.000243,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000354,0.000354,0.000480,0.000354,0.002785,0.000179,0.000179,0.002785,0.002785,0.013215,0.013215,0.013215,0.002776,0.002776,0.002776,0.002776,0.011710,0.000236,0.011710,0.000236,0.011710,0.011710,0.011710,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.013215
compile_time_eval,0.000140,0.000105,0.000243,0.000300,0.000243,0.000068,0.000305,0.000287,0.000243,0.000153,0.031323,0.000243,0.000204,0.000243,0.000068,0.000305,0.000272,0.031323,1.004527,0.000243,0.000305,0.000153,0.000153,0.000105,0.000305,0.000153,0.000140,0.000105,0.000153,0.000153,0.000334,0.000300,0.000140,0.000401,0.000300,0.000105,0.000153,0.000243,0.000153,0.000305,0.000243,0.000305,0.000105,0.031323,0.000140,0.000175,0.000243,0.000243,0.000243,0.000243,0.000068,0.031323,0.000140,0.000243,0.000300,0.000243,0.000068,0.000305,0.000105,0.000175,0.000105,0.031323,0.000204,0.000300,0.000140,0.000305,0.000243,0.000300,0.000300,0.000300,0.000300,0.000300,0.000105,0.000300,0.000105,0.000153,0.000175,0.000243,0.000175,0.000243,0.000305,0.000300,0.000153,0.000175,0.000068,0.000068,0.000153,0.000105,0.000243,0.000300,0.000300,0.000243,0.000300,0.000140,0.000305,0.000305,0.000153,0.000243,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000354,0.000354,0.000480,0.000354,0.002785,0.000179,0.000179,0.002785,0.002785,0.013215,0.013215,0.013215,0.002776,0.002776,0.002776,0.002776,0.011710,0.000236,0.011710,0.000236,0.011710,0.011710,0.011710,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.013215
comprehension,0.000165,0.004345,0.008984,0.000120,0.012731,0.000080,0.000248,0.008867,0.012731,0.001913,0.000094,0.008953,0.000285,0.012731,0.000080,0.000248,0.008868,0.000094,0.000094,1.002160,0.004128,0.001913,0.001777,0.000612,0.000248,0.001777,0.000025,0.004345,0.001913,0.001913,0.000281,0.000120,0.000025,0.000215,0.000120,0.004345,0.001913,0.008977,0.001913,0.000248,0.008984,0.000248,0.004345,0.000094,0.000025,0.000386,0.012731,0.008902,0.012731,0.012731,0.000080,0.000094,0.000025,0.008984,0.000120,0.008953,0.000080,0.000248,0.004345,0.000358,0.004345,0.000094,0.000216,0.000120,0.000025,0.000354,0.008977,0.000120,0.000120,0.000120,0.000120,0.000120,0.004345,0.000120,0.000612,0.001913,0.004114,0.008984,0.004114,0.008984,0.000248,0.000120,0.001913,0.004114,0.000080,0.000080,0.001777,0.004345,0.008984,0.000120,0.000120,0.012731,0.000120,0.000025,0.004128,0.000248,0.001913,0.008977,0.003805,0.003805,0.003805,0.003805,0.003805,0.003805,0.003805,0.003805,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.004214,0.004214,0.004894,0.004214,0.003555,0.001511,0.001511,0.003555,0.003555,0.001255,0.001255,0.001255,0.002295,0.002295,0.002295,0.002295,0.000193,0.000186,0.000193,0.000186,0.000193,0.000193,0.000193,0.002263,0.002263,0.002263,0.002263,0.002263,0.002263,0.002263,0.002263,0.002263,0.001255
constant,0.000171,0.004537,0.000363,0.002298,0.004452,0.000000,0.009309,0.000359,0.004452,0.000110,0.000127,0.000462,0.002220,0.004452,0.000000,0.009309,0.000431,0.000127,0.000127,0.004452,1.001622,0.000110,0.000090,0.000594,0.009309,0.000090,0.000080,0.004537,0.000110,0.000110,0.008977,0.002298,0.000080,0.009127,0.002298,0.004537,0.000110,0.000379,0.000110,0.009309,0.000363,0.009309,0.004537,0.000127,0.000080,0.002174,0.004452,0.000388,0.004452,0.004452,0.000000,0.000127,0.000080,0.000363,0.002298,0.000462,0.000000,0.009309,0.004537,0.002258,0.004537,0.000127,0.002126,0.002298,0.000080,0.009023,0.000379,0.002298,0.002298,0.002298,0.002298,0.002298,0.004537,0.002298,0.000594,0.000110,0.006225,0.000363,0.006225,0.000363,0.009309,0.002298,0.000110,0.006225,0.000000,0.000000,0.000090,0.004537,0.000363,0.002298,0.002298,0.004452,0.002298,0.000080,0.013011,0.009309,0.000110,0.000379,0.001432,0.001432,0.001432,0.001432,0.001432,0.001432,0.001432,0.001432,0.003246,0.003246,0.003246,0.003246,0.003246,0.003246,0.003246,0.003246,0.003246,0.003246,0.003246,0.003246,0.003246,0.003246,0.003246,0.005289,0.005289,0.005289,0.005289,0.005289,0.005289,0.005289,0.005289,0.005289,0.005289,0.005289,0.005289,0.005289,0.002891,0.002891,0.002891,0.002891,0.002891,0.002891,0.002891,0.002891,0.002891,0.002891,0.002891,0.002891,0.002891,0.001383,0.001383,0.001617,0.001383,0.002578,0.000242,0.000242,0.002578,0.002578,0.002639,0.002639,0.002639,0.000182,0.000182,0.000182,0.000182,0.002842,0.001379,0.002842,0.001379,0.002842,0.002842,0.002842,0.000215,0.000215,0.000215,0.000215,0.000215,0.000215,0.000215,0.000215,0.000215,0.002639
continue,0.000067,0.000155,0.002978,0.000100,0.002975,0.000099,0.000108,0.002990,0.002975,0.019602,0.000092,0.002979,0.000127,0.002975,0.000099,0.000108,0.002946,0.000092,0.000092,0.002975,0.000158,1.003259,0.013718,0.000159,0.000108,0.013718,0.000013,0.000155,0.019602,0.019602,0.000133,0.000100,0.000013,0.000108,0.000100,0.000155,0.019602,0.009098,0.019602,0.000108,0.002978,0.000108,0.000155,0.000092,0.000013,0.006239,0.002975,0.003001,0.002975,0.002975,0.000099,0.000092,0.000013,0.002978,0.000100,0.002979,0.000099,0.000108,0.000155,0.000156,0.000155,0.000092,0.000179,0.000100,0.000013,0.000162,0.009098,0.000100,0.000100,0.000100,0.000100,0.000100,0.000155,0.000100,0.000159,0.019602,0.000152,0.002978,0.000152,0.002978,0.000108,0.000100,0.019602,0.000152,0.000099,0.000099,0.013718,0.000155,0.002978,0.000100,0.000100,0.002975,0.000100,0.000013,0.000158,0.000108,0.019602,0.009098,0.004014,0.004014,0.004014,0.004014,0.004014,0.004014,0.004014,0.004014,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000187,0.000187,0.000187,0.000187,0.000187,0.000187,0.000187,0.000187,0.000187,0.000187,0.000187,0.000187,0.000187,0.002034,0.002034,0.002034,0.002034,0.002034,0.002034,0.002034,0.002034,0.002034,0.002034,0.002034,0.002034,0.002034,0.013420,0.013420,0.005113,0.013420,0.001891,0.008560,0.008560,0.001891,0.001891,0.001817,0.001817,0.001817,0.003816,0.003816,0.003816,0.003816,0.000143,0.000130,0.000143,0.000130,0.000143,0.000143,0.000143,0.001894,0.001894,0.001894,0.001894,0.001894,0.001894,0.001894,0.001894,0.001894,0.001817
defer_cleanup,0.000081,0.000245,0.003321,0.000102,0.003317,0.000119,0.000095,0.003335,0.003317,0.016470,0.000111,0.003322,0.000073,0.003317,0.000119,0.000095,0.003282,0.000111,0.000111,0.003317,0.000156,0.016470,1.002833,0.000250,0.000095,0.022390,0.000015,0.000245,0.016470,0.016470,0.000125,0.000102,0.000015,0.000095,0.000102,0.000245,0.016470,0.003988,0.016470,0.000095,0.003321,0.000095,0.000245,0.000111,0.000015,0.000776,0.003317,0.003349,0.003317,0.003317,0.000119,0.000111,0.000015,0.003321,0.000102,0.003322,0.000119,0.000095,0.000245,0.000109,0.000245,0.000111,0.000197,0.000102,0.000015,0.000161,0.003988,0.000102,0.000102,0.000102,0.000102,0.000102,0.000245,0.000102,0.000250,0.016470,0.000104,0.003321,0.000104,0.003321,0.000095,0.000102,0.016470,0.000104,0.000119,0.000119,0.022390,0.000245,0.003321,0.000102,0.000102,0.003317,0.000102,0.000015,0.000156,0.000095,0.016470,0.003988,0.004653,0.004653,0.004653,0.004653,0.004653,0.004653,0.004653,0.004653,0.000133,0.000133,0.000133,0.000133,0.000133,0.000133,0.000133,0.000133,0.000133,0.000133,0.000133,0.000133,0.000133,0.000133,0.000133,0.000173,0.000173,0.000173,0.000173,0.000173,0.000173,0.000173,0.000173,0.000173,0.000173,0.000173,0.000173,0.000173,0.002294,0.002294,0.002294,0.002294,0.002294,0.002294,0.002294,0.002294,0.002294,0.002294,0.002294,0.002294,0.002294,0.009078,0.009078,0.005886,0.009078,0.002122,0.016456,0.016456,0.002122,0.002122,0.002103,0.002103,0.002103,0.004458,0.004458,0.004458,0.004458,0.000149,0.000160,0.000149,0.000160,0.000149,0.000149,0.000149,0.002185,0.002185,0.002185,0.002185,0.002185,0.002185,0.002185,0.002185,0.002185,0.002103
