language,repository,rule,atom_count,max_depth,symbol_ref_count,field_count,operators,operator_counts_json,symbol_refs,fields,rule_json
csharp,tree-sitter/tree-sitter-c-sharp,using_statement,13,3,3,1,ALIAS|BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL,"{""ALIAS"":1,""BLANK"":1,""CHOICE"":2,""FIELD"":1,""SEQ"":1,""STRING"":4,""SYMBOL"":3}",expression|statement|using_variable_declaration,body,"{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""await""},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":""using""},{""type"":""STRING"",""value"":""(""},{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""using_variable_declaration""},""named"":true,""value"":""variable_declaration""},{""type"":""SYMBOL"",""name"":""expression""}]},{""type"":""STRING"",""value"":"")""},{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""statement""}}]}"
csharp,tree-sitter/tree-sitter-c-sharp,foreach_statement,4,2,2,1,FIELD|SEQ|SYMBOL,"{""FIELD"":1,""SEQ"":1,""SYMBOL"":2}",_foreach_statement_initializer|statement,body,"{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""_foreach_statement_initializer""},{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""statement""}}]}"
csharp,tree-sitter/tree-sitter-c-sharp,_foreach_statement_initializer,20,5,4,3,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL,"{""BLANK"":1,""CHOICE"":3,""FIELD"":4,""SEQ"":2,""STRING"":5,""SYMBOL"":5}",expression|identifier|tuple_pattern|type,left|right|type,"{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""await""},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":""foreach""},{""type"":""STRING"",""value"":""(""},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type""}},{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""SYMBOL"",""name"":""tuple_pattern""}]}}]},{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}]},{""type"":""STRING"",""value"":""in""},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}},{""type"":""STRING"",""value"":"")""}]}"
csharp,tree-sitter/tree-sitter-c-sharp,goto_statement,11,3,1,0,BLANK|CHOICE|SEQ|STRING|SYMBOL,"{""BLANK"":2,""CHOICE"":3,""SEQ"":1,""STRING"":4,""SYMBOL"":1}",expression,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""goto""},{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""case""},{""type"":""STRING"",""value"":""default""}]},{""type"":""BLANK""}]},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""expression""},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":"";""}]}"
csharp,tree-sitter/tree-sitter-c-sharp,labeled_statement,4,1,2,0,SEQ|STRING|SYMBOL,"{""SEQ"":1,""STRING"":1,""SYMBOL"":2}",identifier|statement,,"{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""STRING"",""value"":"":""},{""type"":""SYMBOL"",""name"":""statement""}]}"
csharp,tree-sitter/tree-sitter-c-sharp,if_statement,15,5,2,3,BLANK|CHOICE|FIELD|PREC_RIGHT|SEQ|STRING|SYMBOL,"{""BLANK"":1,""CHOICE"":1,""FIELD"":3,""PREC_RIGHT"":1,""SEQ"":2,""STRING"":4,""SYMBOL"":3}",expression|statement,alternative|condition|consequence,"{""type"":""PREC_RIGHT"",""value"":0,""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""if""},{""type"":""STRING"",""value"":""(""},{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""SYMBOL"",""name"":""expression""}},{""type"":""STRING"",""value"":"")""},{""type"":""FIELD"",""name"":""consequence"",""content"":{""type"":""SYMBOL"",""name"":""statement""}},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""else""},{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""SYMBOL"",""name"":""statement""}}]},{""type"":""BLANK""}]}]}}"
csharp,tree-sitter/tree-sitter-c-sharp,while_statement,8,2,2,2,FIELD|SEQ|STRING|SYMBOL,"{""FIELD"":2,""SEQ"":1,""STRING"":3,""SYMBOL"":2}",expression|statement,body|condition,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""while""},{""type"":""STRING"",""value"":""(""},{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""SYMBOL"",""name"":""expression""}},{""type"":""STRING"",""value"":"")""},{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""statement""}}]}"
csharp,tree-sitter/tree-sitter-c-sharp,local_declaration_statement,11,2,2,0,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL,"{""BLANK"":2,""CHOICE"":2,""REPEAT"":1,""SEQ"":1,""STRING"":3,""SYMBOL"":2}",modifier|variable_declaration,,"{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""await""},{""type"":""BLANK""}]},{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""using""},{""type"":""BLANK""}]},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""modifier""}},{""type"":""SYMBOL"",""name"":""variable_declaration""},{""type"":""STRING"",""value"":"";""}]}"
csharp,tree-sitter/tree-sitter-c-sharp,local_function_statement,5,2,3,0,REPEAT|SEQ|SYMBOL,"{""REPEAT"":1,""SEQ"":1,""SYMBOL"":3}",_function_body|_local_function_declaration|type_parameter_constraints_clause,,"{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""_local_function_declaration""},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""type_parameter_constraints_clause""}},{""type"":""SYMBOL"",""name"":""_function_body""}]}"
csharp,tree-sitter/tree-sitter-c-sharp,_local_function_declaration,15,3,6,4,BLANK|CHOICE|FIELD|REPEAT|SEQ|SYMBOL,"{""BLANK"":1,""CHOICE"":1,""FIELD"":4,""REPEAT"":2,""SEQ"":1,""SYMBOL"":6}",_attribute_list|identifier|modifier|parameter_list|type|type_parameter_list,name|parameters|type|type_parameters,"{""type"":""SEQ"",""members"":[{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_attribute_list""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""modifier""}},{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type""}},{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}},{""type"":""FIELD"",""name"":""type_parameters"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""type_parameter_list""},{""type"":""BLANK""}]}},{""type"":""FIELD"",""name"":""parameters"",""content"":{""type"":""SYMBOL"",""name"":""parameter_list""}}]}"
csharp,tree-sitter/tree-sitter-c-sharp,pattern,16,3,13,0,ALIAS|CHOICE|PREC_DYNAMIC|SYMBOL,"{""ALIAS"":1,""CHOICE"":1,""PREC_DYNAMIC"":1,""SYMBOL"":13}",_parenthesized_pattern_with_designation|and_pattern|constant_pattern|declaration_pattern|discard|list_pattern|negated_pattern|or_pattern|parenthesized_pattern|recursive_pattern|relational_pattern|type_pattern|var_pattern,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""constant_pattern""},{""type"":""SYMBOL"",""name"":""declaration_pattern""},{""type"":""SYMBOL"",""name"":""discard""},{""type"":""SYMBOL"",""name"":""recursive_pattern""},{""type"":""SYMBOL"",""name"":""var_pattern""},{""type"":""SYMBOL"",""name"":""negated_pattern""},{""type"":""PREC_DYNAMIC"",""value"":1,""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_parenthesized_pattern_with_designation""},""named"":true,""value"":""recursive_pattern""}},{""type"":""SYMBOL"",""name"":""parenthesized_pattern""},{""type"":""SYMBOL"",""name"":""relational_pattern""},{""type"":""SYMBOL"",""name"":""or_pattern""},{""type"":""SYMBOL"",""name"":""and_pattern""},{""type"":""SYMBOL"",""name"":""list_pattern""},{""type"":""SYMBOL"",""name"":""type_pattern""}]}"
csharp,tree-sitter/tree-sitter-c-sharp,_parenthesized_pattern_with_designation,5,1,2,0,SEQ|STRING|SYMBOL,"{""SEQ"":1,""STRING"":2,""SYMBOL"":2}",_variable_designation|pattern,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""(""},{""type"":""SYMBOL"",""name"":""pattern""},{""type"":""STRING"",""value"":"")""},{""type"":""SYMBOL"",""name"":""_variable_designation""}]}"
csharp,tree-sitter/tree-sitter-c-sharp,constant_pattern,18,2,15,0,ALIAS|CHOICE|SYMBOL,"{""ALIAS"":2,""CHOICE"":1,""SYMBOL"":15}",_complex_invocation_expression|_name_invocation_pattern|_simple_name|binary_expression|cast_expression|default_expression|interpolated_string_expression|literal|member_access_expression|parenthesized_expression|postfix_unary_expression|prefix_unary_expression|sizeof_expression|tuple_expression|typeof_expression,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""binary_expression""},{""type"":""SYMBOL"",""name"":""default_expression""},{""type"":""SYMBOL"",""name"":""interpolated_string_expression""},{""type"":""SYMBOL"",""name"":""parenthesized_expression""},{""type"":""SYMBOL"",""name"":""postfix_unary_expression""},{""type"":""SYMBOL"",""name"":""prefix_unary_expression""},{""type"":""SYMBOL"",""name"":""sizeof_expression""},{""type"":""SYMBOL"",""name"":""tuple_expression""},{""type"":""SYMBOL"",""name"":""typeof_expression""},{""type"":""SYMBOL"",""name"":""member_access_expression""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_name_invocation_pattern""},""named"":true,""value"":""invocation_expression""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_complex_invocation_expression""},""named"":true,""value"":""invocation_expression""},{""type"":""SYMBOL"",""name"":""cast_expression""},{""type"":""SYMBOL"",""name"":""_simple_name""},{""type"":""SYMBOL"",""name"":""literal""}]}"
csharp,tree-sitter/tree-sitter-c-sharp,_name_invocation_pattern,5,2,2,2,FIELD|SEQ|SYMBOL,"{""FIELD"":2,""SEQ"":1,""SYMBOL"":2}",_name|argument_list,arguments|function,"{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""function"",""content"":{""type"":""SYMBOL"",""name"":""_name""}},{""type"":""FIELD"",""name"":""arguments"",""content"":{""type"":""SYMBOL"",""name"":""argument_list""}}]}"
csharp,tree-sitter/tree-sitter-c-sharp,_complex_invocation_expression,12,4,7,2,CHOICE|FIELD|PREC|SEQ|SYMBOL,"{""CHOICE"":1,""FIELD"":2,""PREC"":1,""SEQ"":1,""SYMBOL"":7}",argument_list|cast_expression|conditional_access_expression|element_access_expression|invocation_expression|member_access_expression|parenthesized_expression,arguments|function,"{""type"":""PREC"",""value"":18,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""function"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""member_access_expression""},{""type"":""SYMBOL"",""name"":""element_access_expression""},{""type"":""SYMBOL"",""name"":""invocation_expression""},{""type"":""SYMBOL"",""name"":""parenthesized_expression""},{""type"":""SYMBOL"",""name"":""conditional_access_expression""},{""type"":""SYMBOL"",""name"":""cast_expression""}]}},{""type"":""FIELD"",""name"":""arguments"",""content"":{""type"":""SYMBOL"",""name"":""argument_list""}}]}}"
csharp,tree-sitter/tree-sitter-c-sharp,discard,1,0,0,0,STRING,"{""STRING"":1}",,,"{""type"":""STRING"",""value"":""_""}"
csharp,tree-sitter/tree-sitter-c-sharp,parenthesized_pattern,4,1,1,0,SEQ|STRING|SYMBOL,"{""SEQ"":1,""STRING"":2,""SYMBOL"":1}",pattern,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""(""},{""type"":""SYMBOL"",""name"":""pattern""},{""type"":""STRING"",""value"":"")""}]}"
csharp,tree-sitter/tree-sitter-c-sharp,var_pattern,3,1,1,0,SEQ|STRING|SYMBOL,"{""SEQ"":1,""STRING"":1,""SYMBOL"":1}",_variable_designation,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""var""},{""type"":""SYMBOL"",""name"":""_variable_designation""}]}"
csharp,tree-sitter/tree-sitter-c-sharp,type_pattern,3,2,1,1,FIELD|PREC_RIGHT|SYMBOL,"{""FIELD"":1,""PREC_RIGHT"":1,""SYMBOL"":1}",type,type,"{""type"":""PREC_RIGHT"",""value"":0,""content"":{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type""}}}"
csharp,tree-sitter/tree-sitter-c-sharp,list_pattern,23,8,3,0,BLANK|CHOICE|PREC_RIGHT|REPEAT|SEQ|STRING|SYMBOL,"{""BLANK"":3,""CHOICE"":5,""PREC_RIGHT"":1,""REPEAT"":1,""SEQ"":4,""STRING"":4,""SYMBOL"":5}",_variable_designation|pattern|slice_pattern,,"{""type"":""PREC_RIGHT"",""value"":0,""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""[""},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""pattern""},{""type"":""SYMBOL"",""name"":""slice_pattern""}]},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""pattern""},{""type"":""SYMBOL"",""name"":""slice_pattern""}]}]}}]},{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""BLANK""}]}]},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":""]""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_variable_designation""},{""type"":""BLANK""}]}]}}"
csharp,tree-sitter/tree-sitter-c-sharp,slice_pattern,6,3,1,0,BLANK|CHOICE|PREC_RIGHT|SEQ|STRING|SYMBOL,"{""BLANK"":1,""CHOICE"":1,""PREC_RIGHT"":1,""SEQ"":1,""STRING"":1,""SYMBOL"":1}",pattern,,"{""type"":""PREC_RIGHT"",""value"":0,""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""..""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""pattern""},{""type"":""BLANK""}]}]}}"
csharp,tree-sitter/tree-sitter-c-sharp,recursive_pattern,46,6,5,1,BLANK|CHOICE|FIELD|PREC_DYNAMIC|PREC_LEFT|SEQ|SYMBOL,"{""BLANK"":5,""CHOICE"":8,""FIELD"":3,""PREC_DYNAMIC"":3,""PREC_LEFT"":1,""SEQ"":7,""SYMBOL"":19}",_name|_variable_designation|positional_pattern_clause|property_pattern_clause|type,type,"{""type"":""PREC_LEFT"",""value"":0,""content"":{""type"":""CHOICE"",""members"":[{""type"":""PREC_DYNAMIC"",""value"":1,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""_name""}},{""type"":""SYMBOL"",""name"":""positional_pattern_clause""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""property_pattern_clause""},{""type"":""BLANK""}]},{""type"":""SYMBOL"",""name"":""_variable_designation""}]}},{""type"":""PREC_DYNAMIC"",""value"":-1,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""_name""}},{""type"":""SYMBOL"",""name"":""positional_pattern_clause""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""property_pattern_clause""},{""type"":""BLANK""}]}]}},{""type"":""PREC_DYNAMIC"",""value"":1,""content"":{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""positional_pattern_clause""},{""type"":""SYMBOL"",""name"":""_variable_designation""}]}},{""type"":""SYMBOL"",""name"":""positional_pattern_clause""},{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type""}},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""positional_pattern_clause""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""property_pattern_clause""},{""type"":""BLANK""}]}]},{""type"":""SYMBOL"",""name"":""property_pattern_clause""}]},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_variable_designation""},{""type"":""BLANK""}]}]},{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""positional_pattern_clause""},{""type"":""SYMBOL"",""name"":""property_pattern_clause""}]},{""type"":""SYMBOL"",""name"":""property_pattern_clause""}]},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_variable_designation""},{""type"":""BLANK""}]}]}]}}"
csharp,tree-sitter/tree-sitter-c-sharp,positional_pattern_clause,14,7,1,0,BLANK|CHOICE|PREC|REPEAT|SEQ|STRING|SYMBOL,"{""BLANK"":2,""CHOICE"":2,""PREC"":1,""REPEAT"":1,""SEQ"":3,""STRING"":3,""SYMBOL"":2}",subpattern,,"{""type"":""PREC"",""value"":1,""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""(""},{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""subpattern""},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""SYMBOL"",""name"":""subpattern""}]}}]},{""type"":""BLANK""}]},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":"")""}]}}"
csharp,tree-sitter/tree-sitter-c-sharp,property_pattern_clause,15,6,1,0,BLANK|CHOICE|PREC|REPEAT|SEQ|STRING|SYMBOL,"{""BLANK"":2,""CHOICE"":2,""PREC"":1,""REPEAT"":1,""SEQ"":3,""STRING"":4,""SYMBOL"":2}",subpattern,,"{""type"":""PREC"",""value"":1,""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""{""},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""subpattern""},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""SYMBOL"",""name"":""subpattern""}]}}]},{""type"":""BLANK""}]},{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":""}""}]}}"
csharp,tree-sitter/tree-sitter-c-sharp,subpattern,12,5,3,0,BLANK|CHOICE|PREC_RIGHT|SEQ|STRING|SYMBOL,"{""BLANK"":1,""CHOICE"":2,""PREC_RIGHT"":1,""SEQ"":3,""STRING"":2,""SYMBOL"":3}",expression|identifier|pattern,,"{""type"":""PREC_RIGHT"",""value"":0,""content"":{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""expression""},{""type"":""STRING"",""value"":"":""}]},{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""STRING"",""value"":"":""}]}]},{""type"":""BLANK""}]},{""type"":""SYMBOL"",""name"":""pattern""}]}}"
csharp,tree-sitter/tree-sitter-c-sharp,relational_pattern,13,2,1,0,CHOICE|SEQ|STRING|SYMBOL,"{""CHOICE"":1,""SEQ"":4,""STRING"":4,""SYMBOL"":4}",expression,,"{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""<""},{""type"":""SYMBOL"",""name"":""expression""}]},{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""<=""},{""type"":""SYMBOL"",""name"":""expression""}]},{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"">""},{""type"":""SYMBOL"",""name"":""expression""}]},{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"">=""},{""type"":""SYMBOL"",""name"":""expression""}]}]}"
csharp,tree-sitter/tree-sitter-c-sharp,negated_pattern,3,1,1,0,SEQ|STRING|SYMBOL,"{""SEQ"":1,""STRING"":1,""SYMBOL"":1}",pattern,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""not""},{""type"":""SYMBOL"",""name"":""pattern""}]}"
csharp,tree-sitter/tree-sitter-c-sharp,and_pattern,8,3,1,3,FIELD|PREC_LEFT|SEQ|STRING|SYMBOL,"{""FIELD"":3,""PREC_LEFT"":1,""SEQ"":1,""STRING"":1,""SYMBOL"":2}",pattern,left|operator|right,"{""type"":""PREC_LEFT"",""value"":8,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""pattern""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""and""}},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""pattern""}}]}}"
csharp,tree-sitter/tree-sitter-c-sharp,or_pattern,8,3,1,3,FIELD|PREC_LEFT|SEQ|STRING|SYMBOL,"{""FIELD"":3,""PREC_LEFT"":1,""SEQ"":1,""STRING"":1,""SYMBOL"":2}",pattern,left|operator|right,"{""type"":""PREC_LEFT"",""value"":6,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""pattern""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""or""}},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""pattern""}}]}}"
csharp,tree-sitter/tree-sitter-c-sharp,declaration_pattern,4,2,2,1,FIELD|SEQ|SYMBOL,"{""FIELD"":1,""SEQ"":1,""SYMBOL"":2}",_variable_designation|type,type,"{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type""}},{""type"":""SYMBOL"",""name"":""_variable_designation""}]}"
csharp,tree-sitter/tree-sitter-c-sharp,_variable_designation,6,3,3,1,CHOICE|FIELD|PREC|SYMBOL,"{""CHOICE"":1,""FIELD"":1,""PREC"":1,""SYMBOL"":3}",discard|identifier|parenthesized_variable_designation,name,"{""type"":""PREC"",""value"":1,""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""discard""},{""type"":""SYMBOL"",""name"":""parenthesized_variable_designation""},{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}]}}"
csharp,tree-sitter/tree-sitter-c-sharp,parenthesized_variable_designation,11,5,1,0,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL,"{""BLANK"":1,""CHOICE"":1,""REPEAT"":1,""SEQ"":3,""STRING"":3,""SYMBOL"":2}",_variable_designation,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""(""},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""_variable_designation""},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""SYMBOL"",""name"":""_variable_designation""}]}}]},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":"")""}]}"
csharp,tree-sitter/tree-sitter-c-sharp,expression,3,1,2,0,CHOICE|SYMBOL,"{""CHOICE"":1,""SYMBOL"":2}",lvalue_expression|non_lvalue_expression,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""non_lvalue_expression""},{""type"":""SYMBOL"",""name"":""lvalue_expression""}]}"
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,39,2,35,0,ALIAS|CHOICE|STRING|SYMBOL,"{""ALIAS"":2,""CHOICE"":1,""STRING"":1,""SYMBOL"":35}",_address_of_expression|_expression_statement_expression|anonymous_method_expression|anonymous_object_creation_expression|array_creation_expression|as_expression|binary_expression|cast_expression|checked_expression|collection_expression|conditional_access_expression|conditional_expression|default_expression|implicit_array_creation_expression|implicit_object_creation_expression|implicit_stackalloc_expression|initializer_expression|interpolated_string_expression|is_expression|is_pattern_expression|lambda_expression|literal|makeref_expression|preproc_if_in_expression|query_expression|range_expression|ref_expression|reftype_expression|refvalue_expression|sizeof_expression|stackalloc_expression|switch_expression|throw_expression|typeof_expression|with_expression,,"{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""base""},{""type"":""SYMBOL"",""name"":""binary_expression""},{""type"":""SYMBOL"",""name"":""interpolated_string_expression""},{""type"":""SYMBOL"",""name"":""conditional_expression""},{""type"":""SYMBOL"",""name"":""conditional_access_expression""},{""type"":""SYMBOL"",""name"":""literal""},{""type"":""SYMBOL"",""name"":""_expression_statement_expression""},{""type"":""SYMBOL"",""name"":""is_expression""},{""type"":""SYMBOL"",""name"":""is_pattern_expression""},{""type"":""SYMBOL"",""name"":""as_expression""},{""type"":""SYMBOL"",""name"":""cast_expression""},{""type"":""SYMBOL"",""name"":""checked_expression""},{""type"":""SYMBOL"",""name"":""collection_expression""},{""type"":""SYMBOL"",""name"":""switch_expression""},{""type"":""SYMBOL"",""name"":""throw_expression""},{""type"":""SYMBOL"",""name"":""default_expression""},{""type"":""SYMBOL"",""name"":""lambda_expression""},{""type"":""SYMBOL"",""name"":""with_expression""},{""type"":""SYMBOL"",""name"":""sizeof_expression""},{""type"":""SYMBOL"",""name"":""typeof_expression""},{""type"":""SYMBOL"",""name"":""makeref_expression""},{""type"":""SYMBOL"",""name"":""ref_expression""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_address_of_expression""},""named"":true,""value"":""prefix_unary_expression""},{""type"":""SYMBOL"",""name"":""reftype_expression""},{""type"":""SYMBOL"",""name"":""refvalue_expression""},{""type"":""SYMBOL"",""name"":""stackalloc_expression""},{""type"":""SYMBOL"",""name"":""range_expression""},{""type"":""SYMBOL"",""name"":""array_creation_expression""},{""type"":""SYMBOL"",""name"":""anonymous_method_expression""},{""type"":""SYMBOL"",""name"":""anonymous_object_creation_expression""},{""type"":""SYMBOL"",""name"":""implicit_array_creation_expression""},{""type"":""SYMBOL"",""name"":""implicit_object_creation_expression""},{""type"":""SYMBOL"",""name"":""implicit_stackalloc_expression""},{""type"":""SYMBOL"",""name"":""initializer_expression""},{""type"":""SYMBOL"",""name"":""query_expression""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_if_in_expression""},""named"":true,""value"":""preproc_if""}]}"
