language_rule,ALIAS,BLANK,CHOICE,FIELD,IMMEDIATE_TOKEN,PATTERN,PREC,PREC_DYNAMIC,PREC_LEFT,PREC_RIGHT,REPEAT,REPEAT1,SEQ,STRING,SYMBOL,TOKEN
java:character_literal,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1
java:class_body,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
java:class_declaration,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
java:class_literal,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
java:compact_constructor_declaration,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
java:constant_declaration,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
java:constructor_body,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
java:constructor_declaration,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
java:continue_statement,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
java:decimal_floating_point_literal,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1
java:decimal_integer_literal,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1
java:declaration,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
java:dimensions,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
java:dimensions_expr,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
java:do_statement,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
java:element_value_array_initializer,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
java:element_value_pair,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
java:enhanced_for_statement,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
java:enum_body,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
java:enum_body_declarations,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
java:enum_constant,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
java:enum_declaration,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
java:escape_sequence,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0
java:explicit_constructor_invocation,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
java:exports_module_directive,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
java:expression,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
java:expression_statement,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
java:extends_interfaces,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
java:false,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
java:field_access,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
java:field_declaration,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
java:finally_clause,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
java:floating_point_type,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
java:for_statement,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
java:formal_parameter,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
java:formal_parameters,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
java:generic_type,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
java:guard,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
java:hex_floating_point_literal,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1
java:hex_integer_literal,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1
java:identifier,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
java:if_statement,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
java:import_declaration,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
java:inferred_parameters,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
java:instanceof_expression,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
java:integral_type,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
java:interface_body,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
java:interface_declaration,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
java:labeled_statement,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
java:lambda_expression,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
java:line_comment,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1
java:local_variable_declaration,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
java:marker_annotation,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
java:method_declaration,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
java:method_invocation,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
java:method_reference,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
java:modifiers,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
java:module_body,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
java:module_declaration,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
java:module_directive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
java:null_literal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
java:object_creation_expression,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
java:octal_integer_literal,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1
java:opens_module_directive,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
java:package_declaration,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
java:parenthesized_expression,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
java:pattern,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
java:permits,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
java:primary_expression,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
java:program,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
java:provides_module_directive,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
java:receiver_parameter,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
java:record_declaration,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
java:record_pattern,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
java:record_pattern_body,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
java:record_pattern_component,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
java:requires_modifier,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
java:requires_module_directive,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
java:resource,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
java:resource_specification,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
java:return_statement,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
java:scoped_identifier,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
java:scoped_type_identifier,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
java:spread_parameter,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
java:statement,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
java:static_initializer,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
java:string_fragment,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
java:string_interpolation,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
java:string_literal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
java:super,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
java:super_interfaces,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
java:superclass,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
java:switch_block,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
java:switch_block_statement_group,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
java:switch_expression,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
java:switch_label,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
java:switch_rule,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
java:synchronized_statement,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
java:template_expression,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
java:ternary_expression,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0
java:this,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
java:throw_statement,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
java:throws,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
java:true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
java:try_statement,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0
java:try_with_resources_statement,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
java:type_arguments,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
java:type_bound,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
java:type_list,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
java:type_parameter,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
java:type_parameters,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
java:type_pattern,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
java:unary_expression,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0
java:underscore_pattern,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
java:update_expression,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
java:uses_module_directive,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
java:variable_declarator,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
java:void_type,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
java:while_statement,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
java:wildcard,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
java:yield_statement,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
julia:_array,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
julia:_arrow_operator,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
julia:_assignment_operator,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
julia:_bitshift_operator,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
julia:_block_form,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
julia:_bracket_form,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
julia:_closed_assignment,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0
julia:_closed_macrocall_expression,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
julia:_comparison_operator,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
julia:_definition,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
julia:_delimiter_cmd_1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
julia:_delimiter_cmd_3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
julia:_delimiter_str_1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
julia:_delimiter_str_3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
julia:_ellipsis_operator,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
julia:_exportable,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
julia:_expression,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
julia:_import_list,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0
julia:_importable,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
julia:_lazy_and_operator,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
julia:_lazy_or_operator,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
julia:_macro_head,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
julia:_operation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
julia:_pair_operator,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
julia:_pipe_left_operator,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
julia:_pipe_right_operator,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
julia:_plus_operator,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
julia:_power_operator,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
julia:_primary_expression,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
julia:_qualified_macro_identifier,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
julia:_rational_operator,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
julia:_scoped_identifier,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0
julia:_semicolon,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
julia:_statement,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
julia:_string,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
julia:_syntactic_operator,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
julia:_terminator,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
julia:_tilde_operator,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
julia:_times_operator,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
julia:_type_order_operator,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
julia:_unary_operator,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
julia:_unary_plus_operator,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
julia:_word_identifier,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
julia:abstract_definition,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
julia:adjoint_expression,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
julia:arrow_function_expression,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0
julia:assignment,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0
julia:binary_expression,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0
julia:block,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
julia:block_comment,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
julia:boolean_literal,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
julia:break_statement,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
julia:broadcast_call_expression,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0
julia:call_expression,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
julia:catch_clause,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0
julia:character_literal,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
julia:command_literal,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
julia:compound_assignment_expression,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
julia:compound_statement,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
julia:comprehension_expression,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0
julia:const_statement,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
julia:continue_statement,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
julia:curly_expression,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
julia:do_clause,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
julia:else_clause,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
julia:elseif_clause,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
julia:escape_sequence,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
julia:export_statement,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
julia:field_expression,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0
julia:finally_clause,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
julia:float_literal,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1
julia:for_binding,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0
julia:for_clause,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
julia:for_statement,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
julia:function_definition,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
julia:generator,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
julia:global_statement,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
julia:identifier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
julia:if_clause,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
julia:if_statement,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
julia:import_alias,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
julia:import_path,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1
julia:import_statement,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
julia:index_expression,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
julia:integer_literal,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
julia:interpolation_expression,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0
julia:juxtaposition_expression,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
julia:let_statement,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
julia:line_comment,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
julia:local_statement,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
julia:macro_argument_list,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
julia:macro_definition,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
julia:macro_identifier,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
julia:macrocall_expression,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
julia:matrix_expression,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0
julia:matrix_row,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
julia:module_definition,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
julia:open_tuple,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
julia:operator,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
julia:parametrized_type_expression,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
julia:parenthesized_expression,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0
julia:prefixed_command_literal,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0
julia:prefixed_string_literal,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0
julia:primitive_definition,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
julia:public_statement,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
julia:quote_expression,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0
julia:quote_statement,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
julia:range_expression,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0
julia:return_statement,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
julia:selected_import,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
julia:signature,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
julia:source_file,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
julia:splat_expression,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
julia:string_interpolation,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
julia:string_literal,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
julia:struct_definition,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
julia:ternary_expression,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
julia:try_statement,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
julia:tuple_expression,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
julia:type_head,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
julia:typed_expression,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
julia:unary_expression,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
julia:unary_typed_expression,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
julia:using_statement,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
julia:vector_expression,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
julia:where_expression,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
julia:while_statement,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:_additive_operator,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:_alpha_identifier,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kotlin:_annotated_delegation_specifier,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
kotlin:_annotation_constructor_invocation,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
kotlin:_as_operator,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:_assignment_and_operator,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:_backtick_identifier,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kotlin:_binary_expression,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
kotlin:_block,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0
kotlin:_break_at,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:_call_suffix_no_trailing_lambda,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
kotlin:_class_member_declaration,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
kotlin:_class_member_declarations,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
kotlin:_class_parameters,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
kotlin:_comparison_operator,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:_continue_at,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:_declaration,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
kotlin:_delegation_specifiers,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0
kotlin:_enum_entries,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
kotlin:_equality_operator,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:_escaped_identifier,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kotlin:_expression,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
kotlin:_expression_no_trailing_lambda,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
kotlin:_function_literal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
kotlin:_function_value_parameter,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:_generic_call_expression,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
kotlin:_generic_call_expression_no_trailing_lambda,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
kotlin:_generic_call_suffix,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
kotlin:_generic_call_suffix_no_trailing_lambda,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
kotlin:_import_identifier,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
kotlin:_in_operator,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:_interpolation,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:_is_operator,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:_lambda_parameter,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:_lexical_identifier,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
kotlin:_literal_constant,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
kotlin:_loop_statement,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
kotlin:_member_access_operator,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:_modifier,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
kotlin:_multi_annotation,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0
kotlin:_multiplicative_operator,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:_name_based_destructuring_entry,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
kotlin:_positional_destructuring_entry,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
kotlin:_postfix_unary_expression,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
kotlin:_postfix_unary_operator,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:_postfix_unary_suffix,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
kotlin:_prefix_unary_operator,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:_primary_expression,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
kotlin:_primary_expression_no_trailing_lambda,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
kotlin:_return_at,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:_semi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
kotlin:_simple_user_type,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
kotlin:_single_annotation,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:_statement,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
kotlin:_statement_annotation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
kotlin:_super_at,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
kotlin:_this_at,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:_type,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
kotlin:_type_modifier,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
kotlin:_type_parameter_modifier,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
kotlin:_type_projection_modifier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
kotlin:_type_reference,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
kotlin:_unary_expression,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
kotlin:_unescaped_annotation,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
kotlin:_uni_character_literal,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
kotlin:additive_expression,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
kotlin:annotated_lambda,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
kotlin:annotation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
kotlin:anonymous_function,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0
kotlin:anonymous_initializer,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:as_expression,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
kotlin:assignment,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
kotlin:bin_literal,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
kotlin:binding_pattern_kind,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:boolean_literal,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:call_expression,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
kotlin:call_expression_no_trailing_lambda,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
kotlin:call_suffix,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
kotlin:callable_reference,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:catch_block,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
kotlin:character_escape_seq,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
kotlin:character_literal,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
