feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield
struct,0.00199,0.02640,0.00000,0.00000,0.00019,0.00222,0.00299,0.00000,0.00000,0.00000,0.00054,0.00000,0.00014,0.00049,0.00000,0.00173,0.00086,0.00000,0.00000,0.00000,0.00089,0.00000,0.00132,0.00000,0.01850,0.00310,0.00244,0.00022,0.00000,0.00160,0.02952,0.00048,0.00214,0.00134,0.00029,0.00032,0.02787,0.00047,0.00000,0.02903,0.00020,0.00118,0.00078,0.00205,0.02827,0.00000,0.00269,0.03274,0.00000,0.00000,0.00180,0.00156,0.02830,0.00055,0.00000,0.00000,0.00000,0.02513,0.00388,0.00000,0.00000,0.00102,0.00269,0.00000,0.01662,0.02572,0.00032,0.00000,0.00000,0.00146,0.02097,0.00000,0.00025,0.02028,0.00032,0.00000,0.00026,0.00000,0.00000,0.00000,1.00736,0.00058,0.00000,0.00031,0.00126,0.00328,0.00153,0.00000,0.02796,0.00000,0.01172,0.00000,0.00000,0.00029,0.03680,0.00085,0.00000,0.00084
subtyping,0.00172,0.00085,0.00000,0.00000,0.00053,0.00031,0.04097,0.00000,0.00000,0.00000,0.00062,0.00000,0.00060,0.00183,0.00000,0.00304,0.00226,0.00000,0.00000,0.00000,0.00277,0.00000,0.00212,0.00000,0.00159,0.03743,0.00224,0.00133,0.00000,0.00380,0.03889,0.00155,0.00066,0.00222,0.00122,0.00012,0.00076,0.00120,0.00000,0.00488,0.00028,0.03480,0.00165,0.03956,0.00245,0.00000,0.03691,0.03778,0.00000,0.00000,0.00023,0.00141,0.00059,0.00290,0.00000,0.00000,0.00000,0.00429,0.04178,0.00000,0.00141,0.00077,0.00239,0.00000,0.00000,0.04326,0.00129,0.00000,0.00000,0.00151,0.00027,0.00000,0.00163,0.00055,0.00093,0.00000,0.00066,0.00000,0.00000,0.00000,0.00126,1.00267,0.00000,0.00000,0.00238,0.00150,0.00289,0.00000,0.03727,0.00000,0.00000,0.00000,0.00000,0.00116,0.00182,0.00202,0.00000,0.00220
switch_match,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
symbol_table,0.00000,0.00158,0.00000,0.00000,0.04967,0.00082,0.00492,0.00311,0.00290,0.00000,0.00187,0.00000,0.00000,0.00061,0.00000,0.00000,0.00251,0.00000,0.00000,0.07155,0.00075,0.00000,0.00000,0.00000,0.00000,0.00150,0.00000,0.00000,0.00198,0.00170,0.00286,0.00058,0.00083,0.04605,0.00169,0.04756,0.00102,0.00108,0.00000,0.00070,0.00432,0.00000,0.00135,0.00071,0.00110,0.00000,0.00074,0.00238,0.00000,0.00175,0.00063,0.00000,0.04393,0.00147,0.00000,0.00000,0.00000,0.00071,0.00162,0.00000,0.00050,0.00050,0.00000,0.00000,0.00072,0.00388,0.00098,0.00000,0.00000,0.00000,0.00087,0.00000,0.00000,0.00088,0.00000,0.00000,0.08435,0.00000,0.00086,0.00071,0.00105,0.00000,0.00000,1.00907,0.04128,0.00090,0.00000,0.00000,0.00404,0.00000,0.00000,0.00260,0.00000,0.00000,0.00291,0.00138,0.00000,0.00398
task_async,0.00124,0.00106,0.00000,0.00000,0.01563,0.00038,0.02461,0.01714,0.01315,0.00000,0.01387,0.00000,0.00056,0.00153,0.00031,0.00252,0.00195,0.00000,0.00000,0.00336,0.00372,0.00000,0.00218,0.00000,0.00095,0.02538,0.00132,0.00085,0.00122,0.02127,0.02441,0.00110,0.00022,0.02164,0.00080,0.00131,0.00025,0.01465,0.00000,0.02171,0.01595,0.00232,0.00120,0.02216,0.00146,0.00000,0.02294,0.02340,0.00000,0.00116,0.00032,0.00066,0.00083,0.00108,0.00000,0.00000,0.00000,0.02155,0.00326,0.00000,0.01418,0.01461,0.00203,0.00000,0.00000,0.02357,0.00211,0.00000,0.00000,0.00107,0.00000,0.00000,0.00120,0.00036,0.00043,0.00000,0.01393,0.00000,0.00000,0.00049,0.00103,0.00089,0.00000,0.01002,1.00642,0.00239,0.00307,0.00000,0.00446,0.00000,0.00000,0.00235,0.00000,0.00081,0.00143,0.00121,0.00000,0.00333
thread,0.00168,0.02562,0.00000,0.00000,0.00000,0.02062,0.00220,0.00000,0.00000,0.00000,0.01669,0.00000,0.00064,0.00039,0.00031,0.00223,0.00111,0.00000,0.00000,0.00000,0.00159,0.00000,0.02089,0.00000,0.00061,0.02550,0.00230,0.00060,0.00000,0.00186,0.02485,0.00041,0.01867,0.00102,0.00014,0.00053,0.00172,0.00024,0.00000,0.02307,0.00000,0.00166,0.00122,0.00300,0.00317,0.00000,0.02282,0.02442,0.00000,0.00000,0.01845,0.00124,0.02195,0.00045,0.00000,0.00000,0.00000,0.02166,0.02478,0.00000,0.01399,0.01664,0.00150,0.00000,0.01625,0.00299,0.00044,0.00000,0.00000,0.00096,0.01611,0.00000,0.00118,0.00256,0.00019,0.00000,0.00000,0.00000,0.00000,0.00000,0.00290,0.00061,0.00000,0.00024,0.00259,1.00722,0.00248,0.00000,0.00247,0.00000,0.00000,0.00000,0.00000,0.01287,0.02315,0.00121,0.00000,0.00113
throw_raise,0.00131,0.00031,0.00000,0.00000,0.00095,0.00000,0.02415,0.00081,0.00025,0.00000,0.00064,0.00000,0.01433,0.00094,0.00026,0.02729,0.01870,0.00000,0.00000,0.00062,0.00211,0.00000,0.02320,0.00000,0.00096,0.03189,0.00145,0.00109,0.00000,0.02106,0.02684,0.00083,0.00051,0.00088,0.00055,0.00029,0.00028,0.00081,0.00000,0.02475,0.00030,0.00229,0.01734,0.02357,0.00159,0.00000,0.02964,0.02921,0.00000,0.00037,0.00000,0.00073,0.00016,0.00110,0.00000,0.00000,0.00000,0.02283,0.00255,0.00000,0.01238,0.00035,0.00175,0.00000,0.00000,0.02545,0.01550,0.00000,0.00000,0.00152,0.00000,0.00000,0.01228,0.00000,0.00066,0.00000,0.00044,0.00000,0.00000,0.00000,0.00109,0.00094,0.00000,0.00000,0.00268,0.00200,1.00643,0.00025,0.00317,0.00000,0.00000,0.00027,0.00000,0.00059,0.00154,0.00125,0.00000,0.01971
time,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00251,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00257,0.00000,0.00000,0.00261,0.00000,0.00000,0.00000,0.00000,0.00269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00279,0.00000,0.00000,0.00255,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00256,0.00000,0.00250,0.00000,0.00000,0.00000,0.00000,0.00268,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08119,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00250,1.00189,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
tuple,0.00123,0.00213,0.00000,0.00000,0.00890,0.00045,0.01789,0.00074,0.00118,0.00000,0.00097,0.00000,0.00073,0.00940,0.00000,0.00187,0.01183,0.00000,0.00000,0.00166,0.01536,0.00000,0.00135,0.00000,0.00102,0.01913,0.00111,0.00039,0.00028,0.01572,0.02122,0.00967,0.00080,0.01436,0.00825,0.00066,0.01124,0.00947,0.00000,0.01678,0.00887,0.00178,0.00090,0.00317,0.01384,0.00016,0.01700,0.02069,0.00000,0.00087,0.00018,0.00927,0.00179,0.01127,0.00000,0.00000,0.00000,0.01582,0.01700,0.00000,0.00016,0.00863,0.01654,0.00000,0.00076,0.02061,0.00165,0.00000,0.00000,0.00099,0.00065,0.00000,0.00052,0.00875,0.00634,0.00000,0.00722,0.00000,0.00000,0.00029,0.01347,0.00824,0.00000,0.00058,0.00264,0.00135,0.00215,0.00000,1.00714,0.00000,0.00048,0.00111,0.00000,0.00054,0.01679,0.00098,0.00000,0.01304
tuple_type,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
type_inference,0.00000,0.00712,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00134,0.00000,0.00000,0.00000,0.00000,0.00000,0.00431,0.00000,0.00259,0.00000,0.00000,0.00000,0.09223,0.00000,0.00000,0.00198,0.00000,0.00000,0.00000,0.00000,0.00428,0.00000,0.00000,0.00463,0.00000,0.00000,0.00000,0.00000,0.00786,0.00000,0.00000,0.00000,0.00000,0.00174,0.00254,0.00000,0.00000,0.00241,0.00243,0.00000,0.00601,0.00168,0.00000,0.00000,0.00000,0.00000,0.00143,0.00000,0.00000,0.08884,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08263,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00696,0.00000,1.00428,0.00000,0.00000,0.00000,0.00813,0.00000,0.00000,0.00000
unary_op,0.00000,0.00000,0.00000,0.00000,0.00506,0.00000,0.00337,0.03183,0.06814,0.00000,0.00000,0.00000,0.00000,0.02789,0.00000,0.00000,0.00249,0.00000,0.00000,0.05007,0.00623,0.00000,0.00000,0.00000,0.00000,0.00330,0.00000,0.00000,0.03376,0.00137,0.00275,0.02953,0.00000,0.03043,0.00111,0.00063,0.00000,0.02647,0.01984,0.00000,0.04911,0.00000,0.00000,0.00070,0.00000,0.00000,0.00058,0.00103,0.00000,0.00344,0.00000,0.00000,0.00040,0.00000,0.00000,0.00000,0.00000,0.00000,0.00196,0.00000,0.00000,0.00000,0.00152,0.00000,0.00000,0.00347,0.02622,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00142,0.00083,0.00058,0.00081,0.00000,0.00000,0.00000,0.00125,0.00469,0.00000,0.00060,0.00000,0.00373,0.00000,0.00000,1.01276,0.00000,0.00000,0.00000,0.00000,0.00491,0.00571
union_sum,0.00000,0.00000,0.00000,0.13067,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01333,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.01672,0.00000,0.00000,0.00000,0.00000,0.00000
unsafe,0.00169,0.00269,0.00000,0.00000,0.00000,0.00191,0.00371,0.00000,0.00000,0.00000,0.00246,0.00000,0.00061,0.00123,0.00000,0.00250,0.00148,0.00000,0.00000,0.00000,0.00300,0.00000,0.00282,0.00000,0.00125,0.03952,0.00317,0.00143,0.00000,0.00446,0.04025,0.00093,0.00131,0.00142,0.00069,0.00066,0.00043,0.00060,0.00000,0.00387,0.00000,0.00182,0.00163,0.03835,0.00161,0.00000,0.03674,0.03762,0.00000,0.00000,0.00085,0.00111,0.00128,0.00142,0.00000,0.00000,0.00000,0.00322,0.04241,0.00000,0.00100,0.03512,0.00152,0.00000,0.00055,0.03722,0.00095,0.00000,0.00000,0.00149,0.00079,0.00000,0.00135,0.00117,0.00071,0.00000,0.00016,0.00000,0.00000,0.00000,0.00084,0.00154,0.00000,0.00000,0.00289,0.04207,0.00240,0.00000,0.00323,0.00000,0.00000,0.00000,0.00000,1.00284,0.00303,0.03552,0.00000,0.00144
variable,0.01416,0.01872,0.00000,0.00000,0.00039,0.01142,0.00276,0.00000,0.00000,0.00000,0.00104,0.00000,0.00018,0.00042,0.00000,0.00171,0.00072,0.00000,0.00000,0.00027,0.00110,0.00000,0.00154,0.00000,0.01198,0.01898,0.01613,0.00086,0.00000,0.00154,0.02408,0.00065,0.01110,0.00101,0.00041,0.00831,0.01677,0.00063,0.00000,0.02169,0.00013,0.00092,0.00090,0.00293,0.01843,0.00000,0.00319,0.02503,0.00000,0.00000,0.00921,0.01167,0.01889,0.00102,0.00000,0.00000,0.00000,0.01823,0.00508,0.00000,0.00024,0.00118,0.01546,0.00000,0.01011,0.02032,0.00032,0.00000,0.00000,0.01105,0.01275,0.00000,0.00026,0.01152,0.00060,0.00000,0.00051,0.00000,0.00000,0.00000,0.02083,0.00047,0.00000,0.00049,0.00100,0.01482,0.00122,0.00000,0.01972,0.00000,0.00065,0.00000,0.00000,0.00059,1.00825,0.01270,0.00000,0.00070
visibility,0.00267,0.00112,0.00000,0.00000,0.00107,0.00052,0.03106,0.00000,0.00000,0.00000,0.00134,0.00000,0.00061,0.00163,0.00000,0.00209,0.00127,0.00000,0.00000,0.00054,0.00242,0.00000,0.00145,0.00000,0.00256,0.03493,0.03178,0.02168,0.00000,0.03117,0.03554,0.00103,0.00082,0.00150,0.00106,0.01649,0.00079,0.00075,0.00000,0.00381,0.00000,0.00299,0.00236,0.03550,0.00180,0.00000,0.00431,0.03412,0.00000,0.00000,0.00083,0.00126,0.00092,0.00244,0.00000,0.00000,0.00000,0.00254,0.03302,0.00000,0.00134,0.00131,0.00241,0.00000,0.00023,0.03491,0.00124,0.00000,0.00000,0.00134,0.00101,0.00000,0.00114,0.00050,0.00083,0.00000,0.00099,0.00000,0.00000,0.00000,0.00122,0.00133,0.00000,0.00059,0.00213,0.00197,0.00251,0.00000,0.00292,0.00000,0.00000,0.00000,0.00000,0.01763,0.03219,1.00480,0.00000,0.00168
while,0.00000,0.00000,0.00000,0.00000,0.00516,0.00000,0.00000,0.00577,0.00535,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00572,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18309,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.19545,0.00000,0.00445,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00481,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01806,0.00000,0.00000,0.00000,0.00000,1.04214,0.00000
yield,0.00058,0.00066,0.00000,0.00000,0.00260,0.00000,0.02322,0.01603,0.01626,0.00000,0.01424,0.00000,0.01442,0.00193,0.00000,0.00245,0.00344,0.00000,0.00000,0.01984,0.02327,0.00000,0.00188,0.00000,0.00080,0.02639,0.00087,0.00029,0.00109,0.02445,0.02455,0.01670,0.00022,0.00351,0.00091,0.00099,0.00046,0.01645,0.00000,0.00231,0.00275,0.00114,0.00164,0.00242,0.00144,0.00000,0.02426,0.02519,0.00000,0.01158,0.00034,0.00092,0.00015,0.00109,0.00000,0.00000,0.00000,0.00215,0.00311,0.00000,0.00048,0.00133,0.00227,0.00000,0.00000,0.02397,0.01929,0.00000,0.00000,0.00071,0.00000,0.00000,0.00084,0.00016,0.00062,0.00030,0.01334,0.00000,0.00024,0.00000,0.00073,0.00088,0.00000,0.00104,0.00359,0.00113,0.02427,0.00000,0.02376,0.00000,0.00000,0.00310,0.00000,0.00044,0.00109,0.00103,0.00000,1.00641
