feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield
struct,0.14371,0.15339,0.02013,0.10319,0.07552,0.10214,0.39541,0.05688,0.06287,0.01609,0.09088,0.00999,0.11757,0.09732,0.03114,0.37569,0.10310,0.04033,0.03265,0.06741,0.39139,0.00395,0.12835,0.03659,0.37490,0.15280,0.14789,0.05811,0.02393,0.13229,0.42478,0.14717,0.10562,0.37788,0.12646,0.06808,0.16643,0.09316,0.02052,0.43465,0.08351,0.35175,0.08739,0.14460,0.17046,0.08794,0.15199,0.19302,0.02942,0.04120,0.09257,0.12069,0.16835,0.10034,0.06391,0.00674,0.00287,0.41230,0.15243,0.07621,0.06225,0.10424,0.18355,0.09625,0.09943,0.40738,0.08349,0.08373,0.06720,0.17241,0.18360,0.08989,0.07570,0.16807,0.06916,0.03357,0.12472,0.02767,0.08001,0.04292,0.00000,0.13516,0.02047,0.11286,0.12736,0.12847,0.12569,0.05929,0.17036,0.06679,0.12701,0.04683,0.10824,0.06266,0.46268,0.37035,0.00564,0.10543
subtyping,0.08743,0.09229,0.00000,0.69747,0.07061,0.06331,0.16922,0.04375,0.03387,0.00670,0.05508,0.01078,0.02705,0.48243,0.03853,0.15193,0.08390,0.01586,0.05763,0.03894,0.13784,0.00780,0.08440,0.02325,0.13512,0.10587,0.08738,0.05403,0.00191,0.10082,0.16057,0.73453,0.09294,0.55172,0.71453,0.03035,0.05588,0.05894,0.01660,0.14397,0.07270,0.55529,0.05332,0.11631,0.10112,0.03704,0.10788,0.10677,0.01692,0.01654,0.05429,0.09752,0.07558,0.09881,0.67751,0.00000,0.00000,0.14146,0.12253,0.02465,0.05240,0.07237,0.74459,0.71737,0.03410,0.17539,0.07216,0.28121,0.68851,0.72744,0.70628,0.69359,0.07478,0.32720,0.05714,0.00000,0.04316,0.00691,0.03364,0.03158,0.13516,0.00000,0.02217,0.03918,0.10425,0.07735,0.09792,0.04356,0.11150,0.68660,0.71149,0.02013,0.70925,0.04699,0.13950,0.14129,0.00000,0.07925
switch_match,0.02814,0.02966,0.04167,0.00000,0.06268,0.01593,0.01663,0.04674,0.04167,0.25000,0.03408,0.04167,0.01155,0.06241,0.00000,0.01357,0.04914,0.03217,0.01288,0.05173,0.03053,0.25000,0.27661,0.00000,0.02705,0.27109,0.02480,0.02084,0.26009,0.27877,0.01918,0.02748,0.01114,0.02938,0.00930,0.03734,0.26784,0.06387,0.31424,0.01508,0.06959,0.01822,0.00838,0.02441,0.01958,0.03450,0.06004,0.05708,0.07303,0.06053,0.02114,0.03620,0.02122,0.06600,0.06374,0.04167,0.00000,0.01677,0.02660,0.01129,0.01159,0.03835,0.02221,0.00000,0.03011,0.02072,0.46523,0.00000,0.00000,0.00526,0.01323,0.04636,0.01112,0.01977,0.02010,0.25000,0.04042,0.06356,0.00000,0.04167,0.02047,0.02217,0.00000,0.01467,0.02418,0.02450,0.27313,0.00643,0.05895,0.00000,0.00659,0.04167,0.01945,0.04368,0.02142,0.01844,0.26681,0.06445
symbol_table,0.04063,0.04919,0.00000,0.00616,0.09038,0.03487,0.11620,0.07537,0.02724,0.01274,0.07577,0.00000,0.71882,0.03783,0.02645,0.09865,0.07330,0.03611,0.02128,0.13583,0.11161,0.01484,0.05825,0.02796,0.10525,0.05404,0.04286,0.03701,0.01971,0.05786,0.11503,0.04128,0.03615,0.13277,0.07064,0.09153,0.03743,0.26646,0.01579,0.09925,0.06916,0.08932,0.04726,0.04459,0.03596,0.66520,0.04849,0.05675,0.01335,0.03887,0.02741,0.06386,0.09096,0.04975,0.00511,0.00000,0.00000,0.11068,0.05474,0.68306,0.03230,0.05367,0.05315,0.01858,0.02871,0.12104,0.04833,0.00931,0.02419,0.03187,0.01979,0.00743,0.02339,0.04865,0.03342,0.00547,0.81631,0.01973,0.69070,0.01941,0.11286,0.03918,0.01467,0.00000,0.07781,0.03765,0.04373,0.02060,0.06268,0.00000,0.00743,0.03064,0.01753,0.02123,0.11781,0.10820,0.00606,0.07075
task_async,0.12352,0.12700,0.00000,0.02369,0.11480,0.54089,0.17956,0.34024,0.10319,0.00365,0.11233,0.00588,0.09425,0.12127,0.49869,0.16176,0.14401,0.05201,0.04595,0.12914,0.16095,0.00780,0.16058,0.02293,0.11302,0.18298,0.12863,0.08294,0.04599,0.16426,0.17821,0.12159,0.10408,0.16101,0.10096,0.07320,0.07526,0.11986,0.03541,0.16825,0.12294,0.13373,0.11649,0.16846,0.13270,0.06074,0.17638,0.17209,0.04693,0.07408,0.53974,0.10824,0.11291,0.12606,0.02867,0.00000,0.45000,0.16842,0.16317,0.02940,0.11916,0.11907,0.13493,0.05421,0.08035,0.17218,0.12159,0.02826,0.02345,0.09754,0.06798,0.03700,0.10092,0.09613,0.07868,0.02210,0.10822,0.03016,0.05679,0.04831,0.12736,0.10425,0.02418,0.07781,0.00000,0.59567,0.15467,0.06446,0.16248,0.01718,0.05053,0.08632,0.03309,0.07472,0.14383,0.12563,0.01766,0.34935
thread,0.12953,0.16256,0.02200,0.03458,0.06101,0.78702,0.13549,0.06717,0.03362,0.01758,0.11984,0.00596,0.08864,0.07483,0.69494,0.14126,0.10813,0.03550,0.04551,0.04856,0.12152,0.01509,0.14853,0.03053,0.10767,0.16893,0.14181,0.07757,0.00264,0.12207,0.16360,0.08463,0.13250,0.10595,0.05938,0.07700,0.08643,0.06940,0.01528,0.16410,0.06685,0.11582,0.11148,0.14337,0.13398,0.05691,0.16116,0.16009,0.02349,0.03853,0.77704,0.10117,0.14377,0.10729,0.01545,0.00736,0.66727,0.15621,0.15583,0.02240,0.10874,0.11531,0.10192,0.05040,0.11230,0.13865,0.08500,0.03054,0.01198,0.09632,0.10765,0.01645,0.10174,0.10769,0.07136,0.02450,0.06012,0.01623,0.03232,0.02993,0.12847,0.07735,0.02450,0.03765,0.59567,0.00000,0.13299,0.07689,0.12968,0.01129,0.05252,0.02030,0.03359,0.09664,0.14792,0.12438,0.00323,0.09794
throw_raise,0.10933,0.09908,0.06173,0.02379,0.14642,0.06615,0.19477,0.14302,0.10601,0.25301,0.08235,0.05056,0.12154,0.15407,0.05130,0.22742,0.19890,0.05682,0.03089,0.12284,0.15320,0.26229,0.83723,0.02059,0.10261,0.89971,0.14171,0.09624,0.29927,0.43409,0.21162,0.11639,0.08455,0.13648,0.08015,0.06383,0.31877,0.15906,0.28153,0.21033,0.12193,0.14850,0.14685,0.18937,0.15625,0.04956,0.27483,0.27174,0.07119,0.11372,0.06093,0.09218,0.07749,0.17200,0.03250,0.04167,0.00000,0.18979,0.16870,0.02740,0.11248,0.09706,0.14408,0.04984,0.05736,0.19832,0.17821,0.02790,0.01178,0.12046,0.06172,0.02291,0.10725,0.06474,0.07666,0.27848,0.07661,0.06785,0.05425,0.09925,0.12569,0.09792,0.27313,0.04373,0.15467,0.13299,0.00000,0.05192,0.22464,0.01647,0.03583,0.09136,0.03340,0.07201,0.14480,0.12910,0.28010,0.21484
time,0.06149,0.71581,0.00000,0.01350,0.02287,0.06784,0.05738,0.03654,0.01027,0.00000,0.03715,0.00000,0.02720,0.04922,0.03294,0.04572,0.04720,0.03002,0.01979,0.03004,0.06239,0.00000,0.05512,0.65745,0.05154,0.05612,0.05841,0.69101,0.00000,0.05455,0.05765,0.03952,0.04537,0.04064,0.02122,0.67330,0.01259,0.03035,0.00000,0.05525,0.02855,0.06032,0.69719,0.07304,0.06154,0.03229,0.05722,0.05610,0.00826,0.01655,0.04307,0.05359,0.05725,0.03954,0.00448,0.00000,0.00000,0.04977,0.70192,0.01684,0.72374,0.04664,0.04689,0.02103,0.02953,0.05648,0.05090,0.01769,0.00000,0.06498,0.06133,0.01628,0.73119,0.02401,0.69517,0.00000,0.03568,0.00576,0.02557,0.02100,0.05929,0.04356,0.00643,0.02060,0.06446,0.07689,0.05192,0.00000,0.05193,0.00852,0.00145,0.00000,0.00512,0.05649,0.06084,0.05748,0.00531,0.04819
tuple,0.13788,0.13047,0.65224,0.04190,0.36449,0.08554,0.19095,0.33007,0.34338,0.04480,0.10139,0.25925,0.09369,0.37294,0.03977,0.18399,0.40892,0.05141,0.04266,0.76177,0.17887,0.05444,0.20168,0.02855,0.11749,0.24355,0.14410,0.08805,0.08245,0.23267,0.22218,0.12377,0.10811,0.17286,0.10621,0.07147,0.18596,0.37221,0.07532,0.20199,0.57091,0.14709,0.12602,0.17233,0.17634,0.04468,0.45326,0.48068,0.26255,0.31126,0.08199,0.12254,0.13189,0.79642,0.02333,0.25000,0.00000,0.20107,0.19060,0.03537,0.08676,0.11552,0.20043,0.05037,0.07382,0.21314,0.37700,0.03603,0.01802,0.12036,0.07973,0.04011,0.08748,0.11484,0.08449,0.06017,0.09678,0.67884,0.04785,0.71709,0.17036,0.11150,0.05895,0.06268,0.16248,0.12968,0.22464,0.05193,0.00000,0.01952,0.06189,0.32969,0.06287,0.06896,0.20327,0.13727,0.06054,0.41396
tuple_type,0.01839,0.00683,0.00000,0.65000,0.02506,0.01125,0.06877,0.02242,0.00000,0.00000,0.00471,0.00000,0.01785,0.42548,0.00000,0.06344,0.02034,0.00000,0.00000,0.00667,0.06668,0.00000,0.02021,0.00000,0.07935,0.01592,0.01489,0.00000,0.00000,0.02049,0.06537,0.67584,0.00492,0.47426,0.67156,0.02687,0.00411,0.02011,0.00000,0.06138,0.04610,0.47544,0.00000,0.01717,0.01548,0.01219,0.01490,0.01352,0.00000,0.01527,0.00000,0.01167,0.00363,0.02565,0.66876,0.00000,0.00000,0.06451,0.02131,0.00000,0.00512,0.00968,0.66689,0.70601,0.00694,0.06793,0.02886,0.26027,0.65000,0.66626,0.65000,0.68003,0.01801,0.25551,0.01421,0.00000,0.02142,0.00000,0.03320,0.01093,0.06679,0.68660,0.00000,0.00000,0.01718,0.01129,0.01647,0.00852,0.01952,0.00000,0.66456,0.00000,0.66289,0.02610,0.06738,0.06990,0.00000,0.01942
type_inference,0.07459,0.07299,0.00000,0.69889,0.03035,0.05207,0.10329,0.00994,0.02277,0.00000,0.02376,0.00000,0.01741,0.43708,0.00876,0.09086,0.03512,0.00609,0.04202,0.01019,0.09739,0.00000,0.04617,0.04294,0.10514,0.04271,0.05695,0.00809,0.00000,0.04806,0.11218,0.70249,0.06823,0.52087,0.68577,0.01991,0.08759,0.02838,0.00315,0.10326,0.04817,0.50634,0.01345,0.05044,0.06015,0.02690,0.04395,0.05609,0.03528,0.00311,0.05378,0.06029,0.07182,0.07296,0.65459,0.00000,0.00000,0.10583,0.05642,0.00813,0.00626,0.04437,0.71481,0.68530,0.03735,0.11227,0.01785,0.29307,0.65000,0.68574,0.69319,0.65278,0.00767,0.33519,0.00289,0.00410,0.01393,0.00000,0.01586,0.02691,0.12701,0.71149,0.00659,0.00743,0.05053,0.05252,0.03583,0.00145,0.06189,0.66456,0.00000,0.01721,0.69464,0.01144,0.12301,0.08952,0.00000,0.03305
unary_op,0.04097,0.03973,0.25000,0.00000,0.74986,0.00000,0.07757,0.36665,0.91955,0.04167,0.03064,0.65000,0.06132,0.36273,0.00000,0.05182,0.33790,0.01503,0.00000,0.44057,0.10115,0.04167,0.10209,0.00000,0.06392,0.10438,0.03714,0.00000,0.16343,0.09362,0.06426,0.12054,0.00194,0.10487,0.08279,0.02816,0.08136,0.56362,0.12218,0.04813,0.63535,0.01842,0.03026,0.04235,0.05650,0.00240,0.70547,0.70619,0.65000,0.72797,0.00000,0.04522,0.04075,0.30263,0.00000,0.65000,0.00000,0.05611,0.07160,0.02800,0.00202,0.04358,0.08000,0.00000,0.01436,0.07409,0.35637,0.00000,0.00000,0.02506,0.00276,0.06456,0.00194,0.04455,0.02310,0.08924,0.02316,0.30716,0.04295,0.27154,0.04683,0.02013,0.04167,0.03064,0.08632,0.02030,0.09136,0.00000,0.32969,0.00000,0.01721,0.00000,0.00254,0.00832,0.05210,0.01997,0.09434,0.35377
union_sum,0.03736,0.04589,0.00000,0.78067,0.04855,0.03835,0.10409,0.01517,0.00210,0.00000,0.01936,0.00000,0.02198,0.41700,0.01723,0.09624,0.04719,0.00540,0.02951,0.01805,0.07417,0.00000,0.02191,0.04224,0.08232,0.03708,0.02911,0.01165,0.00000,0.03188,0.08840,0.70320,0.03093,0.50004,0.67978,0.00661,0.02781,0.01680,0.00000,0.08786,0.05254,0.48965,0.01150,0.04514,0.06391,0.00000,0.04390,0.04123,0.02499,0.01878,0.03664,0.02261,0.04217,0.04210,0.65677,0.00000,0.00000,0.09025,0.04624,0.00450,0.02103,0.02788,0.68500,0.67682,0.00626,0.08818,0.01746,0.32565,0.66132,0.68894,0.68585,0.65985,0.01821,0.28439,0.03239,0.00000,0.02132,0.01744,0.01061,0.03122,0.10824,0.70925,0.01945,0.01753,0.03309,0.03359,0.03340,0.00512,0.06287,0.66289,0.69464,0.00254,0.00000,0.02763,0.09021,0.07176,0.00000,0.02067
unsafe,0.71979,0.07182,0.00000,0.00863,0.05270,0.07641,0.07595,0.04594,0.02074,0.00000,0.07584,0.01437,0.04335,0.06875,0.02633,0.07740,0.06663,0.04810,0.02914,0.04316,0.07067,0.00000,0.07161,0.02207,0.07084,0.08300,0.72963,0.07294,0.00212,0.08027,0.08717,0.05945,0.71672,0.06811,0.06498,0.04617,0.03776,0.05992,0.01352,0.07167,0.05467,0.07147,0.06553,0.08561,0.72081,0.03581,0.08154,0.08062,0.00990,0.03462,0.05277,0.07670,0.71453,0.07157,0.05335,0.00000,0.00000,0.07406,0.09138,0.00831,0.05670,0.08307,0.06796,0.04959,0.71144,0.08205,0.06339,0.41835,0.00598,0.05987,0.05669,0.02190,0.07659,0.44780,0.04344,0.01438,0.07065,0.01382,0.02967,0.02763,0.06266,0.04699,0.04368,0.02123,0.07472,0.09664,0.07201,0.05649,0.06896,0.02610,0.01144,0.00832,0.02763,0.00000,0.07266,0.08259,0.00778,0.06490
variable,0.15712,0.17655,0.01858,0.09249,0.09153,0.11873,0.81046,0.06310,0.06791,0.01326,0.10304,0.00824,0.13866,0.11119,0.03277,0.78630,0.11801,0.04905,0.04139,0.08445,0.80647,0.00325,0.14146,0.03651,0.38825,0.18218,0.17015,0.08470,0.02969,0.16234,0.87203,0.15088,0.11690,0.39961,0.13567,0.10038,0.17845,0.11485,0.02859,0.86826,0.08721,0.38126,0.11426,0.16823,0.18604,0.09943,0.17669,0.23513,0.02734,0.05181,0.09467,0.13374,0.18664,0.12170,0.08122,0.00000,0.01302,0.84501,0.17939,0.07568,0.07799,0.11011,0.22229,0.10027,0.09716,0.84626,0.10685,0.08634,0.06792,0.17685,0.17626,0.08518,0.08533,0.16873,0.07405,0.03086,0.13746,0.02425,0.08762,0.05206,0.46268,0.13950,0.02142,0.11781,0.14383,0.14792,0.14480,0.06084,0.20327,0.06738,0.12301,0.05210,0.09021,0.07266,0.00000,0.79560,0.01681,0.12464
visibility,0.14297,0.13416,0.00339,0.06013,0.08150,0.09269,0.79299,0.05367,0.02559,0.00475,0.08564,0.01400,0.12487,0.09438,0.05849,0.77900,0.10056,0.04357,0.04516,0.07170,0.77318,0.01014,0.10988,0.01925,0.36725,0.14606,0.14299,0.10111,0.02134,0.14441,0.79599,0.16246,0.10939,0.36808,0.12498,0.07936,0.05533,0.09192,0.01176,0.78224,0.07121,0.38410,0.10449,0.15303,0.12644,0.09399,0.13550,0.14471,0.01725,0.03856,0.08071,0.11773,0.11895,0.12158,0.06759,0.00000,0.00403,0.78453,0.14431,0.09325,0.10210,0.09772,0.18249,0.12147,0.07694,0.79630,0.09821,0.07963,0.06219,0.14815,0.13140,0.08365,0.10020,0.13453,0.08092,0.01868,0.14200,0.03021,0.09661,0.06007,0.37035,0.14129,0.01844,0.10820,0.12563,0.12438,0.12910,0.05748,0.13727,0.06990,0.08952,0.01997,0.07176,0.08259,0.79560,0.00000,0.00414,0.10872
while,0.00341,0.00213,0.04167,0.00000,0.07697,0.00643,0.01696,0.07662,0.08522,0.65000,0.03722,0.04167,0.02651,0.06898,0.00766,0.01481,0.06258,0.01026,0.00000,0.08394,0.02081,0.65000,0.26935,0.00000,0.00255,0.26540,0.01666,0.00362,0.84180,0.67258,0.01389,0.03222,0.00307,0.02146,0.03201,0.00000,0.25000,0.07464,0.87195,0.01825,0.07911,0.00194,0.00231,0.01519,0.00287,0.00000,0.06557,0.06335,0.04167,0.08928,0.00981,0.02870,0.00226,0.06804,0.00000,0.04167,0.00000,0.01127,0.01926,0.00000,0.00319,0.00805,0.02106,0.00000,0.00361,0.01392,0.06720,0.00640,0.00000,0.02209,0.00486,0.01021,0.00306,0.00573,0.00000,0.65000,0.00382,0.04167,0.00776,0.04848,0.00564,0.00000,0.26681,0.00606,0.01766,0.00323,0.28010,0.00531,0.06054,0.00000,0.00000,0.09434,0.00000,0.00778,0.01681,0.00414,0.00000,0.06654
yield,0.09210,0.09059,0.25295,0.01231,0.36152,0.05533,0.15526,0.76692,0.36818,0.06128,0.10914,0.26219,0.10887,0.36162,0.02842,0.14610,0.39442,0.05670,0.02529,0.39291,0.15408,0.05449,0.17911,0.01675,0.10629,0.21604,0.12142,0.08453,0.09935,0.21186,0.16417,0.12363,0.06435,0.13290,0.08452,0.07292,0.09107,0.37150,0.07464,0.15246,0.35777,0.10854,0.11188,0.14307,0.10851,0.04298,0.41905,0.41914,0.27468,0.33139,0.06041,0.10656,0.07610,0.36038,0.01075,0.25000,0.00000,0.13591,0.14714,0.03232,0.09019,0.11146,0.12625,0.04176,0.05939,0.15715,0.38614,0.01515,0.01060,0.09707,0.05915,0.03049,0.09146,0.07889,0.06437,0.06783,0.10059,0.28587,0.05512,0.30996,0.10543,0.07925,0.06445,0.07075,0.34935,0.09794,0.21484,0.04819,0.41396,0.01942,0.03305,0.35377,0.02067,0.06490,0.12464,0.10872,0.06654,0.00000
